"Year Level","Qualification","Region","Academic Year","Typical Level Flag","Cumulative Year Attainment Rate","Current Year Attainment Rate","Cumulative Year Attainment","Current Year Attainment","Total Student Count","Cohort Warning"
"13","Level 1 Literacy","Otago","2015","0","0.985","0.017","1960","33","1989",""
"13","Level 1 Literacy","Otago","2016","0","0.98","0.013","1895","25","1934",""
"13","Level 1 Literacy","Otago","2017","0","0.982","0.016","1959","32","1994",""
"13","Level 1 Literacy","Otago","2018","0","0.981","0.011","1958","21","1995",""
"13","Level 1 Literacy","Otago","2019","0","0.98","0.009","1941","18","1980",""
"13","Level 1 Literacy","Otago","2020","0","0.982","0.014","1900","28","1935",""
"13","Level 1 Literacy","Otago","2021","0","0.986","0.007","1948","14","1976",""
"13","Level 1 Literacy","Otago","2022","0","0.987","0.009","1876","18","1900",""
"13","Level 1 Literacy","Otago","2023","0","0.978","0.021","1792","39","1833",""
"13","Level 1 Literacy","Otago","2024","0","0.97","0.021","1958","43","2018",""
"13","Level 1 Literacy","Other","2015","0","0.752","0.071","2196","208","2920",""
"13","Level 1 Literacy","Other","2016","0","0.774","0.081","2143","224","2768",""
"13","Level 1 Literacy","Other","2017","0","0.791","0.073","1936","180","2449",""
"13","Level 1 Literacy","Other","2018","0","0.716","0.095","1265","168","1766",""
"13","Level 1 Literacy","Other","2019","0","0.732","0.088","1280","154","1748",""
"13","Level 1 Literacy","Other","2020","0","0.71","0.093","1416","185","1993",""
"13","Level 1 Literacy","Other","2021","0","0.714","0.088","1765","217","2471",""
"13","Level 1 Literacy","Other","2022","0","0.701","0.092","1825","239","2603",""
"13","Level 1 Literacy","Other","2023","0","0.698","0.092","1856","244","2660",""
"13","Level 1 Literacy","Other","2024","0","0.678","0.061","2142","194","3159",""
"13","Level 1 Literacy","Southland","2015","0","0.978","0.015","845","13","864",""
"13","Level 1 Literacy","Southland","2016","0","0.98","0.018","852","16","869",""
"13","Level 1 Literacy","Southland","2017","0","0.974","0.013","834","11","856",""
"13","Level 1 Literacy","Southland","2018","0","0.976","0.014","781","11","800",""
"13","Level 1 Literacy","Southland","2019","0","0.973","0.017","803","14","825",""
"13","Level 1 Literacy","Southland","2020","0","0.974","0.017","757","13","777",""
"13","Level 1 Literacy","Southland","2021","0","0.981","0.013","819","11","835",""
"13","Level 1 Literacy","Southland","2022","0","0.974","0.013","745","10","765",""
"13","Level 1 Literacy","Southland","2023","0","0.958","0.014","730","11","762",""
"13","Level 1 Literacy","Southland","2024","0","0.958","0.04","768","32","802",""
"13","Level 1 Literacy","Taranaki","2015","0","0.976","0.02","1073","22","1099",""
"13","Level 1 Literacy","Taranaki","2016","0","0.98","0.027","1092","30","1114",""
"13","Level 1 Literacy","Taranaki","2017","0","0.972","0.012","1095","14","1127",""
"13","Level 1 Literacy","Taranaki","2018","0","0.981","0.009","1048","10","1068",""
"13","Level 1 Literacy","Taranaki","2019","0","0.977","0.01","1030","11","1054",""
"13","Level 1 Literacy","Taranaki","2020","0","0.983","0.013","1034","14","1052",""
"13","Level 1 Literacy","Taranaki","2021","0","0.979","0.013","962","13","983",""
"13","Level 1 Literacy","Taranaki","2022","0","0.975","0.009","948","9","972",""
"13","Level 1 Literacy","Taranaki","2023","0","0.962","0.02","884","18","919",""
"13","Level 1 Literacy","Taranaki","2024","0","0.965","0.021","974","21","1009",""
"13","Level 1 Literacy","Tasman","2015","0","0.966","0.005","393","2","407",""
"13","Level 1 Literacy","Tasman","2016","0","0.972","0.025","349","9","359",""
"13","Level 1 Literacy","Tasman","2017","0","0.975","0.01","394","4","404",""
"13","Level 1 Literacy","Tasman","2018","0","0.971","0.009","335","3","345",""
"13","Level 1 Literacy","Tasman","2019","0","0.968","0.003","359","1","371",""
"13","Level 1 Literacy","Tasman","2020","0","0.971","0.01","372","4","383",""
"13","Level 1 Literacy","Tasman","2021","0","0.967","0.013","376","5","389",""
"13","Level 1 Literacy","Tasman","2022","0","0.978","0.02","350","7","358",""
"13","Level 1 Literacy","Tasman","2023","0","0.964","0.014","344","5","357",""
"13","Level 1 Literacy","Tasman","2024","0","0.975","0.022","357","8","366",""
"13","Level 1 Literacy","Waikato","2015","0","0.965","0.028","4157","120","4309",""
"13","Level 1 Literacy","Waikato","2016","0","0.966","0.021","4070","90","4213",""
"13","Level 1 Literacy","Waikato","2017","0","0.977","0.024","4089","101","4184",""
"13","Level 1 Literacy","Waikato","2018","0","0.974","0.02","4104","83","4214",""
"13","Level 1 Literacy","Waikato","2019","0","0.974","0.022","3943","89","4047",""
"13","Level 1 Literacy","Waikato","2020","0","0.966","0.032","3975","131","4116",""
"13","Level 1 Literacy","Waikato","2021","0","0.974","0.03","4087","127","4194",""
"13","Level 1 Literacy","Waikato","2022","0","0.97","0.019","3904","76","4025",""
"13","Level 1 Literacy","Waikato","2023","0","0.964","0.029","3823","116","3964",""
"13","Level 1 Literacy","Waikato","2024","0","0.961","0.037","3983","152","4145",""
"13","Level 1 Literacy","Wellington","2015","0","0.974","0.027","4993","138","5126",""
"13","Level 1 Literacy","Wellington","2016","0","0.971","0.02","4954","104","5100",""
"13","Level 1 Literacy","Wellington","2017","0","0.973","0.024","5168","125","5312",""
"13","Level 1 Literacy","Wellington","2018","0","0.977","0.02","5073","102","5192",""
"13","Level 1 Literacy","Wellington","2019","0","0.973","0.019","4897","95","5031",""
"13","Level 1 Literacy","Wellington","2020","0","0.968","0.03","4914","150","5076",""
"13","Level 1 Literacy","Wellington","2021","0","0.972","0.022","5107","118","5253",""
"13","Level 1 Literacy","Wellington","2022","0","0.974","0.018","4831","87","4959",""
"13","Level 1 Literacy","Wellington","2023","0","0.968","0.022","4781","111","4937",""
"13","Level 1 Literacy","Wellington","2024","0","0.955","0.032","5055","168","5291",""
"13","Level 1 Literacy","West Coast","2015","0","0.957","0.057","202","12","211",""
"13","Level 1 Literacy","West Coast","2016","0","0.957","0.053","199","11","208",""
"13","Level 1 Literacy","West Coast","2017","0","0.953","0.029","163","5","171",""
"13","Level 1 Literacy","West Coast","2018","0","0.964","0.032","213","7","221",""
"13","Level 1 Literacy","West Coast","2019","0","0.944","0.046","204","10","216",""
"13","Level 1 Literacy","West Coast","2020","0","0.95","0.035","192","7","202",""
"13","Level 1 Literacy","West Coast","2021","0","0.944","0.031","185","6","196",""
"13","Level 1 Literacy","West Coast","2022","0","0.953","0.035","163","6","171",""
"13","Level 1 Literacy","West Coast","2023","0","0.985","0.026","191","5","194",""
"13","Level 1 Literacy","West Coast","2024","0","0.974","0.047","186","9","191",""
"13","Level 1 Numeracy","Auckland","2015","0","0.897","0.031","14718","508","16405",""
"13","Level 1 Numeracy","Auckland","2016","0","0.9","0.03","14642","484","16274",""
"13","Level 1 Numeracy","Auckland","2017","0","0.904","0.026","15128","435","16739",""
"13","Level 1 Numeracy","Auckland","2018","0","0.907","0.028","15058","468","16611",""
"13","Level 1 Numeracy","Auckland","2019","0","0.91","0.029","14507","468","15937",""
"13","Level 1 Numeracy","Auckland","2020","0","0.919","0.031","15005","510","16320",""
"13","Level 1 Numeracy","Auckland","2021","0","0.918","0.022","15283","358","16640",""
"13","Level 1 Numeracy","Auckland","2022","0","0.92","0.024","15042","385","16342",""
"13","Level 1 Numeracy","Auckland","2023","0","0.924","0.043","15235","714","16489",""
"13","Level 1 Numeracy","Auckland","2024","0","0.916","0.056","16357","1006","17858",""
"13","Level 1 Numeracy","Bay of Plenty","2015","0","0.97","0.031","2778","88","2864",""
"13","Level 1 Numeracy","Bay of Plenty","2016","0","0.97","0.026","2728","73","2811",""
"13","Level 1 Numeracy","Bay of Plenty","2017","0","0.975","0.023","2829","67","2903",""
"13","Level 1 Numeracy","Bay of Plenty","2018","0","0.969","0.02","2773","57","2862",""
"13","Level 1 Numeracy","Bay of Plenty","2019","0","0.972","0.019","2620","50","2695",""
"13","Level 1 Numeracy","Bay of Plenty","2020","0","0.971","0.022","2517","56","2593",""
"13","Level 1 Numeracy","Bay of Plenty","2021","0","0.967","0.013","2627","36","2716",""
"13","Level 1 Numeracy","Bay of Plenty","2022","0","0.969","0.011","2638","30","2721",""
"13","Level 1 Numeracy","Bay of Plenty","2023","0","0.961","0.022","2484","58","2585",""
"13","Level 1 Numeracy","Bay of Plenty","2024","0","0.957","0.024","2697","69","2818",""
"13","Level 1 Numeracy","Canterbury","2015","0","0.966","0.023","5488","131","5681",""
"13","Level 1 Numeracy","Canterbury","2016","0","0.966","0.024","5521","137","5713",""
"13","Level 1 Numeracy","Canterbury","2017","0","0.968","0.02","5758","118","5946",""
"13","Level 1 Numeracy","Canterbury","2018","0","0.969","0.022","5664","127","5843",""
"13","Level 1 Numeracy","Canterbury","2019","0","0.968","0.024","5748","142","5938",""
"13","Level 1 Numeracy","Canterbury","2020","0","0.962","0.023","5612","133","5835",""
"13","Level 1 Numeracy","Canterbury","2021","0","0.963","0.015","5780","90","6004",""
"13","Level 1 Numeracy","Canterbury","2022","0","0.963","0.017","5628","99","5843",""
"13","Level 1 Numeracy","Canterbury","2023","0","0.952","0.029","5392","163","5665",""
"13","Level 1 Numeracy","Canterbury","2024","0","0.952","0.034","5828","211","6122",""
"13","Level 1 Numeracy","Gisborne","2015","0","0.948","0.026","478","13","504",""
"13","Level 1 Numeracy","Gisborne","2016","0","0.963","0.035","523","19","543",""
"13","Level 1 Numeracy","Gisborne","2017","0","0.95","0.018","434","8","457",""
"13","Level 1 Numeracy","Gisborne","2018","0","0.958","0.023","454","11","474",""
"13","Level 1 Numeracy","Gisborne","2019","0","0.967","0.031","444","14","459",""
"13","Level 1 Numeracy","Gisborne","2020","0","0.959","0.036","425","16","443",""
"13","Level 1 Numeracy","Gisborne","2021","0","0.957","0.029","424","13","443",""
"13","Level 1 Numeracy","Gisborne","2022","0","0.944","0.022","391","9","414",""
"13","Level 1 Numeracy","Gisborne","2023","0","0.955","0.019","401","8","420",""
"13","Level 1 Numeracy","Gisborne","2024","0","0.929","0.033","418","15","450",""
"13","Level 1 Numeracy","Hawke's Bay","2015","0","0.967","0.019","1691","33","1749",""
"13","Level 1 Numeracy","Hawke's Bay","2016","0","0.963","0.012","1617","20","1679",""
"13","Level 1 Numeracy","Hawke's Bay","2017","0","0.966","0.013","1649","23","1707",""
"13","Level 1 Numeracy","Hawke's Bay","2018","0","0.975","0.012","1717","21","1761",""
"13","Level 1 Numeracy","Hawke's Bay","2019","0","0.968","0.019","1594","32","1646",""
"13","Level 1 Numeracy","Hawke's Bay","2020","0","0.97","0.022","1502","34","1549",""
"13","Level 1 Numeracy","Hawke's Bay","2021","0","0.962","0.013","1475","20","1533",""
"13","Level 1 Numeracy","Hawke's Bay","2022","0","0.962","0.012","1538","19","1598",""
"13","Level 1 Numeracy","Hawke's Bay","2023","0","0.97","0.016","1391","23","1434",""
"13","Level 1 Numeracy","Hawke's Bay","2024","0","0.965","0.022","1504","34","1558",""
"13","Level 1 Numeracy","Manawatu-Whanganui","2015","0","0.967","0.024","2186","54","2261",""
"13","Level 1 Numeracy","Manawatu-Whanganui","2016","0","0.96","0.029","2204","66","2295",""
"13","Level 1 Numeracy","Manawatu-Whanganui","2017","0","0.961","0.021","2218","49","2309",""
"13","Level 1 Numeracy","Manawatu-Whanganui","2018","0","0.968","0.018","2180","41","2251",""
"13","Level 1 Numeracy","Manawatu-Whanganui","2019","0","0.965","0.023","2094","49","2169",""
"13","Level 1 Numeracy","Manawatu-Whanganui","2020","0","0.959","0.034","1997","70","2083",""
"13","Level 1 Numeracy","Manawatu-Whanganui","2021","0","0.956","0.023","2099","50","2195",""
"13","Level 1 Numeracy","Manawatu-Whanganui","2022","0","0.954","0.025","1912","51","2005",""
"13","Level 1 Numeracy","Manawatu-Whanganui","2023","0","0.949","0.037","1962","77","2067",""
"13","Level 1 Numeracy","Manawatu-Whanganui","2024","0","0.936","0.045","1952","94","2085",""
"13","Level 1 Numeracy","Marlborough","2015","0","0.969","0.014","402","6","415",""
"13","Level 1 Numeracy","Marlborough","2016","0","0.978","0.017","354","6","362",""
"13","Level 1 Numeracy","Marlborough","2017","0","0.978","0.025","357","9","365",""
"13","Level 1 Numeracy","Marlborough","2018","0","0.978","0.022","312","7","319",""
"13","Level 1 Numeracy","Marlborough","2019","0","0.967","0.013","295","4","305",""
"13","Level 1 Numeracy","Marlborough","2020","0","0.967","0.033","319","11","330",""
"13","Level 1 Numeracy","Marlborough","2021","0","0.978","0.022","315","7","322",""
"13","Level 1 Numeracy","Marlborough","2022","0","0.958","0.011","272","3","284",""
"13","Level 1 Numeracy","Marlborough","2023","0","0.956","0.025","306","8","320",""
"13","Level 1 Numeracy","Marlborough","2024","0","0.959","0.035","305","11","318",""
"13","Level 1 Numeracy","Nelson","2015","0","0.977","0.02","601","12","615",""
"13","Level 1 Numeracy","Nelson","2016","0","0.984","0.034","557","19","566",""
"13","Level 1 Numeracy","Nelson","2017","0","0.983","0.017","624","11","635",""
"13","Level 1 Numeracy","Nelson","2018","0","0.978","0.02","582","12","595",""
"13","Level 1 Numeracy","Nelson","2019","0","0.979","0.012","560","7","572",""
"13","Level 1 Numeracy","Nelson","2020","0","0.987","0.018","549","10","556",""
"13","Level 1 Numeracy","Nelson","2021","0","0.98","0.01","590","6","602",""
"13","Level 1 Numeracy","Nelson","2022","0","0.983","0.017","564","10","574",""
"13","Level 1 Numeracy","Nelson","2023","0","0.988","0.021","513","11","519",""
"13","Level 1 Numeracy","Nelson","2024","0","0.958","0.018","545","10","569",""
"13","Level 1 Numeracy","Northland","2015","0","0.947","0.033","1388","49","1466",""
"13","Level 1 Numeracy","Northland","2016","0","0.947","0.024","1419","36","1498",""
"13","Level 1 Numeracy","Northland","2017","0","0.948","0.02","1417","30","1494",""
"13","Level 1 Numeracy","Northland","2018","0","0.948","0.026","1355","37","1430",""
"13","Level 1 Numeracy","Northland","2019","0","0.954","0.029","1251","38","1311",""
"13","Level 1 Numeracy","Northland","2020","0","0.953","0.019","1291","26","1355",""
"13","Level 1 Numeracy","Northland","2021","0","0.944","0.028","1327","40","1406",""
"13","Level 1 Numeracy","Northland","2022","0","0.934","0.024","1185","30","1269",""
"13","Level 1 Numeracy","Northland","2023","0","0.939","0.042","1244","55","1325",""
"13","Level 1 Numeracy","Northland","2024","0","0.93","0.038","1363","56","1466",""
"13","Level 1 Numeracy","Otago","2015","0","0.983","0.017","1955","34","1989",""
"13","Level 1 Numeracy","Otago","2016","0","0.978","0.011","1891","22","1934",""
"13","Level 1 Numeracy","Otago","2017","0","0.982","0.016","1959","32","1994",""
"13","Level 1 Numeracy","Otago","2018","0","0.981","0.011","1958","21","1995",""
"13","Level 1 Numeracy","Otago","2019","0","0.981","0.01","1942","19","1980",""
"13","Level 1 Numeracy","Otago","2020","0","0.983","0.015","1902","29","1935",""
"13","Level 1 Numeracy","Otago","2021","0","0.985","0.007","1946","14","1976",""
"13","Level 1 Numeracy","Otago","2022","0","0.986","0.01","1873","19","1900",""
"13","Level 1 Numeracy","Otago","2023","0","0.974","0.019","1785","35","1833",""
"13","Level 1 Numeracy","Otago","2024","0","0.968","0.022","1953","44","2018",""
"13","Level 1 Numeracy","Other","2015","0","0.716","0.068","2091","198","2920",""
"13","Level 1 Numeracy","Other","2016","0","0.738","0.078","2044","215","2768",""
"13","Level 1 Numeracy","Other","2017","0","0.76","0.068","1862","167","2449",""
"13","Level 1 Numeracy","Other","2018","0","0.681","0.088","1202","156","1766",""
"13","Level 1 Numeracy","Other","2019","0","0.701","0.084","1225","146","1748",""
"13","Level 1 Numeracy","Other","2020","0","0.671","0.09","1338","180","1993",""
"13","Level 1 Numeracy","Other","2021","0","0.679","0.084","1679","207","2471",""
"13","Level 1 Numeracy","Other","2022","0","0.665","0.086","1730","223","2603",""
"13","Level 1 Numeracy","Other","2023","0","0.684","0.096","1819","256","2660",""
"13","Level 1 Numeracy","Other","2024","0","0.66","0.056","2084","177","3159",""
"13","Level 1 Numeracy","Southland","2015","0","0.979","0.013","846","11","864",""
"13","Level 1 Numeracy","Southland","2016","0","0.975","0.018","847","16","869",""
"13","Level 1 Numeracy","Southland","2017","0","0.968","0.013","829","11","856",""
"13","Level 1 Numeracy","Southland","2018","0","0.974","0.014","779","11","800",""
"13","Level 1 Numeracy","Southland","2019","0","0.975","0.018","804","15","825",""
"13","Level 1 Numeracy","Southland","2020","0","0.972","0.017","755","13","777",""
"13","Level 1 Numeracy","Southland","2021","0","0.978","0.014","817","12","835",""
"13","Level 1 Numeracy","Southland","2022","0","0.974","0.012","745","9","765",""
"13","Level 1 Numeracy","Southland","2023","0","0.955","0.012","728","9","762",""
"13","Level 1 Numeracy","Southland","2024","0","0.956","0.041","767","33","802",""
"13","Level 1 Numeracy","Taranaki","2015","0","0.97","0.019","1066","21","1099",""
"13","Level 1 Numeracy","Taranaki","2016","0","0.972","0.024","1083","27","1114",""
"13","Level 1 Numeracy","Taranaki","2017","0","0.97","0.013","1093","15","1127",""
"13","Level 1 Numeracy","Taranaki","2018","0","0.982","0.012","1049","13","1068",""
"13","Level 1 Numeracy","Taranaki","2019","0","0.975","0.009","1028","9","1054",""
"13","Level 1 Numeracy","Taranaki","2020","0","0.982","0.015","1033","16","1052",""
"13","Level 1 Numeracy","Taranaki","2021","0","0.983","0.012","966","12","983",""
"13","Level 1 Numeracy","Taranaki","2022","0","0.975","0.008","948","8","972",""
"13","Level 1 Numeracy","Taranaki","2023","0","0.961","0.021","883","19","919",""
"13","Level 1 Numeracy","Taranaki","2024","0","0.966","0.024","975","24","1009",""
"13","Level 1 Numeracy","Tasman","2015","0","0.963","0.005","392","2","407",""
"13","Level 1 Numeracy","Tasman","2016","0","0.964","0.025","346","9","359",""
"13","Level 1 Numeracy","Tasman","2017","0","0.973","0.01","393","4","404",""
"13","Level 1 Numeracy","Tasman","2018","0","0.977","0.009","337","3","345",""
"13","Level 1 Numeracy","Tasman","2019","0","0.968","0.003","359","1","371",""
"13","Level 1 Numeracy","Tasman","2020","0","0.974","0.013","373","5","383",""
"13","Level 1 Numeracy","Tasman","2021","0","0.974","0.013","379","5","389",""
"13","Level 1 Numeracy","Tasman","2022","0","0.966","0.014","346","5","358",""
"13","Level 1 Numeracy","Tasman","2023","0","0.964","0.011","344","4","357",""
"13","Level 1 Numeracy","Tasman","2024","0","0.975","0.025","357","9","366",""
"13","Level 1 Numeracy","Waikato","2015","0","0.957","0.026","4123","111","4309",""
"13","Level 1 Numeracy","Waikato","2016","0","0.962","0.02","4051","86","4213",""
"13","Level 1 Numeracy","Waikato","2017","0","0.972","0.023","4065","97","4184",""
"13","Level 1 Numeracy","Waikato","2018","0","0.97","0.019","4088","80","4214",""
"13","Level 1 Numeracy","Waikato","2019","0","0.971","0.022","3928","88","4047",""
"13","Level 1 Numeracy","Waikato","2020","0","0.963","0.032","3965","132","4116",""
"13","Level 1 Numeracy","Waikato","2021","0","0.969","0.028","4063","118","4194",""
"13","Level 1 Numeracy","Waikato","2022","0","0.964","0.019","3879","77","4025",""
"13","Level 1 Numeracy","Waikato","2023","0","0.958","0.027","3799","107","3964",""
"13","Level 1 Numeracy","Waikato","2024","0","0.959","0.039","3976","161","4145",""
"13","Level 1 Numeracy","Wellington","2015","0","0.972","0.026","4982","134","5126",""
"13","Level 1 Numeracy","Wellington","2016","0","0.973","0.023","4963","115","5100",""
"13","Level 1 Numeracy","Wellington","2017","0","0.972","0.024","5164","125","5312",""
"13","Level 1 Numeracy","Wellington","2018","0","0.975","0.02","5063","104","5192",""
"13","Level 1 Numeracy","Wellington","2019","0","0.976","0.019","4908","96","5031",""
"13","Level 1 Numeracy","Wellington","2020","0","0.966","0.029","4901","146","5076",""
"13","Level 1 Numeracy","Wellington","2021","0","0.971","0.023","5100","123","5253",""
"13","Level 1 Numeracy","Wellington","2022","0","0.969","0.017","4807","83","4959",""
"13","Level 1 Numeracy","Wellington","2023","0","0.959","0.021","4737","104","4937",""
"13","Level 1 Numeracy","Wellington","2024","0","0.954","0.033","5045","175","5291",""
"13","Level 1 Numeracy","West Coast","2015","0","0.967","0.057","204","12","211",""
"13","Level 1 Numeracy","West Coast","2016","0","0.962","0.053","200","11","208",""
"13","Level 1 Numeracy","West Coast","2017","0","0.959","0.029","164","5","171",""
"13","Level 1 Numeracy","West Coast","2018","0","0.959","0.032","212","7","221",""
"13","Level 1 Numeracy","West Coast","2019","0","0.954","0.042","206","9","216",""
"13","Level 1 Numeracy","West Coast","2020","0","0.946","0.035","191","7","202",""
"13","Level 1 Numeracy","West Coast","2021","0","0.954","0.046","187","9","196",""
"13","Level 1 Numeracy","West Coast","2022","0","0.942","0.035","161","6","171",""
"13","Level 1 Numeracy","West Coast","2023","0","0.954","0.021","185","4","194",""
"13","Level 1 Numeracy","West Coast","2024","0","0.963","0.047","184","9","191",""
