Secondary Subject,Level,Ethnicity,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Dance,Level 2,European,2018,179,1328,0.031,655,0.021,4004,0.058,0.23,0.292,0.42,232,921,1169,1682,
Dance,Level 2,European,2019,175,1403,0.033,768,0.025,4437,0.046,0.192,0.307,0.455,205,851,1360,2021,
Dance,Level 2,European,2020,159,1295,0.03,668,0.022,3930,0.052,0.183,0.298,0.466,206,721,1170,1833,
Dance,Level 2,European,2021,170,1302,0.031,626,0.021,3681,0.042,0.193,0.3,0.464,155,712,1105,1709,
Dance,Level 2,European,2022,164,1237,0.03,662,0.022,3756,0.047,0.2,0.274,0.478,177,753,1031,1795,
Dance,Level 2,European,2023,186,1436,0.033,693,0.022,4084,0.057,0.2,0.29,0.453,233,817,1185,1849,
Dance,Level 2,European,2024,189,1536,0.034,795,0.024,4516,0.052,0.201,0.295,0.452,233,908,1332,2043,
Dance,Level 2,M?ori,2015,130,776,0.054,248,0.027,1834,0.118,0.255,0.281,0.345,217,468,516,633,
Dance,Level 2,M?ori,2016,147,812,0.054,250,0.026,1898,0.11,0.257,0.28,0.353,208,488,532,670,
Dance,Level 2,M?ori,2017,152,961,0.064,278,0.029,2257,0.097,0.279,0.26,0.365,218,629,587,823,
Dance,Level 2,M?ori,2018,162,913,0.063,245,0.028,1990,0.077,0.269,0.256,0.398,153,536,509,792,
Dance,Level 2,M?ori,2019,161,971,0.066,222,0.026,1940,0.07,0.255,0.317,0.358,136,495,615,694,
Dance,Level 2,M?ori,2020,148,802,0.054,202,0.024,1691,0.089,0.253,0.295,0.364,150,427,498,616,
Dance,Level 2,M?ori,2021,146,932,0.062,223,0.027,1897,0.062,0.255,0.267,0.416,117,484,506,790,
Dance,Level 2,M?ori,2022,146,778,0.052,213,0.026,1715,0.083,0.239,0.247,0.431,143,410,423,739,
Dance,Level 2,M?ori,2023,160,1108,0.068,263,0.029,2292,0.064,0.268,0.259,0.409,146,614,594,938,
Dance,Level 2,M?ori,2024,174,1211,0.068,293,0.03,2495,0.062,0.225,0.265,0.448,155,562,661,1117,
Dance,Level 2,Middle Eastern/Latin American/African,2015,27,42,0.03,25,0.025,145,0.062,0.186,0.393,0.359,9,27,57,52,
Dance,Level 2,Middle Eastern/Latin American/African,2016,32,52,0.037,24,0.023,154,0.071,0.247,0.273,0.409,11,38,42,63,
Dance,Level 2,Middle Eastern/Latin American/African,2017,37,49,0.032,24,0.022,146,0.034,0.253,0.384,0.329,5,37,56,48,
Dance,Level 2,Middle Eastern/Latin American/African,2018,38,63,0.042,29,0.028,177,0.034,0.35,0.254,0.362,6,62,45,64,
Dance,Level 2,Middle Eastern/Latin American/African,2019,39,58,0.038,28,0.027,165,0.079,0.339,0.255,0.327,13,56,42,54,
Dance,Level 2,Middle Eastern/Latin American/African,2020,33,49,0.03,19,0.017,127,0.087,0.236,0.339,0.339,11,30,43,43,
Dance,Level 2,Middle Eastern/Latin American/African,2021,36,52,0.031,29,0.025,167,0.06,0.222,0.293,0.425,10,37,49,71,
Dance,Level 2,Middle Eastern/Latin American/African,2022,27,40,0.024,19,0.017,114,0.035,0.281,0.281,0.404,4,32,32,46,
Dance,Level 2,Middle Eastern/Latin American/African,2023,47,73,0.039,27,0.021,164,0.061,0.329,0.238,0.372,10,54,39,61,
Dance,Level 2,Middle Eastern/Latin American/African,2024,48,68,0.032,32,0.022,190,0.063,0.289,0.253,0.395,12,55,48,75,
Dance,Level 2,Pacific Peoples,2015,102,1149,0.129,190,0.032,2038,0.071,0.249,0.315,0.366,144,507,642,745,
Dance,Level 2,Pacific Peoples,2016,114,1364,0.15,212,0.035,2409,0.055,0.181,0.299,0.465,132,436,720,1121,
Dance,Level 2,Pacific Peoples,2017,126,1447,0.159,233,0.039,2630,0.064,0.208,0.31,0.418,168,548,814,1100,
Dance,Level 2,Pacific Peoples,2018,144,1803,0.203,273,0.046,3104,0.061,0.189,0.283,0.466,190,588,879,1447,
Dance,Level 2,Pacific Peoples,2019,143,1549,0.175,280,0.048,2843,0.066,0.231,0.304,0.398,188,658,865,1132,
Dance,Level 2,Pacific Peoples,2020,125,1483,0.164,242,0.042,2788,0.065,0.173,0.353,0.409,181,481,985,1141,
Dance,Level 2,Pacific Peoples,2021,131,1328,0.149,234,0.042,2463,0.05,0.199,0.294,0.458,123,490,723,1127,
Dance,Level 2,Pacific Peoples,2022,118,1006,0.115,229,0.042,2107,0.075,0.197,0.307,0.422,157,415,646,889,
Dance,Level 2,Pacific Peoples,2023,138,1651,0.173,302,0.051,3101,0.065,0.195,0.298,0.441,201,606,925,1369,
Dance,Level 2,Pacific Peoples,2024,142,2132,0.187,368,0.055,3785,0.062,0.197,0.272,0.47,234,745,1028,1778,
Dance,Level 3,Asian,2015,57,145,0.019,68,0.01,399,0.08,0.276,0.291,0.353,32,110,116,141,
Dance,Level 3,Asian,2016,70,163,0.02,83,0.012,453,0.088,0.272,0.305,0.336,40,123,138,152,
Dance,Level 3,Asian,2017,65,307,0.034,100,0.013,662,0.051,0.237,0.305,0.406,34,157,202,269,
Dance,Level 3,Asian,2018,88,300,0.031,113,0.014,702,0.075,0.198,0.289,0.437,53,139,203,307,
Dance,Level 3,Asian,2019,83,320,0.033,118,0.015,741,0.055,0.291,0.296,0.358,41,216,219,265,
Dance,Level 3,Asian,2020,86,293,0.029,115,0.015,713,0.073,0.288,0.265,0.374,52,205,189,267,
Dance,Level 3,Asian,2021,90,326,0.032,126,0.016,723,0.028,0.239,0.297,0.436,20,173,215,315,
Dance,Level 3,Asian,2022,82,239,0.023,102,0.013,565,0.048,0.202,0.278,0.473,27,114,157,267,
Dance,Level 3,Asian,2023,98,333,0.033,116,0.015,722,0.043,0.277,0.306,0.374,31,200,221,270,
Dance,Level 3,Asian,2024,104,465,0.037,182,0.019,1072,0.067,0.243,0.272,0.417,72,261,292,447,
Dance,Level 3,European,2015,130,815,0.026,523,0.021,2762,0.072,0.205,0.279,0.445,198,565,770,1229,
Dance,Level 3,European,2016,146,890,0.028,513,0.021,2837,0.048,0.193,0.274,0.485,137,548,776,1376,
Dance,Level 3,European,2017,154,868,0.027,502,0.02,2695,0.053,0.186,0.278,0.483,144,502,748,1301,
Dance,Level 3,European,2018,169,1040,0.032,565,0.023,3064,0.061,0.189,0.268,0.482,186,578,822,1478,
Dance,Level 3,European,2019,166,935,0.028,502,0.02,2744,0.052,0.205,0.274,0.469,143,563,751,1287,
Dance,Level 3,European,2020,157,999,0.03,573,0.023,3119,0.05,0.177,0.256,0.517,156,551,800,1612,
Dance,Level 3,European,2021,165,1017,0.03,580,0.023,2931,0.035,0.169,0.249,0.546,104,496,731,1600,
Dance,Level 3,European,2022,152,915,0.028,524,0.022,2588,0.053,0.192,0.253,0.502,138,497,655,1298,
Dance,Level 3,European,2023,172,1073,0.033,598,0.025,3056,0.044,0.177,0.264,0.515,135,540,808,1573,
Dance,Level 3,European,2024,180,1125,0.033,645,0.025,3274,0.036,0.186,0.288,0.49,119,609,942,1604,
Dance,Level 3,M?ori,2015,114,528,0.059,183,0.03,1260,0.094,0.211,0.274,0.421,119,266,345,530,
Dance,Level 3,M?ori,2016,132,683,0.074,238,0.039,1534,0.067,0.191,0.218,0.524,103,293,334,804,
Dance,Level 3,M?ori,2017,142,705,0.072,205,0.032,1504,0.059,0.217,0.289,0.436,89,326,434,655,
Dance,Level 3,M?ori,2018,140,776,0.079,283,0.045,1804,0.088,0.215,0.231,0.467,158,387,416,843,
Dance,Level 3,M?ori,2019,142,762,0.076,248,0.04,1694,0.066,0.248,0.248,0.439,111,420,420,743,
Dance,Level 3,M?ori,2020,142,648,0.065,185,0.032,1389,0.073,0.248,0.251,0.428,101,345,348,595,
Dance,Level 3,M?ori,2021,137,646,0.065,202,0.033,1317,0.053,0.214,0.268,0.465,70,282,353,612,
Dance,Level 3,M?ori,2022,135,620,0.061,211,0.036,1327,0.062,0.196,0.256,0.486,82,260,340,645,
Dance,Level 3,M?ori,2023,139,719,0.072,235,0.038,1551,0.054,0.207,0.235,0.504,83,321,365,782,
Dance,Level 3,M?ori,2024,152,775,0.069,266,0.039,1701,0.042,0.22,0.249,0.489,72,374,423,832,
Dance,Level 3,Middle Eastern/Latin American/African,2015,16,19,0.019,14,0.018,67,0.134,0.209,0.343,0.313,9,14,23,21,
Dance,Level 3,Middle Eastern/Latin American/African,2016,25,34,0.034,19,0.024,112,0.08,0.214,0.286,0.42,9,24,32,47,
Dance,Level 3,Middle Eastern/Latin American/African,2017,29,36,0.033,21,0.025,113,0.035,0.212,0.301,0.451,4,24,34,51,
Dance,Level 3,Middle Eastern/Latin American/African,2018,33,49,0.043,22,0.025,129,0.062,0.24,0.295,0.403,8,31,38,52,
Dance,Level 3,Middle Eastern/Latin American/African,2019,34,48,0.041,27,0.031,145,0.076,0.214,0.297,0.414,11,31,43,60,
Dance,Level 3,Middle Eastern/Latin American/African,2020,32,44,0.034,23,0.025,123,0.057,0.22,0.317,0.407,7,27,39,50,
Dance,Level 3,Middle Eastern/Latin American/African,2021,31,39,0.03,21,0.022,103,0.049,0.155,0.456,0.34,5,16,47,35,
Dance,Level 3,Middle Eastern/Latin American/African,2022,30,42,0.031,27,0.027,125,0.104,0.208,0.272,0.416,13,26,34,52,
Dance,Level 3,Middle Eastern/Latin American/African,2023,32,45,0.034,19,0.019,110,0.091,0.191,0.336,0.382,10,21,37,42,
Dance,Level 3,Middle Eastern/Latin American/African,2024,42,60,0.037,29,0.025,160,0.081,0.231,0.213,0.475,13,37,34,76,
Dance,Level 3,Pacific Peoples,2015,93,1057,0.182,193,0.046,1832,0.08,0.233,0.245,0.443,147,426,448,811,
Dance,Level 3,Pacific Peoples,2016,93,1093,0.182,164,0.038,1839,0.061,0.177,0.244,0.518,113,326,448,952,
Dance,Level 3,Pacific Peoples,2017,114,1471,0.237,237,0.053,2445,0.039,0.189,0.321,0.45,95,463,786,1101,
Dance,Level 3,Pacific Peoples,2018,121,1811,0.281,286,0.063,3014,0.063,0.188,0.228,0.521,191,566,688,1569,
Dance,Level 3,Pacific Peoples,2019,118,1453,0.224,298,0.066,2602,0.061,0.223,0.26,0.456,159,580,676,1187,
Dance,Level 3,Pacific Peoples,2020,114,1479,0.22,296,0.068,2726,0.06,0.223,0.272,0.445,163,607,742,1214,
Dance,Level 3,Pacific Peoples,2021,113,1428,0.211,330,0.073,2626,0.052,0.169,0.289,0.49,136,445,759,1286,
Dance,Level 3,Pacific Peoples,2022,113,905,0.133,241,0.057,1807,0.056,0.19,0.287,0.466,102,344,519,842,
Dance,Level 3,Pacific Peoples,2023,126,1530,0.223,325,0.073,2833,0.048,0.176,0.235,0.54,136,499,667,1531,
Dance,Level 3,Pacific Peoples,2024,137,1669,0.222,404,0.081,3152,0.047,0.166,0.253,0.533,149,524,799,1680,
Design,Level 3,Asian,2015,128,544,0.07,475,0.072,1565,0.107,0.358,0.273,0.262,167,560,428,410,
Design,Level 3,Asian,2016,140,536,0.065,467,0.068,1502,0.116,0.301,0.296,0.288,174,452,444,432,
Design,Level 3,Asian,2017,153,635,0.07,553,0.074,1727,0.093,0.31,0.31,0.286,161,536,536,494,
Design,Level 3,Asian,2018,142,597,0.062,525,0.067,1654,0.097,0.334,0.29,0.279,161,553,479,461,
Design,Level 3,Asian,2019,146,561,0.058,486,0.063,1519,0.112,0.314,0.305,0.269,170,477,464,408,
Design,Level 3,Asian,2020,147,616,0.06,523,0.066,1610,0.07,0.325,0.317,0.288,113,523,511,463,
Design,Level 3,Asian,2021,149,631,0.061,533,0.066,1678,0.053,0.275,0.325,0.347,89,461,546,582,
Design,Level 3,Asian,2022,166,777,0.075,644,0.081,2002,0.107,0.333,0.291,0.27,214,666,582,540,
Design,Level 3,Asian,2023,147,594,0.059,481,0.062,1505,0.098,0.33,0.288,0.284,148,496,433,428,
Design,Level 3,Asian,2024,159,702,0.056,585,0.062,1858,0.105,0.283,0.279,0.333,195,526,518,619,
Design,Level 3,European,2015,215,1889,0.06,1532,0.061,5429,0.088,0.312,0.314,0.286,479,1693,1703,1554,
Design,Level 3,European,2016,220,1896,0.06,1556,0.063,5296,0.101,0.305,0.308,0.287,534,1614,1629,1519,
Design,Level 3,European,2017,222,1831,0.056,1496,0.059,5013,0.093,0.304,0.304,0.299,467,1524,1522,1500,
Design,Level 3,European,2018,215,1765,0.054,1444,0.058,4761,0.095,0.321,0.313,0.271,451,1530,1492,1288,
Design,Level 3,European,2019,209,1531,0.046,1254,0.051,4036,0.098,0.333,0.299,0.27,396,1344,1205,1091,
Design,Level 3,European,2020,217,1622,0.049,1307,0.054,4278,0.066,0.312,0.315,0.307,283,1333,1348,1314,
Design,Level 3,European,2021,213,1589,0.047,1247,0.05,4149,0.064,0.296,0.318,0.322,267,1227,1320,1335,
Design,Level 3,European,2022,209,1522,0.046,1174,0.05,3889,0.096,0.307,0.313,0.283,375,1194,1218,1102,
Design,Level 3,European,2023,217,1674,0.052,1308,0.055,4236,0.102,0.318,0.318,0.263,431,1346,1347,1112,
Design,Level 3,European,2024,209,1671,0.048,1360,0.053,4399,0.088,0.308,0.314,0.29,386,1357,1382,1274,
Design,Level 3,M?ori,2015,151,415,0.047,291,0.048,1125,0.143,0.41,0.277,0.17,161,461,312,191,
Design,Level 3,M?ori,2016,161,400,0.044,280,0.046,1054,0.179,0.343,0.285,0.194,189,361,300,204,
Design,Level 3,M?ori,2017,152,392,0.04,270,0.042,1009,0.184,0.392,0.258,0.166,186,396,260,167,
Design,Level 3,M?ori,2018,147,364,0.037,246,0.039,927,0.164,0.399,0.282,0.155,152,370,261,144,
Design,Level 3,M?ori,2019,146,318,0.032,214,0.034,798,0.167,0.424,0.263,0.147,133,338,210,117,
Design,Level 3,M?ori,2020,150,316,0.032,201,0.034,775,0.137,0.364,0.275,0.225,106,282,213,174,
Design,Level 3,M?ori,2021,143,302,0.03,199,0.033,760,0.092,0.379,0.3,0.229,70,288,228,174,
Design,Level 3,M?ori,2022,147,323,0.032,210,0.036,768,0.152,0.371,0.284,0.193,117,285,218,148,
Design,Level 3,M?ori,2023,148,356,0.036,222,0.036,826,0.174,0.401,0.271,0.154,144,331,224,127,
Design,Level 3,M?ori,2024,153,381,0.034,243,0.035,933,0.149,0.359,0.295,0.197,139,335,275,184,
Design,Level 3,Middle Eastern/Latin American/African,2015,38,51,0.052,42,0.054,142,0.141,0.387,0.261,0.211,20,55,37,30,
Design,Level 3,Middle Eastern/Latin American/African,2016,37,46,0.046,34,0.043,128,0.133,0.367,0.266,0.234,17,47,34,30,
Design,Level 3,Middle Eastern/Latin American/African,2017,42,65,0.06,49,0.058,176,0.102,0.398,0.256,0.244,18,70,45,43,
Design,Level 3,Middle Eastern/Latin American/African,2018,37,45,0.039,34,0.039,116,0.121,0.345,0.319,0.216,14,40,37,25,
Design,Level 3,Middle Eastern/Latin American/African,2019,39,55,0.047,46,0.053,145,0.186,0.428,0.303,0.083,27,62,44,12,
Design,Level 3,Middle Eastern/Latin American/African,2020,45,56,0.044,47,0.05,143,0.126,0.308,0.301,0.266,18,44,43,38,
Design,Level 3,Middle Eastern/Latin American/African,2021,38,50,0.039,40,0.043,130,0.1,0.462,0.292,0.146,13,60,38,19,
Design,Level 3,Middle Eastern/Latin American/African,2022,46,54,0.04,41,0.042,141,0.135,0.376,0.234,0.255,19,53,33,36,
Design,Level 3,Middle Eastern/Latin American/African,2023,45,56,0.042,40,0.041,135,0.222,0.415,0.252,0.111,30,56,34,15,
Design,Level 3,Middle Eastern/Latin American/African,2024,38,46,0.029,34,0.029,112,0.188,0.357,0.268,0.188,21,40,30,21,
Design,Level 3,Pacific Peoples,2015,89,265,0.046,186,0.044,683,0.177,0.438,0.269,0.116,121,299,184,79,
Design,Level 3,Pacific Peoples,2016,78,280,0.047,182,0.042,729,0.193,0.421,0.262,0.123,141,307,191,90,
Design,Level 3,Pacific Peoples,2017,82,302,0.049,202,0.045,747,0.238,0.403,0.222,0.137,178,301,166,102,
Design,Level 3,Pacific Peoples,2018,91,272,0.042,154,0.034,652,0.209,0.411,0.273,0.107,136,268,178,70,
Design,Level 3,Pacific Peoples,2019,77,245,0.038,145,0.032,624,0.212,0.45,0.21,0.128,132,281,131,80,
Design,Level 3,Pacific Peoples,2020,80,229,0.034,126,0.029,550,0.207,0.429,0.236,0.127,114,236,130,70,
Design,Level 3,Pacific Peoples,2021,80,217,0.032,120,0.027,519,0.191,0.403,0.264,0.143,99,209,137,74,
Design,Level 3,Pacific Peoples,2022,86,221,0.033,111,0.026,494,0.217,0.437,0.223,0.123,107,216,110,61,
Design,Level 3,Pacific Peoples,2023,90,255,0.037,120,0.027,523,0.195,0.459,0.224,0.122,102,240,117,64,
Design,Level 3,Pacific Peoples,2024,96,260,0.035,128,0.026,599,0.232,0.384,0.24,0.144,139,230,144,86,
Drama,Level 1,Asian,2015,140,412,0.04,312,0.037,1627,0.114,0.312,0.329,0.244,186,508,536,397,
Drama,Level 1,Asian,2016,155,461,0.043,327,0.037,1739,0.096,0.306,0.338,0.26,167,532,588,452,
Drama,Level 1,Asian,2017,150,555,0.051,344,0.039,1895,0.106,0.317,0.305,0.273,200,600,578,517,
Drama,Level 1,Asian,2018,157,487,0.043,342,0.038,1796,0.106,0.316,0.317,0.261,190,568,570,468,
Drama,Level 1,Asian,2019,158,506,0.038,306,0.034,1644,0.1,0.335,0.277,0.289,164,550,455,475,
Drama,Level 1,Asian,2020,172,563,0.038,296,0.034,1749,0.087,0.33,0.312,0.27,153,578,546,472,
Drama,Level 1,Asian,2021,153,403,0.029,232,0.03,1279,0.081,0.274,0.315,0.331,103,350,403,423,
Drama,Level 1,Asian,2022,139,394,0.028,219,0.028,1180,0.088,0.264,0.333,0.314,104,312,393,371,
Drama,Level 1,Asian,2023,148,418,0.026,250,0.026,1319,0.078,0.31,0.336,0.276,103,409,443,364,
Drama,Level 1,Asian,2024,134,362,0.029,210,0.029,903,0.078,0.33,0.338,0.255,70,298,305,230,
Drama,Level 1,European,2015,269,4565,0.103,3613,0.097,18866,0.107,0.32,0.312,0.261,2011,6036,5886,4933,
Drama,Level 1,European,2016,268,4473,0.103,3496,0.095,18118,0.098,0.308,0.316,0.278,1782,5578,5726,5032,
Drama,Level 1,European,2017,272,4438,0.105,3473,0.096,17974,0.099,0.286,0.322,0.293,1771,5149,5789,5265,
Drama,Level 1,European,2018,280,4291,0.103,3341,0.094,16826,0.092,0.275,0.332,0.301,1550,4633,5579,5064,
Drama,Level 1,European,2019,268,4363,0.085,3225,0.09,16360,0.098,0.287,0.303,0.312,1609,4692,4958,5101,
Drama,Level 1,European,2020,270,4020,0.069,2508,0.073,13742,0.095,0.297,0.306,0.301,1303,4087,4211,4141,
Drama,Level 1,European,2021,266,3312,0.056,2292,0.067,11684,0.074,0.277,0.326,0.323,865,3236,3809,3774,
Drama,Level 1,European,2022,256,3323,0.056,2202,0.064,11211,0.098,0.299,0.312,0.291,1099,3351,3502,3259,
Drama,Level 1,European,2023,248,3063,0.055,2148,0.061,10789,0.086,0.285,0.323,0.307,928,3071,3480,3310,
Drama,Level 1,European,2024,204,2318,0.06,1620,0.06,6377,0.097,0.312,0.346,0.245,618,1990,2205,1564,
Drama,Level 1,M?ori,2015,235,1135,0.064,804,0.063,4297,0.175,0.358,0.281,0.186,754,1538,1207,798,
Drama,Level 1,M?ori,2016,236,1091,0.062,747,0.058,4036,0.171,0.339,0.275,0.215,691,1367,1111,867,
Drama,Level 1,M?ori,2017,229,1105,0.066,726,0.059,3968,0.158,0.347,0.278,0.218,627,1375,1102,864,
Drama,Level 1,M?ori,2018,230,1002,0.062,678,0.058,3566,0.168,0.319,0.302,0.21,600,1139,1077,750,
Drama,Level 1,M?ori,2019,242,1050,0.053,657,0.055,3531,0.174,0.345,0.268,0.213,614,1219,947,751,
Drama,Level 1,M?ori,2020,237,1004,0.046,503,0.044,3115,0.162,0.35,0.276,0.212,505,1089,861,660,
Drama,Level 1,M?ori,2021,211,820,0.036,457,0.039,2586,0.14,0.312,0.305,0.243,362,806,790,628,
Drama,Level 1,M?ori,2022,222,838,0.036,448,0.038,2586,0.159,0.339,0.264,0.237,412,877,683,614,
Drama,Level 1,M?ori,2023,203,789,0.032,437,0.035,2453,0.136,0.34,0.3,0.224,333,835,736,549,
Drama,Level 1,M?ori,2024,176,618,0.034,355,0.034,1552,0.18,0.356,0.284,0.18,280,552,441,279,
Drama,Level 1,Middle Eastern/Latin American/African,2015,75,106,0.077,76,0.071,404,0.129,0.349,0.287,0.235,52,141,116,95,
Drama,Level 1,Middle Eastern/Latin American/African,2016,76,132,0.096,101,0.091,521,0.1,0.301,0.378,0.221,52,157,197,115,
Drama,Level 1,Middle Eastern/Latin American/African,2017,63,129,0.095,88,0.082,486,0.119,0.298,0.323,0.259,58,145,157,126,
Drama,Level 1,Middle Eastern/Latin American/African,2018,77,134,0.102,95,0.087,490,0.071,0.261,0.404,0.263,35,128,198,129,
Drama,Level 1,Middle Eastern/Latin American/African,2019,85,137,0.074,81,0.069,447,0.101,0.3,0.315,0.284,45,134,141,127,
Drama,Level 1,Middle Eastern/Latin American/African,2020,82,142,0.065,88,0.074,461,0.08,0.299,0.299,0.321,37,138,138,148,
Drama,Level 1,Middle Eastern/Latin American/African,2021,86,120,0.056,71,0.062,396,0.063,0.258,0.364,0.316,25,102,144,125,
Drama,Level 1,Middle Eastern/Latin American/African,2022,69,108,0.048,60,0.051,313,0.118,0.246,0.326,0.31,37,77,102,97,
Drama,Level 1,Middle Eastern/Latin American/African,2023,72,108,0.047,72,0.053,350,0.091,0.326,0.303,0.28,32,114,106,98,
Drama,Level 1,Middle Eastern/Latin American/African,2024,54,75,0.044,51,0.051,198,0.101,0.328,0.333,0.237,20,65,66,47,
Drama,Level 1,Pacific Peoples,2015,143,637,0.071,468,0.067,2446,0.183,0.363,0.274,0.179,448,888,671,439,
Drama,Level 1,Pacific Peoples,2016,153,693,0.078,448,0.064,2402,0.173,0.406,0.26,0.161,416,975,625,386,
Drama,Level 1,Pacific Peoples,2017,153,661,0.074,404,0.057,2270,0.196,0.358,0.249,0.196,446,812,566,446,
Drama,Level 1,Pacific Peoples,2018,157,595,0.07,398,0.058,2111,0.189,0.341,0.284,0.187,398,719,600,394,
Drama,Level 1,Pacific Peoples,2019,150,636,0.062,363,0.052,2055,0.209,0.355,0.26,0.176,430,729,535,361,
Drama,Level 1,Pacific Peoples,2020,149,647,0.052,291,0.042,1876,0.192,0.373,0.273,0.162,361,699,512,304,
Drama,Level 1,Pacific Peoples,2021,134,529,0.043,233,0.035,1523,0.152,0.342,0.288,0.219,231,521,438,333,
Drama,Level 1,Pacific Peoples,2022,129,529,0.04,228,0.033,1437,0.186,0.346,0.293,0.175,267,497,421,252,
Drama,Level 1,Pacific Peoples,2023,124,477,0.034,236,0.031,1424,0.196,0.376,0.275,0.154,279,535,391,219,
Drama,Level 1,Pacific Peoples,2024,110,378,0.037,202,0.032,901,0.171,0.37,0.272,0.188,154,333,245,169,
Drama,Level 2,Asian,2015,112,228,0.021,193,0.023,966,0.112,0.275,0.317,0.296,108,266,306,286,
Drama,Level 2,Asian,2016,129,256,0.022,205,0.023,1034,0.127,0.298,0.308,0.268,131,308,318,277,
Drama,Level 2,Asian,2017,121,342,0.028,237,0.026,1247,0.117,0.291,0.314,0.277,146,363,392,346,
Drama,Level 2,Asian,2018,135,351,0.028,253,0.028,1268,0.128,0.282,0.293,0.298,162,357,371,378,
Drama,Level 2,Asian,2019,144,381,0.029,246,0.026,1282,0.101,0.301,0.312,0.285,130,386,400,366,
Drama,Level 2,Asian,2020,143,392,0.031,208,0.023,1222,0.097,0.284,0.319,0.3,118,347,390,367,
Drama,Level 2,Asian,2021,137,350,0.029,200,0.022,1132,0.089,0.298,0.314,0.299,101,337,355,339,
Drama,Level 2,Asian,2022,129,303,0.026,182,0.022,1007,0.118,0.285,0.323,0.274,119,287,325,276,
Drama,Level 2,Asian,2023,142,347,0.026,212,0.022,1127,0.121,0.274,0.323,0.282,136,309,364,318,
Drama,Level 2,Asian,2024,138,442,0.027,241,0.02,1303,0.113,0.278,0.319,0.29,147,362,416,378,
Drama,Level 2,European,2015,258,3059,0.072,2510,0.078,12823,0.111,0.265,0.321,0.303,1417,3398,4118,3890,
Drama,Level 2,European,2016,264,3217,0.075,2568,0.078,12954,0.106,0.255,0.315,0.323,1378,3308,4086,4182,
Drama,Level 2,European,2017,267,3291,0.076,2439,0.075,12612,0.124,0.273,0.297,0.307,1563,3443,3740,3866,
Drama,Level 2,European,2018,278,3483,0.081,2437,0.077,12669,0.116,0.257,0.309,0.318,1474,3254,3911,4030,
Drama,Level 2,European,2019,271,3398,0.079,2348,0.075,12112,0.101,0.251,0.322,0.326,1224,3036,3900,3952,
Drama,Level 2,European,2020,265,3203,0.074,1929,0.062,10884,0.091,0.255,0.328,0.326,993,2774,3565,3552,
Drama,Level 2,European,2021,263,2840,0.067,1732,0.058,9471,0.089,0.246,0.327,0.339,840,2328,3096,3207,
Drama,Level 2,European,2022,256,2606,0.063,1737,0.059,9101,0.1,0.263,0.326,0.311,910,2393,2970,2828,
Drama,Level 2,European,2023,261,2749,0.064,1852,0.059,9483,0.103,0.267,0.321,0.31,976,2528,3043,2936,
Drama,Level 2,European,2024,258,2620,0.057,1841,0.056,9113,0.087,0.254,0.316,0.343,793,2314,2884,3122,
Drama,Level 2,M?ori,2015,213,717,0.05,491,0.054,2606,0.181,0.32,0.273,0.227,471,833,711,591,
Drama,Level 2,M?ori,2016,218,772,0.051,509,0.053,2758,0.165,0.302,0.285,0.248,456,832,787,683,
Drama,Level 2,M?ori,2017,220,871,0.058,505,0.053,2886,0.181,0.307,0.275,0.236,522,887,795,682,
Drama,Level 2,M?ori,2018,223,802,0.056,466,0.052,2611,0.187,0.306,0.289,0.218,488,799,755,569,
Drama,Level 2,M?ori,2019,228,787,0.054,426,0.049,2450,0.163,0.3,0.298,0.239,400,735,729,586,
Drama,Level 2,M?ori,2020,226,730,0.05,340,0.04,2214,0.164,0.299,0.307,0.23,364,661,679,510,
Drama,Level 2,M?ori,2021,213,676,0.045,290,0.035,1938,0.169,0.296,0.267,0.267,328,574,518,518,
Drama,Level 2,M?ori,2022,207,584,0.039,302,0.037,1804,0.172,0.308,0.289,0.231,310,556,521,417,
