Secondary Subject,Level,Region,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Technology - Processing Technologies,Level 1,Gisborne,2021,2,71,0.072,0,0,148,0.209,0.574,0.108,0.108,31,85,16,16,
Technology - Processing Technologies,Level 1,Gisborne,2022,2,39,0.04,0,0,53,0.434,0.264,0.132,0.17,23,14,7,9,
Technology - Processing Technologies,Level 1,Gisborne,2023,2,58,0.055,0,0,96,0.448,0.208,0.146,0.198,43,20,14,19,
Technology - Processing Technologies,Level 1,Hawke's Bay,2015,2,64,0.021,0,0,108,0,0.435,0.296,0.269,0,47,32,29,
Technology - Processing Technologies,Level 1,Hawke's Bay,2016,3,33,0.011,0,0,54,0.019,0.315,0.185,0.481,1,17,10,26,
Technology - Processing Technologies,Level 1,Hawke's Bay,2017,2,104,0.035,0,0,151,0.079,0.411,0.377,0.132,12,62,57,20,
Technology - Processing Technologies,Level 1,Hawke's Bay,2018,2,84,0.03,0,0,201,0.1,0.453,0.284,0.164,20,91,57,33,
Technology - Processing Technologies,Level 1,Hawke's Bay,2019,2,80,0.024,0,0,92,0.054,0.435,0.25,0.261,5,40,23,24,
Technology - Processing Technologies,Level 1,Hawke's Bay,2020,3,96,0.028,0,0,102,0.127,0.412,0.275,0.186,13,42,28,19,
Technology - Processing Technologies,Level 1,Hawke's Bay,2021,4,104,0.029,0,0,144,0.083,0.361,0.264,0.292,12,52,38,42,
Technology - Processing Technologies,Level 1,Hawke's Bay,2022,3,93,0.024,0,0,116,0.276,0.31,0.224,0.19,32,36,26,22,
Technology - Processing Technologies,Level 1,Hawke's Bay,2023,3,73,0.021,0,0,121,0.281,0.463,0.165,0.091,34,56,20,11,
Technology - Processing Technologies,Level 1,Manawatu-Whanganui,2015,10,173,0.044,0,0,181,0.155,0.359,0.282,0.204,28,65,51,37,
Technology - Processing Technologies,Level 1,Manawatu-Whanganui,2016,9,169,0.043,0,0,173,0.173,0.272,0.324,0.231,30,47,56,40,
Technology - Processing Technologies,Level 1,Manawatu-Whanganui,2017,7,95,0.026,0,0,104,0.135,0.327,0.269,0.269,14,34,28,28,
Technology - Processing Technologies,Level 1,Manawatu-Whanganui,2018,8,92,0.027,0,0,117,0.231,0.453,0.162,0.154,27,53,19,18,
Technology - Processing Technologies,Level 1,Manawatu-Whanganui,2019,8,93,0.023,0,0,103,0.175,0.359,0.272,0.194,18,37,28,20,
Technology - Processing Technologies,Level 1,Manawatu-Whanganui,2020,7,84,0.019,0,0,91,0.275,0.308,0.132,0.286,25,28,12,26,
Technology - Processing Technologies,Level 1,Manawatu-Whanganui,2021,9,123,0.027,0,0,129,0.07,0.426,0.171,0.333,9,55,22,43,
Technology - Processing Technologies,Level 1,Manawatu-Whanganui,2022,6,67,0.014,0,0,73,0.11,0.466,0.11,0.315,8,34,8,23,
Technology - Processing Technologies,Level 1,Manawatu-Whanganui,2023,6,75,0.016,0,0,78,0.269,0.474,0.141,0.115,21,37,11,9,
Technology - Processing Technologies,Level 1,Marlborough,2015,2,18,0.032,0,0,46,0.13,0.348,0.196,0.326,6,16,9,15,
Technology - Processing Technologies,Level 1,Marlborough,2016,1,29,0.056,0,0,57,0.246,0.456,0.14,0.158,14,26,8,9,
Technology - Processing Technologies,Level 1,Marlborough,2017,1,31,0.063,0,0,73,0.164,0.397,0.164,0.274,12,29,12,20,
Technology - Processing Technologies,Level 1,Marlborough,2018,2,36,0.068,0,0,58,0.19,0.241,0.241,0.328,11,14,14,19,
Technology - Processing Technologies,Level 1,Marlborough,2019,1,45,0.081,0,0,52,0.308,0.212,0.135,0.346,16,11,7,18,
Technology - Processing Technologies,Level 1,Marlborough,2020,1,46,0.093,0,0,86,0.465,0.279,0.14,0.116,40,24,12,10,
Technology - Processing Technologies,Level 1,Marlborough,2021,1,47,0.074,0,0,88,0.25,0.148,0.114,0.489,22,13,10,43,
Technology - Processing Technologies,Level 1,Marlborough,2022,1,45,0.084,0,0,45,0.156,0.2,0.378,0.267,7,9,17,12,
Technology - Processing Technologies,Level 1,Marlborough,2023,1,39,0.062,0,0,39,0.154,0.205,0.436,0.205,6,8,17,8,
Technology - Processing Technologies,Level 1,Nelson,2015,1,14,0.013,0,0,28,0.214,0.393,0.179,0.214,6,11,5,6,Small Cohort
Technology - Processing Technologies,Level 1,Nelson,2016,1,18,0.017,0,0,36,0.083,0.5,0.389,0.028,3,18,14,1,
Technology - Processing Technologies,Level 1,Nelson,2017,1,10,0.011,0,0,30,0.067,0.533,0.067,0.333,2,16,2,10,
Technology - Processing Technologies,Level 1,Nelson,2018,1,16,0.017,0,0,47,0.213,0.362,0.191,0.234,10,17,9,11,
Technology - Processing Technologies,Level 1,Nelson,2019,1,5,0.005,0,0,5,0,0.2,0.4,0.4,0,1,2,2,Small Cohort
Technology - Processing Technologies,Level 1,Nelson,2020,1,17,0.014,0,0,17,0,0.294,0.294,0.412,0,5,5,7,Small Cohort
Technology - Processing Technologies,Level 1,Nelson,2021,1,23,0.021,0,0,45,0.244,0.378,0.244,0.133,11,17,11,6,
Technology - Processing Technologies,Level 1,Nelson,2022,1,10,0.011,0,0,10,0.1,0.1,0.3,0.5,1,1,3,5,Small Cohort
Technology - Processing Technologies,Level 1,Nelson,2023,1,19,0.019,0,0,19,0.211,0.368,0.263,0.158,4,7,5,3,Small Cohort
Technology - Processing Technologies,Level 1,Northland,2015,4,31,0.011,0,0,31,0.097,0.613,0.194,0.097,3,19,6,3,
Technology - Processing Technologies,Level 1,Northland,2016,3,24,0.009,0,0,24,0.042,0.583,0.208,0.167,1,14,5,4,Small Cohort
Technology - Processing Technologies,Level 1,Northland,2017,5,58,0.024,0,0,59,0.102,0.339,0.085,0.475,6,20,5,28,
Technology - Processing Technologies,Level 1,Northland,2018,,,,,,1,,,,,,,,,Small Cohort
Technology - Processing Technologies,Level 1,Northland,2021,2,30,0.011,0,0,45,0.267,0.644,0.044,0.044,12,29,2,2,
Technology - Processing Technologies,Level 1,Northland,2022,2,19,0.007,0,0,32,0.125,0.5,0.25,0.125,4,16,8,4,
Technology - Processing Technologies,Level 1,Otago,2015,4,76,0.027,0,0,114,0.132,0.377,0.325,0.167,15,43,37,19,
Technology - Processing Technologies,Level 1,Otago,2016,4,81,0.027,0,0,88,0.045,0.261,0.341,0.352,4,23,30,31,
Technology - Processing Technologies,Level 1,Otago,2017,5,111,0.037,0,0,111,0.162,0.279,0.27,0.288,18,31,30,32,
Technology - Processing Technologies,Level 1,Otago,2018,6,117,0.04,0,0,117,0.171,0.325,0.222,0.282,20,38,26,33,
Technology - Processing Technologies,Level 1,Otago,2019,5,102,0.032,0,0,102,0.118,0.353,0.275,0.255,12,36,28,26,
Technology - Processing Technologies,Level 1,Otago,2020,6,174,0.048,0,0,209,0.163,0.483,0.191,0.163,34,101,40,34,
Technology - Processing Technologies,Level 1,Otago,2021,5,134,0.038,0,0,160,0.213,0.375,0.219,0.194,34,60,35,31,
Technology - Processing Technologies,Level 1,Otago,2022,6,129,0.035,0,0,137,0.139,0.423,0.248,0.19,19,58,34,26,
Technology - Processing Technologies,Level 1,Otago,2023,5,122,0.032,0,0,124,0.097,0.331,0.339,0.234,12,41,42,29,
Technology - Processing Technologies,Level 1,Other,2015,2,27,0.009,0,0,27,0.185,0.111,0.074,0.63,5,3,2,17,Small Cohort
Technology - Processing Technologies,Level 1,Other,2016,2,24,0.01,0,0,24,0.042,0.333,0.333,0.292,1,8,8,7,Small Cohort
Technology - Processing Technologies,Level 1,Other,2017,2,24,0.01,0,0,24,0.083,0.292,0.25,0.375,2,7,6,9,Small Cohort
Technology - Processing Technologies,Level 1,Other,2018,2,21,0.008,0,0,21,0.095,0.238,0.381,0.286,2,5,8,6,Small Cohort
Technology - Processing Technologies,Level 1,Other,2019,2,27,0.011,0,0,27,0.037,0.111,0.222,0.63,1,3,6,17,Small Cohort
Technology - Processing Technologies,Level 1,Other,2020,2,25,0.009,0,0,25,0.12,0.08,0.08,0.72,3,2,2,18,Small Cohort
Technology - Processing Technologies,Level 1,Other,2021,1,7,0.002,0,0,7,0,0,0.571,0.429,0,0,4,3,Small Cohort
Technology - Processing Technologies,Level 1,Other,2022,1,10,0.003,0,0,10,0,0.2,0.3,0.5,0,2,3,5,Small Cohort
Technology - Processing Technologies,Level 1,Other,2023,1,7,0.002,0,0,7,0,0.143,0,0.857,0,1,0,6,Small Cohort
Technology - Processing Technologies,Level 1,Southland,2015,7,180,0.128,0,0,180,0.117,0.483,0.267,0.133,21,87,48,24,
Technology - Processing Technologies,Level 1,Southland,2016,7,131,0.095,0,0,131,0.053,0.458,0.321,0.168,7,60,42,22,
Technology - Processing Technologies,Level 1,Southland,2017,6,137,0.1,0,0,137,0.022,0.336,0.336,0.307,3,46,46,42,
Technology - Processing Technologies,Level 1,Southland,2018,6,133,0.099,0,0,133,0.083,0.211,0.316,0.391,11,28,42,52,
Technology - Processing Technologies,Level 1,Southland,2019,7,153,0.077,0,0,153,0.02,0.307,0.327,0.346,3,47,50,53,
Technology - Processing Technologies,Level 1,Southland,2020,7,126,0.063,0,0,126,0.079,0.349,0.27,0.302,10,44,34,38,
Technology - Processing Technologies,Level 1,Southland,2021,7,151,0.077,0,0,151,0.172,0.404,0.179,0.245,26,61,27,37,
Technology - Processing Technologies,Level 1,Southland,2022,5,135,0.068,0,0,135,0.015,0.437,0.252,0.296,2,59,34,40,
Technology - Processing Technologies,Level 1,Southland,2023,5,172,0.104,0,0,176,0.102,0.284,0.347,0.267,18,50,61,47,
Technology - Processing Technologies,Level 1,Taranaki,2015,4,77,0.039,0,0,100,0.13,0.47,0.33,0.07,13,47,33,7,
Technology - Processing Technologies,Level 1,Taranaki,2016,5,106,0.055,0,0,136,0.184,0.368,0.324,0.125,25,50,44,17,
Technology - Processing Technologies,Level 1,Taranaki,2017,5,71,0.039,0,0,75,0.213,0.373,0.293,0.12,16,28,22,9,
Technology - Processing Technologies,Level 1,Taranaki,2018,4,77,0.044,0,0,109,0.11,0.532,0.229,0.128,12,58,25,14,
Technology - Processing Technologies,Level 1,Taranaki,2019,5,63,0.029,0,0,76,0.171,0.316,0.355,0.158,13,24,27,12,
Technology - Processing Technologies,Level 1,Taranaki,2020,5,55,0.025,0,0,80,0.263,0.375,0.25,0.113,21,30,20,9,
Technology - Processing Technologies,Level 1,Taranaki,2021,5,107,0.044,0,0,147,0.231,0.408,0.252,0.109,34,60,37,16,
Technology - Processing Technologies,Level 1,Taranaki,2022,4,61,0.023,0,0,81,0.099,0.469,0.185,0.247,8,38,15,20,
Technology - Processing Technologies,Level 1,Taranaki,2023,4,70,0.027,0,0,116,0.138,0.379,0.353,0.129,16,44,41,15,
Technology - Processing Technologies,Level 1,Tasman,2021,,,,,,1,,,,,,,,,Small Cohort
Technology - Processing Technologies,Level 1,Waikato,2015,14,291,0.039,0,0,390,0.11,0.333,0.282,0.274,43,130,110,107,
Technology - Processing Technologies,Level 1,Waikato,2016,17,355,0.048,0,0,426,0.131,0.347,0.268,0.254,56,148,114,108,
Technology - Processing Technologies,Level 1,Waikato,2017,18,369,0.052,0,0,519,0.114,0.408,0.227,0.25,59,212,118,130,
Technology - Processing Technologies,Level 1,Waikato,2018,17,339,0.049,0,0,438,0.158,0.338,0.24,0.265,69,148,105,116,
Technology - Processing Technologies,Level 1,Waikato,2019,18,350,0.042,0,0,422,0.175,0.322,0.239,0.263,74,136,101,111,
Technology - Processing Technologies,Level 1,Waikato,2020,14,329,0.036,0,0,448,0.089,0.299,0.246,0.366,40,134,110,164,
Technology - Processing Technologies,Level 1,Waikato,2021,17,338,0.037,0,0,472,0.178,0.311,0.197,0.314,84,147,93,148,
Technology - Processing Technologies,Level 1,Waikato,2022,13,386,0.044,0,0,542,0.181,0.343,0.249,0.227,98,186,135,123,
Technology - Processing Technologies,Level 1,Waikato,2023,15,401,0.043,0,0,551,0.156,0.278,0.285,0.281,86,153,157,155,
Technology - Processing Technologies,Level 1,Wellington,2015,10,234,0.031,0,0,276,0.261,0.254,0.214,0.272,72,70,59,75,
Technology - Processing Technologies,Level 1,Wellington,2016,11,228,0.031,0,0,244,0.127,0.402,0.189,0.283,31,98,46,69,
Technology - Processing Technologies,Level 1,Wellington,2017,12,308,0.041,0,0,328,0.095,0.348,0.268,0.29,31,114,88,95,
Technology - Processing Technologies,Level 1,Wellington,2018,11,226,0.032,0,0,227,0.04,0.322,0.242,0.396,9,73,55,90,
Technology - Processing Technologies,Level 1,Wellington,2019,12,321,0.037,0,0,321,0.153,0.274,0.262,0.312,49,88,84,100,
Technology - Processing Technologies,Level 1,Wellington,2020,11,344,0.034,0,0,399,0.178,0.366,0.226,0.231,71,146,90,92,
Technology - Processing Technologies,Level 1,Wellington,2021,14,350,0.033,0,0,420,0.117,0.31,0.324,0.25,49,130,136,105,
Technology - Processing Technologies,Level 1,Wellington,2022,15,358,0.034,0,0,427,0.108,0.314,0.227,0.351,46,134,97,150,
Technology - Processing Technologies,Level 1,Wellington,2023,15,341,0.035,0,0,416,0.137,0.325,0.226,0.313,57,135,94,130,
Technology - Processing Technologies,Level 1,West Coast,2020,1,3,0.005,0,0,6,0,0.333,0.5,0.167,0,2,3,1,Small Cohort
Technology - Processing Technologies,Level 1,West Coast,2021,1,11,0.016,0,0,29,0.034,0.552,0.138,0.276,1,16,4,8,Small Cohort
Technology - Processing Technologies,Level 1,West Coast,2022,1,5,0.009,0,0,5,0,0.6,0.2,0.2,0,3,1,1,Small Cohort
Technology - Processing Technologies,Level 2,Auckland,2015,21,318,0.013,0,0,353,0.147,0.377,0.212,0.263,52,133,75,93,
Technology - Processing Technologies,Level 2,Auckland,2016,30,478,0.019,0,0,551,0.194,0.338,0.178,0.29,107,186,98,160,
Technology - Processing Technologies,Level 2,Auckland,2017,34,579,0.023,0,0,627,0.209,0.262,0.244,0.285,131,164,153,179,
Technology - Processing Technologies,Level 2,Auckland,2018,30,585,0.023,0,0,616,0.271,0.248,0.18,0.3,167,153,111,185,
Technology - Processing Technologies,Level 2,Auckland,2019,27,540,0.021,0,0,586,0.167,0.316,0.217,0.3,98,185,127,176,
Technology - Processing Technologies,Level 2,Auckland,2020,30,489,0.02,0,0,506,0.172,0.206,0.249,0.374,87,104,126,189,
Technology - Processing Technologies,Level 2,Auckland,2021,28,483,0.02,0,0,505,0.147,0.309,0.194,0.35,74,156,98,177,
Technology - Processing Technologies,Level 2,Auckland,2022,30,449,0.019,0,0,490,0.131,0.333,0.212,0.324,64,163,104,159,
Technology - Processing Technologies,Level 2,Auckland,2023,34,604,0.024,0,0,728,0.199,0.332,0.221,0.247,145,242,161,180,
Technology - Processing Technologies,Level 2,Auckland,2024,38,853,0.03,0,0,1028,0.255,0.323,0.19,0.232,262,332,195,239,
Technology - Processing Technologies,Level 2,Bay of Plenty,2015,8,96,0.02,0,0,107,0.402,0.411,0.056,0.131,43,44,6,14,
Technology - Processing Technologies,Level 2,Bay of Plenty,2016,9,79,0.017,0,0,110,0.409,0.355,0.1,0.136,45,39,11,15,
Technology - Processing Technologies,Level 2,Bay of Plenty,2017,7,78,0.016,0,0,80,0.288,0.488,0.125,0.1,23,39,10,8,
Technology - Processing Technologies,Level 2,Bay of Plenty,2018,6,64,0.013,0,0,68,0.294,0.324,0.191,0.191,20,22,13,13,
Technology - Processing Technologies,Level 2,Bay of Plenty,2019,8,72,0.015,0,0,77,0.234,0.364,0.143,0.26,18,28,11,20,
Technology - Processing Technologies,Level 2,Bay of Plenty,2020,6,102,0.022,0,0,109,0.183,0.431,0.165,0.22,20,47,18,24,
Technology - Processing Technologies,Level 2,Bay of Plenty,2021,7,112,0.024,0,0,135,0.2,0.37,0.178,0.252,27,50,24,34,
Technology - Processing Technologies,Level 2,Bay of Plenty,2022,6,63,0.015,0,0,83,0.265,0.337,0.277,0.12,22,28,23,10,
Technology - Processing Technologies,Level 2,Bay of Plenty,2023,4,97,0.021,0,0,118,0.246,0.39,0.195,0.169,29,46,23,20,
Technology - Processing Technologies,Level 2,Bay of Plenty,2024,5,100,0.02,0,0,105,0.19,0.257,0.286,0.267,20,27,30,28,
Technology - Processing Technologies,Level 2,Canterbury,2015,8,94,0.012,0,0,97,0.309,0.309,0.216,0.165,30,30,21,16,
Technology - Processing Technologies,Level 2,Canterbury,2016,10,141,0.017,0,0,157,0.261,0.389,0.191,0.159,41,61,30,25,
Technology - Processing Technologies,Level 2,Canterbury,2017,7,102,0.012,0,0,120,0.2,0.392,0.258,0.15,24,47,31,18,
Technology - Processing Technologies,Level 2,Canterbury,2018,8,118,0.013,0,0,148,0.216,0.277,0.209,0.297,32,41,31,44,
Technology - Processing Technologies,Level 2,Canterbury,2019,8,99,0.011,0,0,109,0.183,0.193,0.339,0.284,20,21,37,31,
Technology - Processing Technologies,Level 2,Canterbury,2020,8,101,0.011,0,0,105,0.219,0.371,0.2,0.21,23,39,21,22,
Technology - Processing Technologies,Level 2,Canterbury,2021,9,146,0.017,0,0,154,0.24,0.312,0.227,0.221,37,48,35,34,
Technology - Processing Technologies,Level 2,Canterbury,2022,10,213,0.026,0,0,218,0.28,0.225,0.248,0.248,61,49,54,54,
Technology - Processing Technologies,Level 2,Canterbury,2023,8,105,0.012,0,0,105,0.181,0.229,0.314,0.276,19,24,33,29,
Technology - Processing Technologies,Level 2,Canterbury,2024,8,168,0.018,0,0,168,0.25,0.286,0.19,0.274,42,48,32,46,
Technology - Processing Technologies,Level 2,Gisborne,2015,1,24,0.03,0,0,24,0.208,0.375,0.333,0.083,5,9,8,2,Small Cohort
Technology - Processing Technologies,Level 2,Gisborne,2017,1,6,0.007,0,0,6,0,0.333,0,0.667,0,2,0,4,Small Cohort
Technology - Processing Technologies,Level 2,Gisborne,2018,2,17,0.021,0,0,17,0.059,0.882,0.059,0,1,15,1,0,Small Cohort
Technology - Processing Technologies,Level 2,Gisborne,2019,2,7,0.009,0,0,7,0.286,0.143,0.429,0.143,2,1,3,1,Small Cohort
Technology - Processing Technologies,Level 2,Gisborne,2020,2,14,0.018,0,0,14,0.286,0.571,0.071,0.071,4,8,1,1,Small Cohort
Technology - Processing Technologies,Level 2,Gisborne,2021,2,13,0.017,0,0,13,0.154,0.462,0.231,0.154,2,6,3,2,Small Cohort
Technology - Processing Technologies,Level 2,Gisborne,2022,2,18,0.023,0,0,28,0.357,0.321,0.143,0.179,10,9,4,5,Small Cohort
Technology - Processing Technologies,Level 2,Gisborne,2023,2,10,0.013,0,0,17,0.471,0.235,0.118,0.176,8,4,2,3,Small Cohort
Technology - Processing Technologies,Level 2,Gisborne,2024,1,15,0.018,0,0,39,0.744,0.179,0.077,0,29,7,3,0,
Technology - Processing Technologies,Level 2,Hawke's Bay,2015,2,59,0.023,0,0,69,0.029,0.319,0.275,0.377,2,22,19,26,
Technology - Processing Technologies,Level 2,Hawke's Bay,2016,2,69,0.024,0,0,84,0.119,0.31,0.25,0.321,10,26,21,27,
Technology - Processing Technologies,Level 2,Hawke's Bay,2017,3,65,0.024,0,0,78,0.077,0.231,0.256,0.436,6,18,20,34,
Technology - Processing Technologies,Level 2,Hawke's Bay,2018,2,50,0.019,0,0,70,0.114,0.314,0.386,0.186,8,22,27,13,
Technology - Processing Technologies,Level 2,Hawke's Bay,2019,3,57,0.022,0,0,69,0.058,0.246,0.507,0.188,4,17,35,13,
Technology - Processing Technologies,Level 2,Hawke's Bay,2020,4,48,0.018,0,0,51,0.176,0.275,0.255,0.294,9,14,13,15,
Technology - Processing Technologies,Level 2,Hawke's Bay,2021,3,22,0.009,0,0,35,0.229,0.171,0.2,0.4,8,6,7,14,
Technology - Processing Technologies,Level 2,Hawke's Bay,2022,1,13,0.005,0,0,21,0.619,0.238,0,0.143,13,5,0,3,Small Cohort
Technology - Processing Technologies,Level 2,Hawke's Bay,2023,3,38,0.014,0,0,56,0.321,0.357,0.161,0.161,18,20,9,9,
Technology - Processing Technologies,Level 2,Hawke's Bay,2024,3,28,0.009,0,0,39,0.154,0.385,0.231,0.231,6,15,9,9,
Technology - Processing Technologies,Level 2,Manawatu-Whanganui,2015,5,105,0.028,0,0,105,0.238,0.371,0.238,0.152,25,39,25,16,
Technology - Processing Technologies,Level 2,Manawatu-Whanganui,2016,8,71,0.019,0,0,75,0.133,0.347,0.347,0.173,10,26,26,13,
Technology - Processing Technologies,Level 2,Manawatu-Whanganui,2017,9,73,0.02,0,0,73,0.219,0.329,0.247,0.205,16,24,18,15,
Technology - Processing Technologies,Level 2,Manawatu-Whanganui,2018,8,65,0.019,0,0,65,0.154,0.385,0.292,0.169,10,25,19,11,
Technology - Processing Technologies,Level 2,Manawatu-Whanganui,2019,8,52,0.015,0,0,52,0.154,0.404,0.25,0.192,8,21,13,10,
Technology - Processing Technologies,Level 2,Manawatu-Whanganui,2020,8,69,0.019,0,0,69,0.174,0.29,0.304,0.232,12,20,21,16,
Technology - Processing Technologies,Level 2,Manawatu-Whanganui,2021,8,64,0.018,0,0,64,0.156,0.391,0.234,0.219,10,25,15,14,
Technology - Processing Technologies,Level 2,Manawatu-Whanganui,2022,9,75,0.022,0,0,75,0.333,0.2,0.133,0.333,25,15,10,25,
Technology - Processing Technologies,Level 2,Manawatu-Whanganui,2023,5,55,0.016,0,0,55,0.382,0.327,0.182,0.109,21,18,10,6,
Technology - Processing Technologies,Level 2,Manawatu-Whanganui,2024,6,70,0.019,0,0,74,0.514,0.297,0.108,0.081,38,22,8,6,
Technology - Processing Technologies,Level 2,Marlborough,2015,1,11,0.021,0,0,19,0.053,0.421,0.263,0.263,1,8,5,5,Small Cohort
Technology - Processing Technologies,Level 2,Marlborough,2016,1,7,0.014,0,0,14,0,0.214,0.286,0.5,0,3,4,7,Small Cohort
Technology - Processing Technologies,Level 2,Marlborough,2017,1,15,0.031,0,0,28,0.107,0.571,0.179,0.143,3,16,5,4,Small Cohort
Technology - Processing Technologies,Level 2,Marlborough,2018,,,,,,1,,,,,,,,,Small Cohort
Technology - Processing Technologies,Level 2,Marlborough,2019,1,8,0.016,0,0,8,0.25,0,0.125,0.625,2,0,1,5,Small Cohort
Technology - Processing Technologies,Level 2,Marlborough,2020,1,8,0.015,0,0,8,0.375,0,0.375,0.25,3,0,3,2,Small Cohort
Technology - Processing Technologies,Level 2,Marlborough,2023,1,8,0.017,0,0,8,0.375,0,0,0.625,3,0,0,5,Small Cohort
Technology - Processing Technologies,Level 2,Marlborough,2024,1,8,0.014,0,0,8,0.375,0,0.125,0.5,3,0,1,4,Small Cohort
Technology - Processing Technologies,Level 2,Nelson,2015,1,5,0.005,0,0,5,0.4,0.2,0,0.4,2,1,0,2,Small Cohort
Technology - Processing Technologies,Level 2,Nelson,2016,1,6,0.006,0,0,6,0,0.167,0.5,0.333,0,1,3,2,Small Cohort
Technology - Processing Technologies,Level 2,Nelson,2017,1,9,0.009,0,0,9,0,0.444,0.111,0.444,0,4,1,4,Small Cohort
Technology - Processing Technologies,Level 2,Nelson,2018,2,14,0.014,0,0,14,0.214,0.286,0.143,0.357,3,4,2,5,Small Cohort
Technology - Processing Technologies,Level 2,Nelson,2019,,,,,,4,,,,,,,,,Small Cohort
Technology - Processing Technologies,Level 2,Nelson,2020,1,5,0.005,0,0,5,0.4,0,0.2,0.4,2,0,1,2,Small Cohort
Technology - Processing Technologies,Level 2,Nelson,2021,,,,,,0,,,,,,,,,Small Cohort
Technology - Processing Technologies,Level 2,Nelson,2022,1,11,0.012,0,0,11,0.273,0,0.455,0.273,3,0,5,3,Small Cohort
Technology - Processing Technologies,Level 2,Nelson,2024,1,18,0.02,0,0,18,0.167,0.389,0.278,0.167,3,7,5,3,Small Cohort
Technology - Processing Technologies,Level 2,Northland,2015,4,22,0.009,0,0,31,0.194,0.71,0.097,0,6,22,3,0,
Technology - Processing Technologies,Level 2,Northland,2016,2,9,0.004,0,0,9,0.111,0.556,0.222,0.111,1,5,2,1,Small Cohort
Technology - Processing Technologies,Level 2,Northland,2017,2,33,0.015,0,0,33,0.394,0.333,0.091,0.182,13,11,3,6,
Technology - Processing Technologies,Level 2,Northland,2018,,,,,,0,,,,,,,,,Small Cohort
Technology - Processing Technologies,Level 2,Northland,2019,,,,,,3,,,,,,,,,Small Cohort
Technology - Processing Technologies,Level 2,Northland,2020,1,9,0.004,0,0,9,0,0.444,0.222,0.333,0,4,2,3,Small Cohort
Technology - Processing Technologies,Level 2,Northland,2021,2,14,0.006,0,0,18,0.056,0.722,0,0.222,1,13,0,4,Small Cohort
Technology - Processing Technologies,Level 2,Northland,2022,2,12,0.006,0,0,15,0.133,0.2,0.467,0.2,2,3,7,3,Small Cohort
Technology - Processing Technologies,Level 2,Northland,2023,1,12,0.005,0,0,12,0.25,0.25,0.5,0,3,3,6,0,Small Cohort
Technology - Processing Technologies,Level 2,Northland,2024,1,7,0.003,0,0,7,0,0.857,0.143,0,0,6,1,0,Small Cohort
Technology - Processing Technologies,Level 2,Otago,2015,3,61,0.022,0,0,67,0.343,0.403,0.06,0.194,23,27,4,13,
Technology - Processing Technologies,Level 2,Otago,2016,4,96,0.033,0,0,121,0.165,0.479,0.215,0.14,20,58,26,17,
Technology - Processing Technologies,Level 2,Otago,2017,6,126,0.042,0,0,139,0.18,0.381,0.216,0.223,25,53,30,31,
Technology - Processing Technologies,Level 2,Otago,2018,5,63,0.022,0,0,78,0.128,0.423,0.256,0.192,10,33,20,15,
Technology - Processing Technologies,Level 2,Otago,2019,5,42,0.015,0,0,46,0.239,0.326,0.283,0.152,11,15,13,7,
Technology - Processing Technologies,Level 2,Otago,2020,8,119,0.041,0,0,135,0.185,0.341,0.222,0.252,25,46,30,34,
Technology - Processing Technologies,Level 2,Otago,2021,7,117,0.04,0,0,140,0.3,0.35,0.179,0.171,42,49,25,24,
Technology - Processing Technologies,Level 2,Otago,2022,5,43,0.015,0,0,54,0.185,0.204,0.278,0.333,10,11,15,18,
Technology - Processing Technologies,Level 2,Otago,2023,5,86,0.028,0,0,86,0.209,0.395,0.244,0.151,18,34,21,13,
Technology - Processing Technologies,Level 2,Otago,2024,5,79,0.024,0,0,79,0.051,0.468,0.316,0.165,4,37,25,13,
Technology - Processing Technologies,Level 2,Other,2015,2,28,0.014,0,0,28,0.179,0.143,0.25,0.429,5,4,7,12,Small Cohort
Technology - Processing Technologies,Level 2,Other,2016,2,15,0.008,0,0,15,0.2,0.067,0.333,0.4,3,1,5,6,Small Cohort
Technology - Processing Technologies,Level 2,Other,2017,2,21,0.01,0,0,21,0,0.048,0.333,0.619,0,1,7,13,Small Cohort
Technology - Processing Technologies,Level 2,Other,2018,1,21,0.011,0,0,21,0.19,0.095,0.19,0.524,4,2,4,11,Small Cohort
Technology - Processing Technologies,Level 2,Other,2019,1,18,0.009,0,0,18,0.056,0.056,0.333,0.556,1,1,6,10,Small Cohort
Technology - Processing Technologies,Level 2,Other,2020,1,31,0.015,0,0,31,0.161,0.097,0.097,0.645,5,3,3,20,
Technology - Processing Technologies,Level 2,Other,2024,,,,,,1,,,,,,,,,Small Cohort
Technology - Processing Technologies,Level 2,Southland,2015,1,14,0.01,0,0,14,0.214,0.071,0.643,0.071,3,1,9,1,Small Cohort
Technology - Processing Technologies,Level 2,Southland,2016,6,96,0.071,0,0,96,0.49,0.208,0.167,0.135,47,20,16,13,
Technology - Processing Technologies,Level 2,Southland,2017,6,62,0.047,0,0,76,0.263,0.25,0.237,0.25,20,19,18,19,
Technology - Processing Technologies,Level 2,Southland,2018,3,41,0.031,0,0,59,0.593,0.169,0.153,0.085,35,10,9,5,
