Secondary Subject,Level,School Equity Index Group,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Agricultural and Horticultural Science,Level 1,Fewer,2020,17,473,0.018,268,0.018,1651,0.156,0.336,0.256,0.252,258,554,423,416,
Agricultural and Horticultural Science,Level 1,Fewer,2021,17,455,0.018,278,0.02,1622,0.133,0.376,0.271,0.219,216,610,440,356,
Agricultural and Horticultural Science,Level 1,Fewer,2022,21,588,0.023,288,0.021,1869,0.109,0.378,0.287,0.226,204,707,536,422,
Agricultural and Horticultural Science,Level 1,Fewer,2023,18,493,0.022,271,0.018,1696,0.115,0.363,0.287,0.235,195,615,487,399,
Agricultural and Horticultural Science,Level 1,Fewer,2024,15,558,0.042,173,0.024,999,0.157,0.404,0.248,0.19,157,404,248,190,
Agricultural and Horticultural Science,Level 1,Moderate,2019,109,3366,0.078,903,0.031,8284,0.213,0.446,0.212,0.128,1766,3697,1760,1061,
Agricultural and Horticultural Science,Level 1,Moderate,2020,105,3058,0.063,916,0.032,7656,0.202,0.426,0.228,0.145,1547,3260,1742,1107,
Agricultural and Horticultural Science,Level 1,Moderate,2021,102,4023,0.086,851,0.031,8413,0.187,0.43,0.217,0.166,1570,3617,1826,1400,
Agricultural and Horticultural Science,Level 1,Moderate,2022,102,4071,0.085,883,0.032,8542,0.197,0.445,0.226,0.133,1681,3802,1927,1132,
Agricultural and Horticultural Science,Level 1,Moderate,2023,95,3848,0.08,912,0.031,8436,0.199,0.459,0.212,0.131,1676,3869,1787,1104,
Agricultural and Horticultural Science,Level 1,Moderate,2024,74,1675,0.046,817,0.031,3932,0.237,0.459,0.203,0.101,932,1806,798,396,
Agricultural and Horticultural Science,Level 1,More,2019,37,767,0.055,49,0.006,1153,0.228,0.559,0.152,0.062,263,644,175,71,
Agricultural and Horticultural Science,Level 1,More,2020,39,788,0.053,64,0.008,1316,0.247,0.508,0.176,0.068,325,669,232,90,
Agricultural and Horticultural Science,Level 1,More,2021,36,716,0.047,58,0.008,1208,0.193,0.55,0.164,0.093,233,665,198,112,
Agricultural and Horticultural Science,Level 1,More,2022,41,677,0.043,71,0.009,1234,0.268,0.532,0.127,0.072,331,657,157,89,
Agricultural and Horticultural Science,Level 1,More,2023,35,720,0.038,98,0.011,1281,0.19,0.528,0.17,0.111,244,677,218,142,
Agricultural and Horticultural Science,Level 1,More,2024,33,655,0.047,89,0.012,990,0.312,0.488,0.135,0.065,309,483,134,64,
Agricultural and Horticultural Science,Level 2,Fewer,2019,13,248,0.012,152,0.01,910,0.166,0.357,0.23,0.247,151,325,209,225,
Agricultural and Horticultural Science,Level 2,Fewer,2020,16,283,0.014,181,0.012,1028,0.184,0.39,0.234,0.192,189,401,241,197,
Agricultural and Horticultural Science,Level 2,Fewer,2021,17,326,0.017,222,0.015,1281,0.191,0.399,0.213,0.197,245,511,273,252,
Agricultural and Horticultural Science,Level 2,Fewer,2022,16,286,0.015,184,0.013,1046,0.191,0.412,0.219,0.178,200,431,229,186,
Agricultural and Horticultural Science,Level 2,Fewer,2023,18,379,0.019,223,0.015,1370,0.144,0.409,0.249,0.198,197,561,341,271,
Agricultural and Horticultural Science,Level 2,Fewer,2024,18,395,0.019,237,0.014,1393,0.176,0.4,0.209,0.215,245,557,291,300,
Agricultural and Horticultural Science,Level 2,Moderate,2019,80,1131,0.032,310,0.012,2591,0.249,0.433,0.186,0.132,646,1123,481,341,
