"Subject","Region","Academic Year","Outstanding Scholarship Rate","Scholarship Rate","No Award Rate","Outstanding Scholarship Count","Scholarship Count","No Award Count","Total Assessed Result Count","Total Student Count","Cohort Warning"
"Design and Visual Communication","Otago","2023","","","","","","","","4","Small Cohort"
"Design and Visual Communication","Otago","2024","0","0","1","0","0","15","15","23","Small Cohort"
"Design and Visual Communication","Other","2015","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Other","2016","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Other","2017","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Other","2021","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Other","2022","","","","","","","","4","Small Cohort"
"Design and Visual Communication","Other","2023","","","","","","","","2","Small Cohort"
"Design and Visual Communication","Southland","2015","","","","","","","","3","Small Cohort"
"Design and Visual Communication","Southland","2016","0","0","1","0","0","6","6","6","Small Cohort"
"Design and Visual Communication","Southland","2017","","","","","","","","2","Small Cohort"
"Design and Visual Communication","Southland","2018","","","","","","","","3","Small Cohort"
"Design and Visual Communication","Southland","2020","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Southland","2021","","","","","","","","3","Small Cohort"
"Design and Visual Communication","Southland","2022","","","","","","","","2","Small Cohort"
"Design and Visual Communication","Southland","2024","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Taranaki","2015","0","0","1","0","0","5","5","5","Small Cohort"
"Design and Visual Communication","Taranaki","2016","","","","","","","","4","Small Cohort"
"Design and Visual Communication","Taranaki","2018","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Taranaki","2021","0","0.167","0.833","0","1","5","6","7","Small Cohort"
"Design and Visual Communication","Taranaki","2022","0","0","1","0","0","4","4","6","Small Cohort"
"Design and Visual Communication","Taranaki","2023","0","0.286","0.714","0","2","5","7","9","Small Cohort"
"Design and Visual Communication","Taranaki","2024","0.125","0.25","0.625","1","2","5","8","8","Small Cohort"
"Design and Visual Communication","Tasman","2021","","","","","","","","2","Small Cohort"
"Design and Visual Communication","Tasman","2022","","","","","","","","4","Small Cohort"
"Design and Visual Communication","Tasman","2023","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Waikato","2015","0","0","1","0","0","24","24","24","Small Cohort"
"Design and Visual Communication","Waikato","2016","0","0","1","0","0","18","18","20","Small Cohort"
"Design and Visual Communication","Waikato","2017","0","0.2","0.8","0","4","16","20","24","Small Cohort"
"Design and Visual Communication","Waikato","2018","0.1","0","0.9","1","0","9","10","11","Small Cohort"
"Design and Visual Communication","Waikato","2019","0","0.071","0.929","0","1","13","14","24","Small Cohort"
"Design and Visual Communication","Waikato","2020","0.063","0","0.938","1","0","15","16","21","Small Cohort"
"Design and Visual Communication","Waikato","2021","0.167","0.333","0.5","1","2","3","6","9","Small Cohort"
"Design and Visual Communication","Waikato","2022","0","0.154","0.846","0","4","22","26","31",""
"Design and Visual Communication","Waikato","2023","0.056","0.167","0.778","1","3","14","18","23","Small Cohort"
"Design and Visual Communication","Waikato","2024","0","0","1","0","0","7","7","13","Small Cohort"
"Design and Visual Communication","Wellington","2015","0","0.065","0.935","0","3","43","46","47",""
"Design and Visual Communication","Wellington","2016","0","0.123","0.877","0","7","50","57","60",""
"Design and Visual Communication","Wellington","2017","0.065","0.065","0.871","2","2","27","31","39",""
"Design and Visual Communication","Wellington","2018","0.045","0.091","0.864","1","2","19","22","22","Small Cohort"
"Design and Visual Communication","Wellington","2019","0.033","0.067","0.9","1","2","27","30","34",""
"Design and Visual Communication","Wellington","2020","0","0.045","0.955","0","1","21","22","26","Small Cohort"
"Design and Visual Communication","Wellington","2021","0","0.19","0.81","0","4","17","21","32",""
"Design and Visual Communication","Wellington","2022","0","0.182","0.818","0","4","18","22","23","Small Cohort"
"Design and Visual Communication","Wellington","2023","0","0.357","0.643","0","5","9","14","22","Small Cohort"
"Design and Visual Communication","Wellington","2024","0.034","0.138","0.828","1","4","24","29","33",""
"Drama","Auckland","2015","0.019","0.184","0.796","2","19","82","103","172",""
"Drama","Auckland","2016","0.029","0.212","0.76","3","22","79","104","157",""
"Drama","Auckland","2017","0","0.214","0.786","0","21","77","98","142",""
"Drama","Auckland","2018","0.008","0.256","0.736","1","31","89","121","169",""
"Drama","Auckland","2019","0.032","0.232","0.737","3","22","70","95","150",""
"Drama","Auckland","2020","0.039","0.303","0.658","3","23","50","76","142",""
"Drama","Auckland","2021","0.048","0.317","0.635","3","20","40","63","162",""
"Drama","Auckland","2022","0.013","0.338","0.649","1","26","50","77","167",""
"Drama","Auckland","2023","0.033","0.308","0.659","3","28","60","91","160",""
"Drama","Auckland","2024","0.05","0.39","0.56","5","39","56","100","194",""
"Drama","Bay of Plenty","2015","0","0.182","0.818","0","2","9","11","20","Small Cohort"
"Drama","Bay of Plenty","2016","0.077","0.462","0.462","1","6","6","13","21","Small Cohort"
"Drama","Bay of Plenty","2017","0.063","0.563","0.375","1","9","6","16","22","Small Cohort"
"Drama","Bay of Plenty","2018","0.056","0.389","0.556","1","7","10","18","29","Small Cohort"
"Drama","Bay of Plenty","2019","0","0.385","0.615","0","5","8","13","20","Small Cohort"
"Drama","Bay of Plenty","2020","0","0.231","0.769","0","3","10","13","23","Small Cohort"
"Drama","Bay of Plenty","2021","0","0.444","0.556","0","4","5","9","19","Small Cohort"
"Drama","Bay of Plenty","2022","0","0.714","0.286","0","5","2","7","8","Small Cohort"
"Drama","Bay of Plenty","2023","0","0.273","0.727","0","3","8","11","28","Small Cohort"
"Drama","Bay of Plenty","2024","0","0.143","0.857","0","1","6","7","16","Small Cohort"
"Drama","Canterbury","2015","0.074","0.222","0.704","2","6","19","27","48",""
"Drama","Canterbury","2016","0.033","0.4","0.567","1","12","17","30","52",""
"Drama","Canterbury","2017","0.063","0.281","0.656","2","9","21","32","53",""
"Drama","Canterbury","2018","0.143","0.095","0.762","3","2","16","21","34",""
"Drama","Canterbury","2019","0.04","0.4","0.56","1","10","14","25","39",""
"Drama","Canterbury","2020","0","0.316","0.684","0","6","13","19","39",""
"Drama","Canterbury","2021","0","0.429","0.571","0","6","8","14","37",""
"Drama","Canterbury","2022","0.222","0.111","0.667","2","1","6","9","26","Small Cohort"
"Drama","Canterbury","2023","0.048","0.19","0.762","1","4","16","21","36",""
"Drama","Canterbury","2024","0","0.273","0.727","0","3","8","11","24","Small Cohort"
"Drama","Hawke's Bay","2015","0.071","0.214","0.714","1","3","10","14","18","Small Cohort"
"Drama","Hawke's Bay","2016","0","0.2","0.8","0","3","12","15","22","Small Cohort"
"Drama","Hawke's Bay","2017","0","0.333","0.667","0","4","8","12","25","Small Cohort"
"Drama","Hawke's Bay","2018","0.056","0.278","0.667","1","5","12","18","27","Small Cohort"
"Drama","Hawke's Bay","2019","0","0.368","0.632","0","7","12","19","23","Small Cohort"
"Drama","Hawke's Bay","2020","0","0.227","0.773","0","5","17","22","31",""
"Drama","Hawke's Bay","2021","0.043","0.13","0.826","1","3","19","23","34",""
"Drama","Hawke's Bay","2022","0.067","0.267","0.667","1","4","10","15","25","Small Cohort"
"Drama","Hawke's Bay","2023","0","0.133","0.867","0","2","13","15","27","Small Cohort"
"Drama","Hawke's Bay","2024","0","0.182","0.818","0","2","9","11","19","Small Cohort"
"Drama","Manawatu-Whanganui","2015","0","0","1","0","0","7","7","13","Small Cohort"
"Drama","Manawatu-Whanganui","2016","0","0.25","0.75","0","2","6","8","12","Small Cohort"
"Drama","Manawatu-Whanganui","2017","0","0.111","0.889","0","1","8","9","14","Small Cohort"
"Drama","Manawatu-Whanganui","2018","0","0.2","0.8","0","1","4","5","9","Small Cohort"
"Drama","Manawatu-Whanganui","2019","0","0.111","0.889","0","1","8","9","15","Small Cohort"
"Drama","Manawatu-Whanganui","2020","0","0.2","0.8","0","1","4","5","9","Small Cohort"
"Drama","Manawatu-Whanganui","2021","0","0","1","0","0","4","4","6","Small Cohort"
"Drama","Manawatu-Whanganui","2022","0","0.25","0.75","0","1","3","4","10","Small Cohort"
"Drama","Manawatu-Whanganui","2023","0","0.333","0.667","0","1","2","3","7","Small Cohort"
"Drama","Manawatu-Whanganui","2024","0","0","1","0","0","2","2","8","Small Cohort"
"Drama","Marlborough","2015","","","","","","","","4","Small Cohort"
"Drama","Marlborough","2016","","","","","","","","4","Small Cohort"
"Drama","Marlborough","2019","","","","","","","","2","Small Cohort"
"Drama","Marlborough","2021","","","","","","","","1","Small Cohort"
"Drama","Marlborough","2023","","","","","","","","2","Small Cohort"
"Drama","Marlborough","2024","","","","","","","","1","Small Cohort"
"Drama","Nelson","2015","","","","","","","","4","Small Cohort"
"Drama","Nelson","2016","","","","","","","","2","Small Cohort"
"Drama","Nelson","2017","","","","","","","","3","Small Cohort"
"Drama","Nelson","2018","","","","","","","","2","Small Cohort"
"Drama","Nelson","2019","0","0","1","0","0","3","3","5","Small Cohort"
"Drama","Nelson","2020","","","","","","","","3","Small Cohort"
"Drama","Nelson","2021","0","0.714","0.286","0","5","2","7","12","Small Cohort"
"Drama","Nelson","2022","0.167","0.667","0.167","1","4","1","6","14","Small Cohort"
"Drama","Nelson","2023","0.25","0.5","0.25","1","2","1","4","5","Small Cohort"
"Drama","Nelson","2024","0","0.4","0.6","0","2","3","5","14","Small Cohort"
"Drama","Northland","2016","","","","","","","","3","Small Cohort"
"Drama","Northland","2017","0","0","1","0","0","3","3","5","Small Cohort"
"Drama","Northland","2018","0","0.25","0.75","0","1","3","4","5","Small Cohort"
"Drama","Northland","2021","0","0","0","0","0","0","0","5","Small Cohort"
"Drama","Otago","2015","0","0.24","0.76","0","6","19","25","45",""
"Drama","Otago","2016","0.034","0.31","0.655","1","9","19","29","39",""
"Drama","Otago","2017","0.1","0.2","0.7","2","4","14","20","37",""
"Drama","Otago","2018","0","0.278","0.722","0","5","13","18","32",""
"Drama","Otago","2019","0.053","0.211","0.737","1","4","14","19","32",""
"Drama","Otago","2020","0.091","0.182","0.727","1","2","8","11","24","Small Cohort"
"Drama","Otago","2021","0.063","0.313","0.625","1","5","10","16","29","Small Cohort"
"Drama","Otago","2022","0","0.182","0.818","0","2","9","11","21","Small Cohort"
"Drama","Otago","2023","0","0.308","0.692","0","4","9","13","22","Small Cohort"
"Drama","Otago","2024","0","0.429","0.571","0","3","4","7","19","Small Cohort"
"Drama","Other","2015","","","","","","","","1","Small Cohort"
"Drama","Other","2017","","","","","","","","1","Small Cohort"
"Drama","Pacific Islands","2020","","","","","","","","1","Small Cohort"
"Drama","Southland","2015","","","","","","","","4","Small Cohort"
"Drama","Southland","2016","","","","","","","","2","Small Cohort"
"Drama","Southland","2018","","","","","","","","1","Small Cohort"
"Drama","Southland","2019","0.2","0.2","0.6","1","1","3","5","8","Small Cohort"
"Drama","Southland","2020","","","","","","","","4","Small Cohort"
"Drama","Southland","2022","","","","","","","","1","Small Cohort"
"Drama","Southland","2024","","","","","","","","2","Small Cohort"
"Drama","Taranaki","2015","0","0.286","0.714","0","2","5","7","7","Small Cohort"
"Drama","Taranaki","2017","","","","","","","","3","Small Cohort"
"Drama","Taranaki","2018","","","","","","","","4","Small Cohort"
"Drama","Taranaki","2019","0","0.2","0.8","0","1","4","5","6","Small Cohort"
"Drama","Taranaki","2020","0","0.333","0.667","0","2","4","6","9","Small Cohort"
"Drama","Taranaki","2021","0","0.2","0.8","0","1","4","5","6","Small Cohort"
"Drama","Taranaki","2022","0","0","1","0","0","2","2","5","Small Cohort"
"Drama","Taranaki","2023","0","0.2","0.8","0","1","4","5","5","Small Cohort"
"Drama","Taranaki","2024","0","0.333","0.667","0","1","2","3","10","Small Cohort"
"Drama","Tasman","2015","","","","","","","","3","Small Cohort"
"Drama","Tasman","2016","","","","","","","","4","Small Cohort"
"Drama","Tasman","2017","0","0","1","0","0","4","4","5","Small Cohort"
"Drama","Tasman","2018","","","","","","","","1","Small Cohort"
"Drama","Tasman","2019","","","","","","","","2","Small Cohort"
"Drama","Tasman","2022","0","0","1","0","0","1","1","8","Small Cohort"
"Drama","Tasman","2024","","","","","","","","2","Small Cohort"
"Drama","Waikato","2015","0","0.318","0.682","0","7","15","22","33",""
"Drama","Waikato","2016","0","0.273","0.727","0","6","16","22","48",""
"Drama","Waikato","2017","0.167","0","0.833","2","0","10","12","31",""
"Drama","Waikato","2018","0","0.097","0.903","0","3","28","31","41",""
"Drama","Waikato","2019","0","0.238","0.762","0","5","16","21","35",""
"Drama","Waikato","2020","0","0.333","0.667","0","5","10","15","40",""
"Drama","Waikato","2021","0.125","0.25","0.625","1","2","5","8","28","Small Cohort"
"Drama","Waikato","2022","0","0","1","0","0","15","15","35",""
"Drama","Waikato","2023","0","0.286","0.714","0","2","5","7","15","Small Cohort"
"Drama","Waikato","2024","0","0.3","0.7","0","3","7","10","23","Small Cohort"
"Drama","Wellington","2015","0.024","0.195","0.78","1","8","32","41","61",""
"Drama","Wellington","2016","0","0.147","0.853","0","5","29","34","59",""
"Drama","Wellington","2017","0","0.219","0.781","0","7","25","32","53",""
"Drama","Wellington","2018","0","0.15","0.85","0","3","17","20","42",""
"Drama","Wellington","2019","0.036","0.143","0.821","1","4","23","28","42",""
"Drama","Wellington","2020","0.043","0.217","0.739","1","5","17","23","55",""
"Drama","Wellington","2021","0","0.267","0.733","0","4","11","15","34",""
"Drama","Wellington","2022","0","0.176","0.824","0","3","14","17","30",""
"Drama","Wellington","2023","0","0.043","0.957","0","1","22","23","48",""
"Drama","Wellington","2024","0.1","0.1","0.8","1","1","8","10","21","Small Cohort"
"Earth and Space Science","Auckland","2015","0.014","0.176","0.811","1","13","60","74","105",""
"Earth and Space Science","Auckland","2016","0.011","0.183","0.806","1","17","75","93","127",""
