"Year Level","Qualification","Region","Academic Year","Typical Level Flag","Cumulative Year Attainment Rate","Current Year Attainment Rate","Cumulative Year Attainment","Current Year Attainment","Total Student Count","Cohort Warning"
"13","NCEA Level 2","Canterbury","2021","0","0.925","0.045","5556","272","6004",""
"13","NCEA Level 2","Canterbury","2022","0","0.929","0.048","5430","278","5843",""
"13","NCEA Level 2","Canterbury","2023","0","0.909","0.053","5148","300","5665",""
"13","NCEA Level 2","Canterbury","2024","0","0.914","0.078","5598","479","6122",""
"13","NCEA Level 2","Gisborne","2015","0","0.891","0.067","449","34","504",""
"13","NCEA Level 2","Gisborne","2016","0","0.901","0.072","489","39","543",""
"13","NCEA Level 2","Gisborne","2017","0","0.902","0.068","412","31","457",""
"13","NCEA Level 2","Gisborne","2018","0","0.907","0.084","430","40","474",""
"13","NCEA Level 2","Gisborne","2019","0","0.926","0.089","425","41","459",""
"13","NCEA Level 2","Gisborne","2020","0","0.93","0.108","412","48","443",""
"13","NCEA Level 2","Gisborne","2021","0","0.907","0.081","402","36","443",""
"13","NCEA Level 2","Gisborne","2022","0","0.882","0.077","365","32","414",""
"13","NCEA Level 2","Gisborne","2023","0","0.895","0.081","376","34","420",""
"13","NCEA Level 2","Gisborne","2024","0","0.893","0.084","402","38","450",""
"13","NCEA Level 2","Hawke's Bay","2015","0","0.931","0.054","1628","95","1749",""
"13","NCEA Level 2","Hawke's Bay","2016","0","0.932","0.046","1564","77","1679",""
"13","NCEA Level 2","Hawke's Bay","2017","0","0.943","0.042","1609","72","1707",""
"13","NCEA Level 2","Hawke's Bay","2018","0","0.944","0.034","1662","60","1761",""
"13","NCEA Level 2","Hawke's Bay","2019","0","0.939","0.046","1546","76","1646",""
"13","NCEA Level 2","Hawke's Bay","2020","0","0.949","0.051","1470","79","1549",""
"13","NCEA Level 2","Hawke's Bay","2021","0","0.936","0.03","1435","46","1533",""
"13","NCEA Level 2","Hawke's Bay","2022","0","0.938","0.049","1499","79","1598",""
"13","NCEA Level 2","Hawke's Bay","2023","0","0.948","0.045","1360","64","1434",""
"13","NCEA Level 2","Hawke's Bay","2024","0","0.938","0.056","1461","87","1558",""
"13","NCEA Level 2","Manawatu-Whanganui","2015","0","0.916","0.089","2072","202","2261",""
"13","NCEA Level 2","Manawatu-Whanganui","2016","0","0.92","0.106","2112","243","2295",""
"13","NCEA Level 2","Manawatu-Whanganui","2017","0","0.926","0.078","2137","181","2309",""
"13","NCEA Level 2","Manawatu-Whanganui","2018","0","0.937","0.07","2110","158","2251",""
"13","NCEA Level 2","Manawatu-Whanganui","2019","0","0.933","0.071","2023","155","2169",""
"13","NCEA Level 2","Manawatu-Whanganui","2020","0","0.925","0.094","1927","196","2083",""
"13","NCEA Level 2","Manawatu-Whanganui","2021","0","0.928","0.063","2038","139","2195",""
"13","NCEA Level 2","Manawatu-Whanganui","2022","0","0.897","0.055","1799","110","2005",""
"13","NCEA Level 2","Manawatu-Whanganui","2023","0","0.895","0.076","1849","157","2067",""
"13","NCEA Level 2","Manawatu-Whanganui","2024","0","0.884","0.093","1843","194","2085",""
"13","NCEA Level 2","Marlborough","2015","0","0.942","0.046","391","19","415",""
"13","NCEA Level 2","Marlborough","2016","0","0.939","0.08","340","29","362",""
"13","NCEA Level 2","Marlborough","2017","0","0.918","0.071","335","26","365",""
"13","NCEA Level 2","Marlborough","2018","0","0.956","0.085","305","27","319",""
"13","NCEA Level 2","Marlborough","2019","0","0.931","0.059","284","18","305",""
"13","NCEA Level 2","Marlborough","2020","0","0.921","0.091","304","30","330",""
"13","NCEA Level 2","Marlborough","2021","0","0.953","0.053","307","17","322",""
"13","NCEA Level 2","Marlborough","2022","0","0.926","0.088","263","25","284",""
"13","NCEA Level 2","Marlborough","2023","0","0.938","0.097","300","31","320",""
"13","NCEA Level 2","Marlborough","2024","0","0.925","0.079","294","25","318",""
"13","NCEA Level 2","Nelson","2015","0","0.959","0.08","590","49","615",""
"13","NCEA Level 2","Nelson","2016","0","0.943","0.074","534","42","566",""
"13","NCEA Level 2","Nelson","2017","0","0.964","0.061","612","39","635",""
"13","NCEA Level 2","Nelson","2018","0","0.953","0.077","567","46","595",""
"13","NCEA Level 2","Nelson","2019","0","0.953","0.072","545","41","572",""
"13","NCEA Level 2","Nelson","2020","0","0.964","0.063","536","35","556",""
"13","NCEA Level 2","Nelson","2021","0","0.963","0.048","580","29","602",""
"13","NCEA Level 2","Nelson","2022","0","0.955","0.033","548","19","574",""
"13","NCEA Level 2","Nelson","2023","0","0.961","0.033","499","17","519",""
"13","NCEA Level 2","Nelson","2024","0","0.935","0.051","532","29","569",""
"13","NCEA Level 2","Northland","2015","0","0.897","0.096","1315","141","1466",""
"13","NCEA Level 2","Northland","2016","0","0.905","0.063","1355","95","1498",""
"13","NCEA Level 2","Northland","2017","0","0.908","0.068","1357","101","1494",""
"13","NCEA Level 2","Northland","2018","0","0.913","0.081","1305","116","1430",""
"13","NCEA Level 2","Northland","2019","0","0.914","0.092","1198","121","1311",""
"13","NCEA Level 2","Northland","2020","0","0.922","0.069","1249","93","1355",""
"13","NCEA Level 2","Northland","2021","0","0.913","0.056","1283","79","1406",""
"13","NCEA Level 2","Northland","2022","0","0.892","0.048","1132","61","1269",""
"13","NCEA Level 2","Northland","2023","0","0.885","0.066","1172","87","1325",""
"13","NCEA Level 2","Northland","2024","0","0.875","0.068","1283","100","1466",""
"13","NCEA Level 2","Otago","2015","0","0.951","0.059","1892","118","1989",""
"13","NCEA Level 2","Otago","2016","0","0.944","0.05","1826","97","1934",""
"13","NCEA Level 2","Otago","2017","0","0.963","0.052","1921","104","1994",""
"13","NCEA Level 2","Otago","2018","0","0.956","0.045","1907","89","1995",""
"13","NCEA Level 2","Otago","2019","0","0.957","0.041","1894","81","1980",""
"13","NCEA Level 2","Otago","2020","0","0.962","0.054","1861","104","1935",""
"13","NCEA Level 2","Otago","2021","0","0.968","0.036","1913","72","1976",""
"13","NCEA Level 2","Otago","2022","0","0.962","0.032","1827","61","1900",""
"13","NCEA Level 2","Otago","2023","0","0.949","0.034","1739","62","1833",""
"13","NCEA Level 2","Otago","2024","0","0.94","0.058","1896","117","2018",""
"13","NCEA Level 2","Other","2015","0","0.483","0.062","1411","182","2920",""
"13","NCEA Level 2","Other","2016","0","0.496","0.068","1373","189","2768",""
"13","NCEA Level 2","Other","2017","0","0.516","0.069","1264","170","2449",""
"13","NCEA Level 2","Other","2018","0","0.376","0.074","664","130","1766",""
"13","NCEA Level 2","Other","2019","0","0.398","0.069","696","121","1748",""
"13","NCEA Level 2","Other","2020","0","0.393","0.084","784","167","1993",""
"13","NCEA Level 2","Other","2021","0","0.396","0.071","979","176","2471",""
"13","NCEA Level 2","Other","2022","0","0.36","0.067","936","174","2603",""
"13","NCEA Level 2","Other","2023","0","0.361","0.064","961","171","2660",""
"13","NCEA Level 2","Other","2024","0","0.342","0.055","1081","175","3159",""
"13","NCEA Level 2","Southland","2015","0","0.95","0.063","821","54","864",""
"13","NCEA Level 2","Southland","2016","0","0.937","0.052","814","45","869",""
"13","NCEA Level 2","Southland","2017","0","0.938","0.053","803","45","856",""
"13","NCEA Level 2","Southland","2018","0","0.95","0.056","760","45","800",""
"13","NCEA Level 2","Southland","2019","0","0.938","0.058","774","48","825",""
"13","NCEA Level 2","Southland","2020","0","0.933","0.06","725","47","777",""
"13","NCEA Level 2","Southland","2021","0","0.945","0.037","789","31","835",""
"13","NCEA Level 2","Southland","2022","0","0.94","0.024","719","18","765",""
"13","NCEA Level 2","Southland","2023","0","0.919","0.046","700","35","762",""
"13","NCEA Level 2","Southland","2024","0","0.919","0.079","737","63","802",""
"13","NCEA Level 2","Taranaki","2015","0","0.93","0.076","1022","84","1099",""
"13","NCEA Level 2","Taranaki","2016","0","0.936","0.074","1043","82","1114",""
"13","NCEA Level 2","Taranaki","2017","0","0.949","0.052","1070","59","1127",""
"13","NCEA Level 2","Taranaki","2018","0","0.95","0.04","1015","43","1068",""
"13","NCEA Level 2","Taranaki","2019","0","0.951","0.058","1002","61","1054",""
"13","NCEA Level 2","Taranaki","2020","0","0.956","0.064","1006","67","1052",""
"13","NCEA Level 2","Taranaki","2021","0","0.962","0.052","946","51","983",""
"13","NCEA Level 2","Taranaki","2022","0","0.952","0.044","925","43","972",""
"13","NCEA Level 2","Taranaki","2023","0","0.935","0.045","859","41","919",""
"13","NCEA Level 2","Taranaki","2024","0","0.938","0.062","946","63","1009",""
"13","NCEA Level 2","Tasman","2015","0","0.934","0.061","380","25","407",""
"13","NCEA Level 2","Tasman","2016","0","0.928","0.056","333","20","359",""
"13","NCEA Level 2","Tasman","2017","0","0.95","0.082","384","33","404",""
"13","NCEA Level 2","Tasman","2018","0","0.93","0.049","321","17","345",""
"13","NCEA Level 2","Tasman","2019","0","0.949","0.073","352","27","371",""
"13","NCEA Level 2","Tasman","2020","0","0.948","0.068","363","26","383",""
"13","NCEA Level 2","Tasman","2021","0","0.941","0.075","366","29","389",""
"13","NCEA Level 2","Tasman","2022","0","0.933","0.042","334","15","358",""
"13","NCEA Level 2","Tasman","2023","0","0.936","0.056","334","20","357",""
"13","NCEA Level 2","Tasman","2024","0","0.954","0.074","349","27","366",""
"13","NCEA Level 2","Waikato","2015","0","0.898","0.082","3870","352","4309",""
"13","NCEA Level 2","Waikato","2016","0","0.916","0.068","3858","286","4213",""
"13","NCEA Level 2","Waikato","2017","0","0.924","0.06","3864","252","4184",""
"13","NCEA Level 2","Waikato","2018","0","0.923","0.062","3889","260","4214",""
"13","NCEA Level 2","Waikato","2019","0","0.927","0.068","3751","275","4047",""
"13","NCEA Level 2","Waikato","2020","0","0.923","0.072","3798","298","4116",""
"13","NCEA Level 2","Waikato","2021","0","0.922","0.047","3867","199","4194",""
"13","NCEA Level 2","Waikato","2022","0","0.924","0.04","3719","162","4025",""
"13","NCEA Level 2","Waikato","2023","0","0.914","0.06","3623","238","3964",""
"13","NCEA Level 2","Waikato","2024","0","0.899","0.083","3728","343","4145",""
"13","NCEA Level 2","Wellington","2015","0","0.925","0.087","4744","447","5126",""
"13","NCEA Level 2","Wellington","2016","0","0.923","0.076","4708","388","5100",""
"13","NCEA Level 2","Wellington","2017","0","0.938","0.068","4980","362","5312",""
"13","NCEA Level 2","Wellington","2018","0","0.936","0.067","4859","347","5192",""
"13","NCEA Level 2","Wellington","2019","0","0.938","0.062","4721","311","5031",""
"13","NCEA Level 2","Wellington","2020","0","0.929","0.073","4715","371","5076",""
"13","NCEA Level 2","Wellington","2021","0","0.937","0.064","4920","337","5253",""
"13","NCEA Level 2","Wellington","2022","0","0.932","0.056","4621","278","4959",""
"13","NCEA Level 2","Wellington","2023","0","0.923","0.054","4558","267","4937",""
"13","NCEA Level 2","Wellington","2024","0","0.91","0.087","4813","461","5291",""
"13","NCEA Level 2","West Coast","2015","0","0.905","0.118","191","25","211",""
"13","NCEA Level 2","West Coast","2016","0","0.894","0.115","186","24","208",""
"13","NCEA Level 2","West Coast","2017","0","0.901","0.099","154","17","171",""
"13","NCEA Level 2","West Coast","2018","0","0.923","0.127","204","28","221",""
"13","NCEA Level 2","West Coast","2019","0","0.856","0.157","185","34","216",""
"13","NCEA Level 2","West Coast","2020","0","0.886","0.094","179","19","202",""
"13","NCEA Level 2","West Coast","2021","0","0.913","0.092","179","18","196",""
"13","NCEA Level 2","West Coast","2022","0","0.912","0.076","156","13","171",""
"13","NCEA Level 2","West Coast","2023","0","0.892","0.072","173","14","194",""
"13","NCEA Level 2","West Coast","2024","0","0.921","0.11","176","21","191",""
"13","NCEA Level 3","Auckland","2015","1","0.645","0.639","10581","10479","16405",""
"13","NCEA Level 3","Auckland","2016","1","0.663","0.656","10785","10670","16274",""
"13","NCEA Level 3","Auckland","2017","1","0.682","0.674","11410","11287","16739",""
"13","NCEA Level 3","Auckland","2018","1","0.682","0.675","11331","11209","16611",""
"13","NCEA Level 3","Auckland","2019","1","0.697","0.688","11106","10965","15937",""
"13","NCEA Level 3","Auckland","2020","1","0.761","0.753","12427","12291","16320",""
"13","NCEA Level 3","Auckland","2021","1","0.742","0.73","12341","12139","16640",""
"13","NCEA Level 3","Auckland","2022","1","0.711","0.696","11625","11376","16342",""
"13","NCEA Level 3","Auckland","2023","1","0.712","0.696","11746","11476","16489",""
"13","NCEA Level 3","Auckland","2024","1","0.732","0.722","13070","12891","17858",""
"13","NCEA Level 3","Bay of Plenty","2015","1","0.648","0.619","1857","1772","2864",""
"13","NCEA Level 3","Bay of Plenty","2016","1","0.689","0.662","1936","1860","2811",""
"13","NCEA Level 3","Bay of Plenty","2017","1","0.681","0.651","1976","1890","2903",""
"13","NCEA Level 3","Bay of Plenty","2018","1","0.658","0.628","1884","1796","2862",""
"13","NCEA Level 3","Bay of Plenty","2019","1","0.679","0.642","1829","1729","2695",""
"13","NCEA Level 3","Bay of Plenty","2020","1","0.768","0.726","1991","1882","2593",""
"13","NCEA Level 3","Bay of Plenty","2021","1","0.743","0.702","2017","1906","2716",""
"13","NCEA Level 3","Bay of Plenty","2022","1","0.718","0.68","1955","1851","2721",""
"13","NCEA Level 3","Bay of Plenty","2023","1","0.745","0.687","1925","1775","2585",""
"13","NCEA Level 3","Bay of Plenty","2024","1","0.743","0.701","2094","1976","2818",""
"13","NCEA Level 3","Canterbury","2015","1","0.693","0.657","3938","3733","5681",""
"13","NCEA Level 3","Canterbury","2016","1","0.694","0.654","3962","3737","5713",""
"13","NCEA Level 3","Canterbury","2017","1","0.702","0.666","4175","3958","5946",""
"13","NCEA Level 3","Canterbury","2018","1","0.702","0.668","4102","3902","5843",""
"13","NCEA Level 3","Canterbury","2019","1","0.703","0.668","4173","3967","5938",""
"13","NCEA Level 3","Canterbury","2020","1","0.739","0.707","4313","4123","5835",""
"13","NCEA Level 3","Canterbury","2021","1","0.728","0.695","4373","4170","6004",""
"13","NCEA Level 3","Canterbury","2022","1","0.74","0.712","4323","4159","5843",""
"13","NCEA Level 3","Canterbury","2023","1","0.717","0.691","4064","3914","5665",""
"13","NCEA Level 3","Canterbury","2024","1","0.74","0.715","4532","4379","6122",""
"13","NCEA Level 3","Gisborne","2015","1","0.52","0.478","262","241","504",""
"13","NCEA Level 3","Gisborne","2016","1","0.525","0.484","285","263","543",""
"13","NCEA Level 3","Gisborne","2017","1","0.573","0.551","262","252","457",""
"13","NCEA Level 3","Gisborne","2018","1","0.57","0.551","270","261","474",""
"13","NCEA Level 3","Gisborne","2019","1","0.584","0.551","268","253","459",""
"13","NCEA Level 3","Gisborne","2020","1","0.655","0.628","290","278","443",""
"13","NCEA Level 3","Gisborne","2021","1","0.609","0.571","270","253","443",""
"13","NCEA Level 3","Gisborne","2022","1","0.568","0.543","235","225","414",""
"13","NCEA Level 3","Gisborne","2023","1","0.59","0.543","248","228","420",""
"13","NCEA Level 3","Gisborne","2024","1","0.611","0.496","275","223","450",""
"13","NCEA Level 3","Hawke's Bay","2015","1","0.695","0.668","1215","1169","1749",""
"13","NCEA Level 3","Hawke's Bay","2016","1","0.691","0.664","1160","1115","1679",""
"13","NCEA Level 3","Hawke's Bay","2017","1","0.716","0.69","1223","1177","1707",""
"13","NCEA Level 3","Hawke's Bay","2018","1","0.705","0.669","1242","1178","1761",""
"13","NCEA Level 3","Hawke's Bay","2019","1","0.717","0.691","1181","1137","1646",""
"13","NCEA Level 3","Hawke's Bay","2020","1","0.775","0.751","1201","1164","1549",""
"13","NCEA Level 3","Hawke's Bay","2021","1","0.758","0.731","1162","1121","1533",""
"13","NCEA Level 3","Hawke's Bay","2022","1","0.733","0.709","1171","1133","1598",""
"13","NCEA Level 3","Hawke's Bay","2023","1","0.741","0.719","1063","1031","1434",""
"13","NCEA Level 3","Hawke's Bay","2024","1","0.749","0.717","1167","1117","1558",""
"13","NCEA Level 3","Manawatu-Whanganui","2015","1","0.62","0.59","1402","1333","2261",""
"13","NCEA Level 3","Manawatu-Whanganui","2016","1","0.627","0.594","1439","1364","2295",""
"13","NCEA Level 3","Manawatu-Whanganui","2017","1","0.639","0.612","1475","1412","2309",""
"13","NCEA Level 3","Manawatu-Whanganui","2018","1","0.638","0.614","1436","1382","2251",""
"13","NCEA Level 3","Manawatu-Whanganui","2019","1","0.673","0.645","1460","1400","2169",""
"13","NCEA Level 3","Manawatu-Whanganui","2020","1","0.676","0.648","1408","1349","2083",""
"13","NCEA Level 3","Manawatu-Whanganui","2021","1","0.688","0.657","1510","1442","2195",""
"13","NCEA Level 3","Manawatu-Whanganui","2022","1","0.653","0.62","1309","1244","2005",""
"13","NCEA Level 3","Manawatu-Whanganui","2023","1","0.636","0.598","1314","1237","2067",""
"13","NCEA Level 3","Manawatu-Whanganui","2024","1","0.65","0.613","1356","1279","2085",""
"13","NCEA Level 3","Marlborough","2015","1","0.598","0.571","248","237","415",""
"13","NCEA Level 3","Marlborough","2016","1","0.638","0.63","231","228","362",""
"13","NCEA Level 3","Marlborough","2017","1","0.592","0.586","216","214","365",""
"13","NCEA Level 3","Marlborough","2018","1","0.586","0.574","187","183","319",""
"13","NCEA Level 3","Marlborough","2019","1","0.718","0.679","219","207","305",""
"13","NCEA Level 3","Marlborough","2020","1","0.685","0.67","226","221","330",""
"13","NCEA Level 3","Marlborough","2021","1","0.689","0.68","222","219","322",""
"13","NCEA Level 3","Marlborough","2022","1","0.634","0.599","180","170","284",""
"13","NCEA Level 3","Marlborough","2023","1","0.713","0.697","228","223","320",""
"13","NCEA Level 3","Marlborough","2024","1","0.711","0.686","226","218","318",""
"13","NCEA Level 3","Nelson","2015","1","0.712","0.704","438","433","615",""
"13","NCEA Level 3","Nelson","2016","1","0.655","0.65","371","368","566",""
"13","NCEA Level 3","Nelson","2017","1","0.704","0.701","447","445","635",""
"13","NCEA Level 3","Nelson","2018","1","0.687","0.684","409","407","595",""
"13","NCEA Level 3","Nelson","2019","1","0.691","0.689","395","394","572",""
"13","NCEA Level 3","Nelson","2020","1","0.786","0.786","437","437","556",""
"13","NCEA Level 3","Nelson","2021","1","0.766","0.762","461","459","602",""
"13","NCEA Level 3","Nelson","2022","1","0.768","0.753","441","432","574",""
"13","NCEA Level 3","Nelson","2023","1","0.763","0.748","396","388","519",""
"13","NCEA Level 3","Nelson","2024","1","0.742","0.735","422","418","569",""
"13","NCEA Level 3","Northland","2015","1","0.6","0.58","880","851","1466",""
"13","NCEA Level 3","Northland","2016","1","0.598","0.573","896","859","1498",""
"13","NCEA Level 3","Northland","2017","1","0.57","0.541","851","809","1494",""
"13","NCEA Level 3","Northland","2018","1","0.583","0.567","834","811","1430",""
"13","NCEA Level 3","Northland","2019","1","0.607","0.603","796","791","1311",""
"13","NCEA Level 3","Northland","2020","1","0.662","0.644","897","873","1355",""
"13","NCEA Level 3","Northland","2021","1","0.681","0.658","958","925","1406",""
"13","NCEA Level 3","Northland","2022","1","0.654","0.617","830","783","1269",""
"13","NCEA Level 3","Northland","2023","1","0.634","0.609","840","807","1325",""
"13","NCEA Level 3","Northland","2024","1","0.653","0.621","957","910","1466",""
"13","NCEA Level 3","Otago","2015","1","0.71","0.703","1413","1398","1989",""
"13","NCEA Level 3","Otago","2016","1","0.712","0.698","1377","1349","1934",""
"13","NCEA Level 3","Otago","2017","1","0.733","0.724","1461","1443","1994",""
"13","NCEA Level 3","Otago","2018","1","0.752","0.736","1500","1469","1995",""
"13","NCEA Level 3","Otago","2019","1","0.745","0.732","1476","1449","1980",""
"13","NCEA Level 3","Otago","2020","1","0.805","0.794","1557","1537","1935",""
"13","NCEA Level 3","Otago","2021","1","0.795","0.783","1571","1548","1976",""
"13","NCEA Level 3","Otago","2022","1","0.772","0.76","1466","1444","1900",""
"13","NCEA Level 3","Otago","2023","1","0.762","0.75","1396","1375","1833",""
"13","NCEA Level 3","Otago","2024","1","0.791","0.779","1596","1573","2018",""
"13","NCEA Level 3","Other","2015","1","0.215","0.1","629","292","2920",""
"13","NCEA Level 3","Other","2016","1","0.231","0.109","640","302","2768",""
"13","NCEA Level 3","Other","2017","1","0.232","0.116","569","283","2449",""
"13","NCEA Level 3","Other","2018","1","0.147","0.127","260","225","1766",""
"13","NCEA Level 3","Other","2019","1","0.165","0.118","289","207","1748",""
"13","NCEA Level 3","Other","2020","1","0.156","0.114","311","228","1993",""
"13","NCEA Level 3","Other","2021","1","0.167","0.1","413","247","2471",""
"13","NCEA Level 3","Other","2022","1","0.139","0.088","363","230","2603",""
"13","NCEA Level 3","Other","2023","1","0.151","0.101","402","268","2660",""
"13","NCEA Level 3","Other","2024","1","0.157","0.082","497","259","3159",""
"13","NCEA Level 3","Southland","2015","1","0.663","0.655","573","566","864",""
"13","NCEA Level 3","Southland","2016","1","0.619","0.606","538","527","869",""
"13","NCEA Level 3","Southland","2017","1","0.616","0.612","527","524","856",""
"13","NCEA Level 3","Southland","2018","1","0.683","0.67","546","536","800",""
"13","NCEA Level 3","Southland","2019","1","0.653","0.648","539","535","825",""
"13","NCEA Level 3","Southland","2020","1","0.691","0.685","537","532","777",""
"13","NCEA Level 3","Southland","2021","1","0.686","0.657","573","549","835",""
"13","NCEA Level 3","Southland","2022","1","0.699","0.695","535","532","765",""
"13","NCEA Level 3","Southland","2023","1","0.668","0.663","509","505","762",""
"13","NCEA Level 3","Southland","2024","1","0.696","0.686","558","550","802",""
"13","NCEA Level 3","Taranaki","2015","1","0.632","0.605","695","665","1099",""
"13","NCEA Level 3","Taranaki","2016","1","0.666","0.638","742","711","1114",""
"13","NCEA Level 3","Taranaki","2017","1","0.645","0.62","727","699","1127",""
"13","NCEA Level 3","Taranaki","2018","1","0.628","0.61","671","651","1068",""
"13","NCEA Level 3","Taranaki","2019","1","0.647","0.627","682","661","1054",""
"13","NCEA Level 3","Taranaki","2020","1","0.74","0.716","779","753","1052",""
"13","NCEA Level 3","Taranaki","2021","1","0.707","0.682","695","670","983",""
"13","NCEA Level 3","Taranaki","2022","1","0.737","0.712","716","692","972",""
"13","NCEA Level 3","Taranaki","2023","1","0.736","0.703","676","646","919",""
"13","NCEA Level 3","Taranaki","2024","1","0.78","0.752","787","759","1009",""
"13","NCEA Level 3","Tasman","2015","1","0.629","0.629","256","256","407",""
"13","NCEA Level 3","Tasman","2016","1","0.613","0.613","220","220","359",""
"13","NCEA Level 3","Tasman","2017","1","0.599","0.587","242","237","404",""
"13","NCEA Level 3","Tasman","2018","1","0.649","0.641","224","221","345",""
"13","NCEA Level 3","Tasman","2019","1","0.666","0.66","247","245","371",""
"13","NCEA Level 3","Tasman","2020","1","0.695","0.684","266","262","383",""
"13","NCEA Level 3","Tasman","2021","1","0.684","0.674","266","262","389",""
"13","NCEA Level 3","Tasman","2022","1","0.693","0.687","248","246","358",""
"13","NCEA Level 3","Tasman","2023","1","0.683","0.664","244","237","357",""
"13","NCEA Level 3","Tasman","2024","1","0.743","0.74","272","271","366",""
"13","NCEA Level 3","Waikato","2015","1","0.6","0.589","2584","2538","4309",""
"13","NCEA Level 3","Waikato","2016","1","0.635","0.62","2677","2610","4213",""
"13","NCEA Level 3","Waikato","2017","1","0.638","0.623","2670","2607","4184",""
"13","NCEA Level 3","Waikato","2018","1","0.642","0.624","2706","2628","4214",""
"13","NCEA Level 3","Waikato","2019","1","0.663","0.643","2683","2603","4047",""
"13","NCEA Level 3","Waikato","2020","1","0.707","0.685","2908","2820","4116",""
"13","NCEA Level 3","Waikato","2021","1","0.71","0.683","2977","2864","4194",""
"13","NCEA Level 3","Waikato","2022","1","0.682","0.657","2744","2644","4025",""
"13","NCEA Level 3","Waikato","2023","1","0.654","0.634","2593","2515","3964",""
"13","NCEA Level 3","Waikato","2024","1","0.688","0.668","2850","2769","4145",""
"13","NCEA Level 3","Wellington","2015","1","0.686","0.676","3516","3464","5126",""
"13","NCEA Level 3","Wellington","2016","1","0.711","0.684","3628","3487","5100",""
"13","NCEA Level 3","Wellington","2017","1","0.715","0.705","3798","3745","5312",""
"13","NCEA Level 3","Wellington","2018","1","0.734","0.726","3810","3769","5192",""
"13","NCEA Level 3","Wellington","2019","1","0.735","0.726","3699","3652","5031",""
"13","NCEA Level 3","Wellington","2020","1","0.771","0.759","3913","3852","5076",""
"13","NCEA Level 3","Wellington","2021","1","0.768","0.756","4034","3973","5253",""
"13","NCEA Level 3","Wellington","2022","1","0.737","0.721","3654","3577","4959",""
"13","NCEA Level 3","Wellington","2023","1","0.746","0.725","3683","3579","4937",""
"13","NCEA Level 3","Wellington","2024","1","0.771","0.756","4080","4001","5291",""
"13","NCEA Level 3","West Coast","2015","1","0.517","0.502","109","106","211",""
"13","NCEA Level 3","West Coast","2016","1","0.5","0.486","104","101","208",""
"13","NCEA Level 3","West Coast","2017","1","0.596","0.585","102","100","171",""
"13","NCEA Level 3","West Coast","2018","1","0.602","0.602","133","133","221",""
"13","NCEA Level 3","West Coast","2019","1","0.569","0.556","123","120","216",""
"13","NCEA Level 3","West Coast","2020","1","0.673","0.668","136","135","202",""
"13","NCEA Level 3","West Coast","2021","1","0.602","0.597","118","117","196",""
"13","NCEA Level 3","West Coast","2022","1","0.673","0.632","115","108","171",""
"13","NCEA Level 3","West Coast","2023","1","0.613","0.562","119","109","194",""
"13","NCEA Level 3","West Coast","2024","1","0.644","0.628","123","120","191",""
"13","University Entrance","Auckland","2015","1","0.503","0.499","8245","8183","16405",""
"13","University Entrance","Auckland","2016","1","0.511","0.505","8309","8219","16274",""
"13","University Entrance","Auckland","2017","1","0.52","0.515","8703","8614","16739",""
"13","University Entrance","Auckland","2018","1","0.513","0.509","8517","8447","16611",""
"13","University Entrance","Auckland","2019","1","0.525","0.521","8369","8307","15937",""
"13","University Entrance","Auckland","2020","1","0.573","0.568","9353","9274","16320",""
"13","University Entrance","Auckland","2021","1","0.581","0.575","9671","9563","16640",""
"13","University Entrance","Auckland","2022","1","0.541","0.533","8834","8706","16342",""
"13","University Entrance","Auckland","2023","1","0.541","0.535","8928","8823","16489",""
"13","University Entrance","Auckland","2024","1","0.553","0.548","9867","9788","17858",""
"13","University Entrance","Bay of Plenty","2015","1","0.463","0.447","1325","1280","2864",""
"13","University Entrance","Bay of Plenty","2016","1","0.476","0.458","1339","1287","2811",""
"13","University Entrance","Bay of Plenty","2017","1","0.447","0.434","1299","1259","2903",""
"13","University Entrance","Bay of Plenty","2018","1","0.44","0.425","1258","1215","2862",""
"13","University Entrance","Bay of Plenty","2019","1","0.439","0.423","1184","1140","2695",""
"13","University Entrance","Bay of Plenty","2020","1","0.542","0.526","1405","1363","2593",""
"13","University Entrance","Bay of Plenty","2021","1","0.471","0.457","1280","1240","2716",""
"13","University Entrance","Bay of Plenty","2022","1","0.467","0.454","1272","1235","2721",""
"13","University Entrance","Bay of Plenty","2023","1","0.511","0.492","1321","1271","2585",""
"13","University Entrance","Bay of Plenty","2024","1","0.493","0.478","1389","1347","2818",""
"13","University Entrance","Canterbury","2015","1","0.552","0.529","3137","3005","5681",""
"13","University Entrance","Canterbury","2016","1","0.562","0.537","3208","3069","5713",""
"13","University Entrance","Canterbury","2017","1","0.548","0.521","3261","3098","5946",""
"13","University Entrance","Canterbury","2018","1","0.543","0.52","3173","3041","5843",""
"13","University Entrance","Canterbury","2019","1","0.531","0.51","3155","3031","5938",""
"13","University Entrance","Canterbury","2020","1","0.582","0.562","3397","3277","5835",""
"13","University Entrance","Canterbury","2021","1","0.543","0.523","3260","3142","6004",""
"13","University Entrance","Canterbury","2022","1","0.567","0.553","3315","3231","5843",""
"13","University Entrance","Canterbury","2023","1","0.548","0.533","3106","3022","5665",""
"13","University Entrance","Canterbury","2024","1","0.562","0.546","3438","3342","6122",""
"13","University Entrance","Gisborne","2015","1","0.3","0.292","151","147","504",""
"13","University Entrance","Gisborne","2016","1","0.302","0.295","164","160","543",""
"13","University Entrance","Gisborne","2017","1","0.328","0.324","150","148","457",""
