"Year Level","Qualification","Region","Academic Year","Typical Level Flag","Cumulative Year Attainment Rate","Current Year Attainment Rate","Cumulative Year Attainment","Current Year Attainment","Total Student Count","Cohort Warning"
"12","NCEA Level 3","Auckland","2016","0","0.005","0.005","101","92","19335",""
"12","NCEA Level 3","Auckland","2017","0","0.007","0.007","140","132","19296",""
"12","NCEA Level 3","Auckland","2018","0","0.006","0.005","109","94","18508",""
"12","NCEA Level 3","Auckland","2019","0","0.006","0.006","119","105","18779",""
"12","NCEA Level 3","Auckland","2020","0","0.011","0.01","206","197","18909",""
"12","NCEA Level 3","Auckland","2021","0","0.013","0.012","244","227","19178",""
"12","NCEA Level 3","Auckland","2022","0","0.012","0.011","236","222","19373",""
"12","NCEA Level 3","Auckland","2023","0","0.008","0.007","165","139","20453",""
"12","NCEA Level 3","Auckland","2024","0","0.01","0.009","209","196","21814",""
"12","NCEA Level 3","Bay of Plenty","2015","0","0.021","0.018","73","63","3497",""
"12","NCEA Level 3","Bay of Plenty","2016","0","0.021","0.019","77","69","3624",""
"12","NCEA Level 3","Bay of Plenty","2017","0","0.025","0.023","90","82","3586",""
"12","NCEA Level 3","Bay of Plenty","2018","0","0.029","0.017","101","60","3539",""
"12","NCEA Level 3","Bay of Plenty","2019","0","0.029","0.019","100","66","3395",""
"12","NCEA Level 3","Bay of Plenty","2020","0","0.035","0.025","123","87","3546",""
"12","NCEA Level 3","Bay of Plenty","2021","0","0.032","0.02","121","76","3731",""
"12","NCEA Level 3","Bay of Plenty","2022","0","0.046","0.034","164","120","3545",""
"12","NCEA Level 3","Bay of Plenty","2023","0","0.038","0.034","140","124","3691",""
"12","NCEA Level 3","Bay of Plenty","2024","0","0.036","0.033","138","126","3867",""
"12","NCEA Level 3","Canterbury","2015","0","0.006","0.006","40","39","6365",""
"12","NCEA Level 3","Canterbury","2016","0","0.007","0.007","47","45","6721",""
"12","NCEA Level 3","Canterbury","2017","0","0.006","0.006","41","39","6665",""
"12","NCEA Level 3","Canterbury","2018","0","0.004","0.004","29","28","6817",""
"12","NCEA Level 3","Canterbury","2019","0","0.007","0.007","45","44","6615",""
"12","NCEA Level 3","Canterbury","2020","0","0.008","0.008","56","54","6793",""
"12","NCEA Level 3","Canterbury","2021","0","0.008","0.008","57","52","6874",""
"12","NCEA Level 3","Canterbury","2022","0","0.011","0.01","75","71","6781",""
"12","NCEA Level 3","Canterbury","2023","0","0.01","0.01","76","72","7243",""
"12","NCEA Level 3","Canterbury","2024","0","0.011","0.01","82","74","7598",""
"12","NCEA Level 3","Gisborne","2015","0","0.013","0.012","8","7","607",""
"12","NCEA Level 3","Gisborne","2016","0","0.007","0.007","4","4","581",""
"12","NCEA Level 3","Gisborne","2017","0","0.008","0.008","5","5","616",""
"12","NCEA Level 3","Gisborne","2018","0","0.015","0.015","9","9","584",""
"12","NCEA Level 3","Gisborne","2019","0","0.012","0.011","7","6","567",""
"12","NCEA Level 3","Gisborne","2020","0","0.016","0.014","9","8","570",""
"12","NCEA Level 3","Gisborne","2021","0","0.019","0.018","11","10","567",""
"12","NCEA Level 3","Gisborne","2022","0","0.02","0.018","12","11","599",""
"12","NCEA Level 3","Gisborne","2023","0","0.036","0.031","21","18","583",""
"12","NCEA Level 3","Gisborne","2024","0","0.024","0.007","14","4","590",""
"12","NCEA Level 3","Hawke's Bay","2015","0","0.019","0.019","40","39","2068",""
"12","NCEA Level 3","Hawke's Bay","2016","0","0.022","0.022","48","48","2139",""
"12","NCEA Level 3","Hawke's Bay","2017","0","0.016","0.015","35","33","2147",""
"12","NCEA Level 3","Hawke's Bay","2018","0","0.014","0.014","30","29","2140",""
"12","NCEA Level 3","Hawke's Bay","2019","0","0.015","0.015","28","28","1921",""
"12","NCEA Level 3","Hawke's Bay","2020","0","0.02","0.019","40","39","2034",""
"12","NCEA Level 3","Hawke's Bay","2021","0","0.013","0.012","28","26","2099",""
"12","NCEA Level 3","Hawke's Bay","2022","0","0.015","0.015","29","29","1931",""
"12","NCEA Level 3","Hawke's Bay","2023","0","0.026","0.025","54","52","2090",""
"12","NCEA Level 3","Hawke's Bay","2024","0","0.024","0.016","52","34","2162",""
"12","NCEA Level 3","Manawatu-Whanganui","2015","0","0.023","0.022","63","62","2779",""
"12","NCEA Level 3","Manawatu-Whanganui","2016","0","0.024","0.023","68","66","2871",""
"12","NCEA Level 3","Manawatu-Whanganui","2017","0","0.018","0.017","52","49","2847",""
"12","NCEA Level 3","Manawatu-Whanganui","2018","0","0.022","0.021","60","57","2740",""
"12","NCEA Level 3","Manawatu-Whanganui","2019","0","0.022","0.022","60","58","2668",""
"12","NCEA Level 3","Manawatu-Whanganui","2020","0","0.026","0.025","71","69","2766",""
"12","NCEA Level 3","Manawatu-Whanganui","2021","0","0.029","0.027","77","73","2690",""
"12","NCEA Level 3","Manawatu-Whanganui","2022","0","0.033","0.031","91","87","2795",""
"12","NCEA Level 3","Manawatu-Whanganui","2023","0","0.032","0.031","87","84","2716",""
"12","NCEA Level 3","Manawatu-Whanganui","2024","0","0.036","0.034","107","102","2990",""
"12","NCEA Level 3","Marlborough","2015","0","0.005","0.005","2","2","433",""
"12","NCEA Level 3","Marlborough","2016","0","0.002","0.002","1","1","435",""
"12","NCEA Level 3","Marlborough","2017","0","0.002","0.002","1","1","414",""
"12","NCEA Level 3","Marlborough","2018","0","0.023","0.023","9","9","383",""
"12","NCEA Level 3","Marlborough","2019","0","0.007","0.007","3","3","424",""
"12","NCEA Level 3","Marlborough","2020","0","0.011","0.009","5","4","440",""
"12","NCEA Level 3","Marlborough","2021","0","0.032","0.032","12","12","374",""
"12","NCEA Level 3","Marlborough","2022","0","0.027","0.027","12","12","442",""
"12","NCEA Level 3","Marlborough","2023","0","0.025","0.025","10","10","403",""
"12","NCEA Level 3","Marlborough","2024","0","0.02","0.02","9","9","447",""
"12","NCEA Level 3","Nelson","2015","0","0.001","0","1","0","703",""
"12","NCEA Level 3","Nelson","2016","0","0.004","0.004","3","3","800",""
"12","NCEA Level 3","Nelson","2017","0","0.003","0.003","2","2","749",""
"12","NCEA Level 3","Nelson","2018","0","0","0","0","0","694",""
"12","NCEA Level 3","Nelson","2019","0","0.003","0.003","2","2","699",""
"12","NCEA Level 3","Nelson","2020","0","0.003","0.003","2","2","712",""
"12","NCEA Level 3","Nelson","2021","0","0.012","0.012","9","9","722",""
"12","NCEA Level 3","Nelson","2022","0","0.009","0.009","6","6","700",""
"12","NCEA Level 3","Nelson","2023","0","0.004","0.004","3","3","706",""
"12","NCEA Level 3","Nelson","2024","0","0.003","0.001","2","1","747",""
"12","NCEA Level 3","Northland","2015","0","0.015","0.013","28","25","1897",""
"12","NCEA Level 3","Northland","2016","0","0.017","0.016","35","33","2014",""
"12","NCEA Level 3","Northland","2017","0","0.01","0.01","20","19","1987",""
"12","NCEA Level 3","Northland","2018","0","0.007","0.007","13","13","1786",""
"12","NCEA Level 3","Northland","2019","0","0.009","0.009","17","17","1838",""
"12","NCEA Level 3","Northland","2020","0","0.026","0.026","48","48","1865",""
"12","NCEA Level 3","Northland","2021","0","0.025","0.023","45","41","1805",""
"12","NCEA Level 3","Northland","2022","0","0.023","0.022","43","41","1888",""
"12","NCEA Level 3","Northland","2023","0","0.027","0.025","55","51","2035",""
"12","NCEA Level 3","Northland","2024","0","0.013","0.012","26","24","1948",""
"12","NCEA Level 3","Otago","2015","0","0.002","0.002","4","4","2208",""
"12","NCEA Level 3","Otago","2016","0","0.01","0.009","23","22","2357",""
"12","NCEA Level 3","Otago","2017","0","0.004","0.004","10","10","2434",""
"12","NCEA Level 3","Otago","2018","0","0.005","0.005","12","11","2299",""
"12","NCEA Level 3","Otago","2019","0","0.006","0.005","13","12","2290",""
"12","NCEA Level 3","Otago","2020","0","0.008","0.007","18","17","2291",""
"12","NCEA Level 3","Otago","2021","0","0.009","0.009","22","21","2331",""
"12","NCEA Level 3","Otago","2022","0","0.01","0.01","23","22","2258",""
"12","NCEA Level 3","Otago","2023","0","0.01","0.009","25","23","2456",""
"12","NCEA Level 3","Otago","2024","0","0.006","0.006","16","14","2524",""
"12","NCEA Level 3","Other","2015","0","0.009","0.009","15","15","1684",""
"12","NCEA Level 3","Other","2016","0","0.009","0.007","14","11","1612",""
"12","NCEA Level 3","Other","2017","0","0.01","0.009","16","14","1566",""
"12","NCEA Level 3","Other","2018","0","0.015","0.014","22","20","1441",""
"12","NCEA Level 3","Other","2019","0","0.004","0.002","7","4","1617",""
"12","NCEA Level 3","Other","2020","0","0.009","0.006","16","10","1813",""
"12","NCEA Level 3","Other","2021","0","0.006","0.004","12","8","1901",""
"12","NCEA Level 3","Other","2022","0","0.006","0.005","16","13","2482",""
"12","NCEA Level 3","Other","2023","0","0.008","0.006","21","15","2610",""
"12","NCEA Level 3","Other","2024","0","0.006","0.003","16","10","2880",""
"12","NCEA Level 3","Southland","2015","0","0.013","0.013","14","14","1118",""
"12","NCEA Level 3","Southland","2016","0","0.006","0.004","7","4","1107",""
"12","NCEA Level 3","Southland","2017","0","0.012","0.008","13","9","1114",""
"12","NCEA Level 3","Southland","2018","0","0.004","0.004","4","4","1112",""
"12","NCEA Level 3","Southland","2019","0","0.003","0.002","3","2","1050",""
"12","NCEA Level 3","Southland","2020","0","0.006","0.006","6","6","1084",""
"12","NCEA Level 3","Southland","2021","0","0.004","0.004","4","4","1129",""
"12","NCEA Level 3","Southland","2022","0","0.007","0.007","8","8","1098",""
"12","NCEA Level 3","Southland","2023","0","0.014","0.013","16","15","1118",""
"12","NCEA Level 3","Southland","2024","0","0.01","0.009","12","11","1200",""
"12","NCEA Level 3","Taranaki","2015","0","0.02","0.02","29","29","1463",""
"12","NCEA Level 3","Taranaki","2016","0","0.023","0.022","32","31","1408",""
"12","NCEA Level 3","Taranaki","2017","0","0.011","0.011","15","15","1364",""
"12","NCEA Level 3","Taranaki","2018","0","0.013","0.013","18","18","1349",""
"12","NCEA Level 3","Taranaki","2019","0","0.014","0.014","19","19","1327",""
"12","NCEA Level 3","Taranaki","2020","0","0.017","0.017","22","22","1321",""
"12","NCEA Level 3","Taranaki","2021","0","0.026","0.025","35","33","1335",""
"12","NCEA Level 3","Taranaki","2022","0","0.022","0.022","30","30","1378",""
"12","NCEA Level 3","Taranaki","2023","0","0.029","0.029","41","41","1416",""
"12","NCEA Level 3","Taranaki","2024","0","0.039","0.037","57","54","1473",""
"12","NCEA Level 3","Tasman","2015","0","0.002","0.002","1","1","461",""
"12","NCEA Level 3","Tasman","2016","0","0.002","0","1","0","520",""
"12","NCEA Level 3","Tasman","2017","0","0.006","0.006","3","3","497",""
"12","NCEA Level 3","Tasman","2018","0","0.004","0.004","2","2","513",""
"12","NCEA Level 3","Tasman","2019","0","0.012","0.012","6","6","501",""
"12","NCEA Level 3","Tasman","2020","0","0.007","0.007","4","4","534",""
"12","NCEA Level 3","Tasman","2021","0","0.008","0.008","4","4","525",""
"12","NCEA Level 3","Tasman","2022","0","0.012","0.01","6","5","497",""
"12","NCEA Level 3","Tasman","2023","0","0.017","0.015","9","8","529",""
"12","NCEA Level 3","Tasman","2024","0","0.01","0.01","5","5","508",""
"12","NCEA Level 3","Waikato","2015","0","0.008","0.007","42","37","5209",""
"12","NCEA Level 3","Waikato","2016","0","0.011","0.011","60","58","5317",""
"12","NCEA Level 3","Waikato","2017","0","0.015","0.014","84","76","5478",""
"12","NCEA Level 3","Waikato","2018","0","0.015","0.014","81","73","5280",""
"12","NCEA Level 3","Waikato","2019","0","0.014","0.013","76","68","5330",""
"12","NCEA Level 3","Waikato","2020","0","0.022","0.021","119","111","5381",""
"12","NCEA Level 3","Waikato","2021","0","0.023","0.021","125","116","5543",""
"12","NCEA Level 3","Waikato","2022","0","0.019","0.017","104","96","5568",""
"12","NCEA Level 3","Waikato","2023","0","0.019","0.017","104","94","5617",""
"12","NCEA Level 3","Waikato","2024","0","0.015","0.012","93","74","6064",""
"12","NCEA Level 3","Wellington","2015","0","0.007","0.007","38","37","5644",""
"12","NCEA Level 3","Wellington","2016","0","0.008","0.008","47","46","5886",""
"12","NCEA Level 3","Wellington","2017","0","0.005","0.005","31","30","5959",""
"12","NCEA Level 3","Wellington","2018","0","0.008","0.008","47","45","5811",""
"12","NCEA Level 3","Wellington","2019","0","0.009","0.009","53","51","5818",""
"12","NCEA Level 3","Wellington","2020","0","0.011","0.01","67","62","5963",""
"12","NCEA Level 3","Wellington","2021","0","0.016","0.015","93","86","5915",""
"12","NCEA Level 3","Wellington","2022","0","0.019","0.017","112","97","5837",""
"12","NCEA Level 3","Wellington","2023","0","0.017","0.016","102","96","6137",""
"12","NCEA Level 3","Wellington","2024","0","0.012","0.011","76","69","6315",""
"12","NCEA Level 3","West Coast","2015","0","0.01","0.01","3","3","292",""
"12","NCEA Level 3","West Coast","2016","0","0.007","0.004","2","1","267",""
"12","NCEA Level 3","West Coast","2017","0","0.009","0.006","3","2","326",""
"12","NCEA Level 3","West Coast","2018","0","0.007","0.007","2","2","282",""
"12","NCEA Level 3","West Coast","2019","0","0.004","0.004","1","1","262",""
"12","NCEA Level 3","West Coast","2020","0","0.022","0.022","6","6","270",""
"12","NCEA Level 3","West Coast","2021","0","0.037","0.037","10","10","267",""
"12","NCEA Level 3","West Coast","2022","0","0.057","0.057","17","17","299",""
"12","NCEA Level 3","West Coast","2023","0","0.03","0.026","8","7","271",""
"12","NCEA Level 3","West Coast","2024","0","0.026","0.023","8","7","308",""
"12","University Entrance","Auckland","2015","0","0.004","0.004","79","75","18722",""
"12","University Entrance","Auckland","2016","0","0.004","0.004","75","72","19335",""
"12","University Entrance","Auckland","2017","0","0.004","0.004","75","73","19296",""
"12","University Entrance","Auckland","2018","0","0.003","0.003","61","59","18508",""
"12","University Entrance","Auckland","2019","0","0.004","0.004","68","68","18779",""
"12","University Entrance","Auckland","2020","0","0.006","0.006","108","107","18909",""
"12","University Entrance","Auckland","2021","0","0.006","0.006","124","120","19178",""
"12","University Entrance","Auckland","2022","0","0.005","0.005","100","99","19373",""
"12","University Entrance","Auckland","2023","0","0.003","0.003","70","60","20453",""
"12","University Entrance","Auckland","2024","0","0.003","0.003","67","63","21814",""
"12","University Entrance","Bay of Plenty","2015","0","0.015","0.015","52","52","3497",""
"12","University Entrance","Bay of Plenty","2016","0","0.01","0.01","37","35","3624",""
"12","University Entrance","Bay of Plenty","2017","0","0.013","0.013","47","47","3586",""
"12","University Entrance","Bay of Plenty","2018","0","0.013","0.013","46","45","3539",""
"12","University Entrance","Bay of Plenty","2019","0","0.011","0.011","38","38","3395",""
"12","University Entrance","Bay of Plenty","2020","0","0.012","0.012","42","42","3546",""
"12","University Entrance","Bay of Plenty","2021","0","0.011","0.011","41","40","3731",""
"12","University Entrance","Bay of Plenty","2022","0","0.015","0.014","52","50","3545",""
"12","University Entrance","Bay of Plenty","2023","0","0.01","0.01","38","37","3691",""
"12","University Entrance","Bay of Plenty","2024","0","0.012","0.012","48","47","3867",""
"12","University Entrance","Canterbury","2015","0","0.002","0.002","12","10","6365",""
"12","University Entrance","Canterbury","2016","0","0.004","0.004","29","28","6721",""
"12","University Entrance","Canterbury","2017","0","0.004","0.003","24","23","6665",""
"12","University Entrance","Canterbury","2018","0","0.002","0.001","11","10","6817",""
"12","University Entrance","Canterbury","2019","0","0.003","0.003","18","18","6615",""
"12","University Entrance","Canterbury","2020","0","0.003","0.003","19","18","6793",""
"12","University Entrance","Canterbury","2021","0","0.002","0.002","17","16","6874",""
"12","University Entrance","Canterbury","2022","0","0.004","0.004","24","24","6781",""
"12","University Entrance","Canterbury","2023","0","0.003","0.003","25","25","7243",""
"12","University Entrance","Canterbury","2024","0","0.004","0.004","29","28","7598",""
"12","University Entrance","Gisborne","2015","0","0.005","0.005","3","3","607",""
"12","University Entrance","Gisborne","2016","0","0","0","0","0","581",""
"12","University Entrance","Gisborne","2017","0","0.003","0.003","2","2","616",""
"12","University Entrance","Gisborne","2018","0","0.003","0.003","2","2","584",""
"12","University Entrance","Gisborne","2019","0","0.004","0.002","2","1","567",""
"12","University Entrance","Gisborne","2020","0","0.002","0.002","1","1","570",""
"12","University Entrance","Gisborne","2021","0","0.005","0.005","3","3","567",""
"12","University Entrance","Gisborne","2022","0","0.007","0.007","4","4","599",""
"12","University Entrance","Gisborne","2023","0","0.002","0.002","1","1","583",""
"12","University Entrance","Gisborne","2024","0","0.005","0.005","3","3","590",""
"12","University Entrance","Hawke's Bay","2015","0","0.011","0.011","22","22","2068",""
"12","University Entrance","Hawke's Bay","2016","0","0.016","0.016","35","35","2139",""
"12","University Entrance","Hawke's Bay","2017","0","0.008","0.008","17","17","2147",""
"12","University Entrance","Hawke's Bay","2018","0","0.011","0.01","23","22","2140",""
"12","University Entrance","Hawke's Bay","2019","0","0.012","0.012","23","23","1921",""
"12","University Entrance","Hawke's Bay","2020","0","0.011","0.011","23","22","2034",""
"12","University Entrance","Hawke's Bay","2021","0","0.009","0.008","18","17","2099",""
"12","University Entrance","Hawke's Bay","2022","0","0.009","0.009","18","18","1931",""
"12","University Entrance","Hawke's Bay","2023","0","0.008","0.008","17","17","2090",""
"12","University Entrance","Hawke's Bay","2024","0","0.008","0.008","18","17","2162",""
"12","University Entrance","Manawatu-Whanganui","2015","0","0.018","0.018","50","50","2779",""
"12","University Entrance","Manawatu-Whanganui","2016","0","0.022","0.022","64","63","2871",""
"12","University Entrance","Manawatu-Whanganui","2017","0","0.011","0.011","32","30","2847",""
"12","University Entrance","Manawatu-Whanganui","2018","0","0.018","0.018","50","49","2740",""
"12","University Entrance","Manawatu-Whanganui","2019","0","0.019","0.018","50","48","2668",""
"12","University Entrance","Manawatu-Whanganui","2020","0","0.017","0.017","46","46","2766",""
"12","University Entrance","Manawatu-Whanganui","2021","0","0.016","0.016","44","43","2690",""
"12","University Entrance","Manawatu-Whanganui","2022","0","0.016","0.016","46","46","2795",""
"12","University Entrance","Manawatu-Whanganui","2023","0","0.016","0.016","43","43","2716",""
"12","University Entrance","Manawatu-Whanganui","2024","0","0.018","0.018","54","53","2990",""
"12","University Entrance","Marlborough","2015","0","0.005","0.005","2","2","433",""
"12","University Entrance","Marlborough","2016","0","0.007","0.007","3","3","435",""
"12","University Entrance","Marlborough","2017","0","0.002","0.002","1","1","414",""
"12","University Entrance","Marlborough","2018","0","0.003","0.003","1","1","383",""
"12","University Entrance","Marlborough","2019","0","0","0","0","0","424",""
"12","University Entrance","Marlborough","2020","0","0","0","0","0","440",""
"12","University Entrance","Marlborough","2021","0","0.019","0.019","7","7","374",""
"12","University Entrance","Marlborough","2022","0","0.007","0.007","3","3","442",""
"12","University Entrance","Marlborough","2023","0","0.01","0.01","4","4","403",""
"12","University Entrance","Marlborough","2024","0","0.009","0.009","4","4","447",""
"12","University Entrance","Nelson","2015","0","0","0","0","0","703",""
"12","University Entrance","Nelson","2016","0","0.006","0.006","5","5","800",""
"12","University Entrance","Nelson","2017","0","0","0","0","0","749",""
"12","University Entrance","Nelson","2018","0","0","0","0","0","694",""
"12","University Entrance","Nelson","2019","0","0","0","0","0","699",""
"12","University Entrance","Nelson","2020","0","0","0","0","0","712",""
"12","University Entrance","Nelson","2021","0","0.001","0.001","1","1","722",""
"12","University Entrance","Nelson","2022","0","0.004","0.004","3","3","700",""
"12","University Entrance","Nelson","2023","0","0.001","0.001","1","1","706",""
"12","University Entrance","Nelson","2024","0","0","0","0","0","747",""
"12","University Entrance","Northland","2015","0","0.004","0.003","7","5","1897",""
"12","University Entrance","Northland","2016","0","0.001","0.001","3","2","2014",""
"12","University Entrance","Northland","2017","0","0","0","0","0","1987",""
"12","University Entrance","Northland","2018","0","0.001","0.001","1","1","1786",""
"12","University Entrance","Northland","2019","0","0.003","0.003","5","5","1838",""
"12","University Entrance","Northland","2020","0","0.004","0.004","7","7","1865",""
"12","University Entrance","Northland","2021","0","0.002","0.001","3","2","1805",""
"12","University Entrance","Northland","2022","0","0.002","0.002","4","3","1888",""
"12","University Entrance","Northland","2023","0","0.002","0.001","4","3","2035",""
"12","University Entrance","Northland","2024","0","0.001","0.001","2","2","1948",""
"12","University Entrance","Otago","2015","0","0.001","0.001","3","3","2208",""
"12","University Entrance","Otago","2016","0","0.004","0.004","9","9","2357",""
"12","University Entrance","Otago","2017","0","0.002","0.002","4","4","2434",""
"12","University Entrance","Otago","2018","0","0.004","0.004","9","9","2299",""
"12","University Entrance","Otago","2019","0","0.003","0.003","8","8","2290",""
"12","University Entrance","Otago","2020","0","0.005","0.005","12","11","2291",""
"12","University Entrance","Otago","2021","0","0.005","0.005","11","11","2331",""
"12","University Entrance","Otago","2022","0","0.004","0.004","10","9","2258",""
"12","University Entrance","Otago","2023","0","0.007","0.007","17","17","2456",""
"12","University Entrance","Otago","2024","0","0.003","0.003","8","8","2524",""
"12","University Entrance","Other","2015","0","0.002","0.002","3","3","1684",""
"12","University Entrance","Other","2016","0","0.002","0.001","3","2","1612",""
"12","University Entrance","Other","2017","0","0.004","0.004","7","6","1566",""
"12","University Entrance","Other","2018","0","0.008","0.007","12","10","1441",""
"12","University Entrance","Other","2019","0","0.002","0.001","3","1","1617",""
"12","University Entrance","Other","2020","0","0.004","0.003","7","5","1813",""
"12","University Entrance","Other","2021","0","0.003","0.002","5","4","1901",""
"12","University Entrance","Other","2022","0","0.003","0.003","8","7","2482",""
"12","University Entrance","Other","2023","0","0.004","0.003","11","8","2610",""
"12","University Entrance","Other","2024","0","0.002","0.001","6","4","2880",""
"12","University Entrance","Southland","2015","0","0.004","0.004","4","4","1118",""
"12","University Entrance","Southland","2016","0","0","0","0","0","1107",""
"12","University Entrance","Southland","2017","0","0.004","0.002","4","2","1114",""
"12","University Entrance","Southland","2018","0","0","0","0","0","1112",""
"12","University Entrance","Southland","2019","0","0.001","0.001","1","1","1050",""
"12","University Entrance","Southland","2020","0","0.002","0.002","2","2","1084",""
"12","University Entrance","Southland","2021","0","0","0","0","0","1129",""
"12","University Entrance","Southland","2022","0","0.001","0.001","1","1","1098",""
"12","University Entrance","Southland","2023","0","0.002","0.002","2","2","1118",""
"12","University Entrance","Southland","2024","0","0.001","0.001","1","1","1200",""
"12","University Entrance","Taranaki","2015","0","0.011","0.011","16","16","1463",""
"12","University Entrance","Taranaki","2016","0","0.016","0.016","23","23","1408",""
"12","University Entrance","Taranaki","2017","0","0.007","0.007","9","9","1364",""
"12","University Entrance","Taranaki","2018","0","0.008","0.008","11","11","1349",""
"12","University Entrance","Taranaki","2019","0","0.011","0.011","15","15","1327",""
"12","University Entrance","Taranaki","2020","0","0.006","0.006","8","8","1321",""
"12","University Entrance","Taranaki","2021","0","0.01","0.009","13","12","1335",""
"12","University Entrance","Taranaki","2022","0","0.004","0.004","6","6","1378",""
"12","University Entrance","Taranaki","2023","0","0.008","0.008","12","12","1416",""
"12","University Entrance","Taranaki","2024","0","0.009","0.009","13","13","1473",""
"12","University Entrance","Tasman","2015","0","0","0","0","0","461",""
"12","University Entrance","Tasman","2016","0","0","0","0","0","520",""
"12","University Entrance","Tasman","2017","0","0","0","0","0","497",""
"12","University Entrance","Tasman","2018","0","0.002","0.002","1","1","513",""
"12","University Entrance","Tasman","2019","0","0.002","0.002","1","1","501",""
"12","University Entrance","Tasman","2020","0","0.006","0.006","3","3","534",""
"12","University Entrance","Tasman","2021","0","0.002","0.002","1","1","525",""
"12","University Entrance","Tasman","2022","0","0.002","0.002","1","1","497",""
"12","University Entrance","Tasman","2023","0","0","0","0","0","529",""
"12","University Entrance","Tasman","2024","0","0","0","0","0","508",""
"12","University Entrance","Waikato","2015","0","0.003","0.003","16","14","5209",""
"12","University Entrance","Waikato","2016","0","0.005","0.005","26","25","5317",""
"12","University Entrance","Waikato","2017","0","0.005","0.005","25","25","5478",""
"12","University Entrance","Waikato","2018","0","0.003","0.003","18","18","5280",""
"12","University Entrance","Waikato","2019","0","0.003","0.003","16","15","5330",""
"12","University Entrance","Waikato","2020","0","0.002","0.002","13","13","5381",""
"12","University Entrance","Waikato","2021","0","0.003","0.003","19","19","5543",""
"12","University Entrance","Waikato","2022","0","0.005","0.005","27","26","5568",""
"12","University Entrance","Waikato","2023","0","0.004","0.004","22","21","5617",""
"12","University Entrance","Waikato","2024","0","0.003","0.003","16","16","6064",""
"12","University Entrance","Wellington","2015","0","0.005","0.005","30","30","5644",""
"12","University Entrance","Wellington","2016","0","0.009","0.009","53","53","5886",""
"12","University Entrance","Wellington","2017","0","0.004","0.004","23","23","5959",""
"12","University Entrance","Wellington","2018","0","0.004","0.004","26","24","5811",""
"12","University Entrance","Wellington","2019","0","0.006","0.006","32","32","5818",""
"12","University Entrance","Wellington","2020","0","0.006","0.006","38","37","5963",""
"12","University Entrance","Wellington","2021","0","0.008","0.008","46","46","5915",""
"12","University Entrance","Wellington","2022","0","0.007","0.007","43","41","5837",""
"12","University Entrance","Wellington","2023","0","0.007","0.007","46","46","6137",""
"12","University Entrance","Wellington","2024","0","0.004","0.004","27","27","6315",""
"12","University Entrance","West Coast","2015","0","0.003","0.003","1","1","292",""
"12","University Entrance","West Coast","2016","0","0.004","0","1","0","267",""
"12","University Entrance","West Coast","2017","0","0.003","0.003","1","1","326",""
"12","University Entrance","West Coast","2018","0","0","0","0","0","282",""
"12","University Entrance","West Coast","2019","0","0.004","0.004","1","1","262",""
"12","University Entrance","West Coast","2020","0","0.004","0.004","1","1","270",""
"12","University Entrance","West Coast","2021","0","0","0","0","0","267",""
"12","University Entrance","West Coast","2022","0","0","0","0","0","299",""
"12","University Entrance","West Coast","2023","0","0","0","0","0","271",""
"12","University Entrance","West Coast","2024","0","0","0","0","0","308",""
"13","NCEA Level 2","Auckland","2015","0","0.851","0.08","13958","1308","16405",""
"13","NCEA Level 2","Auckland","2016","0","0.856","0.077","13929","1250","16274",""
"13","NCEA Level 2","Auckland","2017","0","0.863","0.062","14443","1040","16739",""
"13","NCEA Level 2","Auckland","2018","0","0.868","0.062","14419","1029","16611",""
"13","NCEA Level 2","Auckland","2019","0","0.869","0.067","13856","1072","15937",""
"13","NCEA Level 2","Auckland","2020","0","0.883","0.072","14417","1167","16320",""
"13","NCEA Level 2","Auckland","2021","0","0.882","0.047","14671","786","16640",""
"13","NCEA Level 2","Auckland","2022","0","0.87","0.05","14213","820","16342",""
"13","NCEA Level 2","Auckland","2023","0","0.866","0.07","14276","1162","16489",""
"13","NCEA Level 2","Auckland","2024","0","0.855","0.091","15271","1632","17858",""
"13","NCEA Level 2","Bay of Plenty","2015","0","0.929","0.084","2661","240","2864",""
"13","NCEA Level 2","Bay of Plenty","2016","0","0.933","0.075","2624","212","2811",""
"13","NCEA Level 2","Bay of Plenty","2017","0","0.938","0.067","2724","194","2903",""
"13","NCEA Level 2","Bay of Plenty","2018","0","0.934","0.053","2672","153","2862",""
"13","NCEA Level 2","Bay of Plenty","2019","0","0.939","0.06","2531","162","2695",""
"13","NCEA Level 2","Bay of Plenty","2020","0","0.946","0.06","2454","156","2593",""
"13","NCEA Level 2","Bay of Plenty","2021","0","0.943","0.039","2562","107","2716",""
"13","NCEA Level 2","Bay of Plenty","2022","0","0.944","0.038","2568","104","2721",""
"13","NCEA Level 2","Bay of Plenty","2023","0","0.933","0.044","2413","114","2585",""
"13","NCEA Level 2","Bay of Plenty","2024","0","0.929","0.061","2619","173","2818",""
"13","NCEA Level 2","Canterbury","2015","0","0.922","0.057","5240","324","5681",""
"13","NCEA Level 2","Canterbury","2016","0","0.921","0.063","5264","362","5713",""
"13","NCEA Level 2","Canterbury","2017","0","0.929","0.059","5525","348","5946",""
"13","NCEA Level 2","Canterbury","2018","0","0.924","0.058","5401","339","5843",""
"13","NCEA Level 2","Canterbury","2019","0","0.924","0.066","5485","394","5938",""
"13","NCEA Level 2","Canterbury","2020","0","0.923","0.068","5383","397","5835",""
