Secondary Subject,Level,Gender,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Chinese,Level 3,Male,2015,64,408,0.017,224,0.012,1360,0.064,0.169,0.256,0.511,87,230,348,695,
Chinese,Level 3,Male,2016,78,470,0.019,350,0.019,1778,0.033,0.17,0.294,0.504,58,302,522,896,
Chinese,Level 3,Male,2017,71,499,0.02,363,0.02,1881,0.052,0.189,0.256,0.503,98,355,481,947,
Chinese,Level 3,Male,2018,76,538,0.021,413,0.022,2113,0.062,0.168,0.232,0.537,132,356,490,1135,
Chinese,Level 3,Male,2019,71,586,0.023,448,0.025,2275,0.053,0.188,0.236,0.524,120,427,537,1191,
Chinese,Level 3,Male,2020,69,480,0.018,381,0.021,1895,0.071,0.166,0.221,0.542,135,315,418,1027,
Chinese,Level 3,Male,2021,72,455,0.018,353,0.02,1786,0.024,0.097,0.235,0.644,43,173,419,1151,
Chinese,Level 3,Male,2022,72,491,0.019,399,0.023,2000,0.051,0.172,0.222,0.555,102,344,444,1110,
Chinese,Level 3,Male,2023,54,332,0.013,269,0.015,1315,0.065,0.163,0.236,0.535,86,215,310,704,
Chinese,Level 3,Male,2024,65,339,0.012,260,0.013,1326,0.072,0.171,0.229,0.527,96,227,304,699,
Chinese (Mandarin),Level 1,Female,2024,49,396,0.012,175,0.008,948,0.127,0.214,0.218,0.441,120,203,207,418,
Chinese (Mandarin),Level 1,Male,2024,47,246,0.007,109,0.005,600,0.24,0.243,0.178,0.338,144,146,107,203,
Classical Studies,Level 1,Female,2015,37,769,0.021,255,0.009,1594,0.109,0.273,0.298,0.321,173,435,475,511,
Classical Studies,Level 1,Female,2016,41,847,0.024,265,0.009,1721,0.08,0.243,0.338,0.34,137,418,581,585,
Classical Studies,Level 1,Female,2017,45,915,0.026,257,0.009,1837,0.091,0.279,0.324,0.306,167,512,596,562,
Classical Studies,Level 1,Female,2018,47,865,0.025,299,0.011,1828,0.084,0.252,0.329,0.335,153,461,602,612,
Classical Studies,Level 1,Female,2019,51,851,0.02,235,0.008,1574,0.102,0.321,0.299,0.278,161,506,470,437,
Classical Studies,Level 1,Female,2020,56,1107,0.024,310,0.012,2052,0.122,0.312,0.291,0.274,251,640,598,563,
Classical Studies,Level 1,Female,2021,52,902,0.02,301,0.011,1812,0.106,0.275,0.318,0.301,192,498,577,545,
Classical Studies,Level 1,Female,2022,45,809,0.017,273,0.011,1676,0.124,0.293,0.301,0.282,208,491,504,473,
Classical Studies,Level 1,Female,2023,44,797,0.017,313,0.011,1823,0.111,0.313,0.3,0.276,202,571,547,503,
Classical Studies,Level 1,Male,2015,35,493,0.013,232,0.008,1227,0.195,0.4,0.244,0.161,239,491,299,198,
Classical Studies,Level 1,Male,2016,43,605,0.016,292,0.01,1524,0.148,0.407,0.278,0.168,225,620,423,256,
Classical Studies,Level 1,Male,2017,47,660,0.018,258,0.009,1570,0.158,0.378,0.279,0.185,248,593,438,291,
Classical Studies,Level 1,Male,2018,46,504,0.014,210,0.007,1157,0.158,0.376,0.283,0.183,183,435,327,212,
Classical Studies,Level 1,Male,2019,52,723,0.017,222,0.008,1456,0.166,0.337,0.281,0.216,242,491,409,314,
Classical Studies,Level 1,Male,2020,55,975,0.02,270,0.01,1782,0.172,0.393,0.246,0.189,306,701,439,336,
Classical Studies,Level 1,Male,2021,46,610,0.013,202,0.008,1246,0.172,0.386,0.227,0.215,214,481,283,268,
Classical Studies,Level 1,Male,2022,41,574,0.012,210,0.008,1277,0.17,0.373,0.283,0.174,217,476,362,222,
Classical Studies,Level 1,Male,2023,43,522,0.011,185,0.007,1158,0.161,0.456,0.225,0.157,187,528,261,182,
Classical Studies,Level 2,Female,2015,145,2440,0.07,1904,0.073,8163,0.13,0.318,0.297,0.255,1062,2595,2425,2081,
Classical Studies,Level 2,Female,2016,154,2467,0.068,1967,0.073,8258,0.138,0.323,0.289,0.25,1138,2670,2388,2062,
Classical Studies,Level 2,Female,2017,139,2477,0.068,1843,0.069,7832,0.147,0.303,0.29,0.26,1151,2377,2271,2033,
Classical Studies,Level 2,Female,2018,132,2209,0.062,1553,0.06,6565,0.145,0.312,0.283,0.26,951,2051,1859,1704,
Classical Studies,Level 2,Female,2019,134,2174,0.061,1490,0.058,6414,0.133,0.316,0.28,0.271,853,2028,1793,1740,
Classical Studies,Level 2,Female,2020,133,2127,0.06,1493,0.059,6271,0.136,0.311,0.283,0.27,852,1949,1775,1695,
Classical Studies,Level 2,Female,2021,139,2221,0.064,1420,0.058,6306,0.108,0.297,0.295,0.3,678,1875,1863,1890,
Classical Studies,Level 2,Female,2022,136,2182,0.065,1348,0.057,6036,0.138,0.292,0.281,0.288,834,1764,1698,1740,
Classical Studies,Level 2,Female,2023,140,2415,0.068,1619,0.064,7001,0.121,0.293,0.301,0.285,848,2051,2104,1998,
Classical Studies,Level 2,Female,2024,135,2447,0.062,1583,0.058,7021,0.115,0.297,0.314,0.274,809,2084,2205,1923,
Classical Studies,Level 2,Male,2015,123,1509,0.043,1164,0.046,4931,0.22,0.407,0.236,0.137,1085,2008,1164,674,
Classical Studies,Level 2,Male,2016,117,1270,0.035,1034,0.041,4317,0.219,0.372,0.238,0.171,946,1606,1027,738,
Classical Studies,Level 2,Male,2017,128,1358,0.037,1001,0.04,4235,0.225,0.375,0.237,0.163,951,1589,1003,692,
Classical Studies,Level 2,Male,2018,121,1275,0.036,841,0.035,3704,0.21,0.378,0.234,0.178,779,1400,866,659,
Classical Studies,Level 2,Male,2019,115,1256,0.035,812,0.034,3573,0.219,0.36,0.244,0.178,782,1285,871,635,
Classical Studies,Level 2,Male,2020,118,1275,0.036,809,0.034,3563,0.212,0.368,0.234,0.187,754,1310,833,666,
Classical Studies,Level 2,Male,2021,115,1326,0.038,767,0.034,3529,0.198,0.388,0.23,0.185,698,1368,811,652,
Classical Studies,Level 2,Male,2022,116,1211,0.036,678,0.031,3189,0.234,0.382,0.232,0.151,746,1219,741,483,
Classical Studies,Level 2,Male,2023,120,1394,0.039,802,0.033,3761,0.201,0.385,0.243,0.171,755,1449,914,643,
Classical Studies,Level 2,Male,2024,113,1449,0.037,845,0.032,4023,0.18,0.411,0.239,0.17,724,1654,962,683,
Classical Studies,Level 3,Female,2015,178,3021,0.116,2539,0.121,10104,0.165,0.312,0.272,0.251,1667,3152,2752,2533,
Classical Studies,Level 3,Female,2016,193,3100,0.118,2547,0.121,10106,0.166,0.29,0.281,0.263,1678,2930,2840,2658,
Classical Studies,Level 3,Female,2017,181,3055,0.11,2388,0.109,9625,0.164,0.296,0.283,0.257,1577,2847,2728,2473,
Classical Studies,Level 3,Female,2018,165,2762,0.098,2144,0.099,8470,0.167,0.292,0.276,0.265,1416,2471,2341,2242,
Classical Studies,Level 3,Female,2019,157,2519,0.089,1949,0.091,7714,0.144,0.284,0.283,0.289,1112,2194,2182,2226,
Classical Studies,Level 3,Female,2020,157,2272,0.08,1428,0.069,6269,0.148,0.291,0.264,0.297,928,1824,1658,1859,
Classical Studies,Level 3,Female,2021,157,2384,0.083,1633,0.076,6850,0.107,0.281,0.286,0.325,735,1927,1962,2226,
Classical Studies,Level 3,Female,2022,145,2062,0.074,1288,0.064,5691,0.153,0.266,0.27,0.312,870,1513,1534,1774,
Classical Studies,Level 3,Female,2023,148,2173,0.08,1519,0.075,6268,0.137,0.284,0.286,0.293,861,1779,1790,1838,
Classical Studies,Level 3,Female,2024,148,2159,0.072,1564,0.071,6321,0.112,0.272,0.294,0.322,708,1719,1860,2034,
Classical Studies,Level 3,Male,2015,157,1987,0.083,1619,0.089,6564,0.231,0.371,0.234,0.165,1514,2432,1536,1082,
Classical Studies,Level 3,Male,2016,166,1973,0.081,1544,0.085,6226,0.238,0.356,0.237,0.17,1480,2214,1474,1058,
Classical Studies,Level 3,Male,2017,159,1784,0.071,1364,0.074,5541,0.229,0.349,0.238,0.184,1268,1934,1317,1022,
Classical Studies,Level 3,Male,2018,147,1622,0.065,1222,0.066,4952,0.237,0.341,0.227,0.195,1174,1691,1122,965,
Classical Studies,Level 3,Male,2019,144,1502,0.059,1096,0.061,4503,0.232,0.351,0.236,0.182,1043,1580,1062,818,
Classical Studies,Level 3,Male,2020,141,1427,0.055,880,0.05,3953,0.21,0.332,0.238,0.22,830,1312,941,870,
Classical Studies,Level 3,Male,2021,136,1398,0.054,914,0.051,3982,0.193,0.347,0.237,0.224,767,1380,945,890,
Classical Studies,Level 3,Male,2022,124,1183,0.047,719,0.042,3261,0.232,0.325,0.247,0.196,757,1060,805,639,
Classical Studies,Level 3,Male,2023,126,1315,0.053,896,0.051,3820,0.216,0.349,0.253,0.183,824,1332,965,699,
Classical Studies,Level 3,Male,2024,125,1394,0.05,961,0.049,4038,0.203,0.356,0.257,0.184,818,1439,1037,744,
Commerce,Level 1,Female,2024,226,6439,0.195,3960,0.187,16684,0.132,0.343,0.307,0.218,2195,5730,5129,3630,
Commerce,Level 1,Male,2024,214,7166,0.212,4732,0.216,19672,0.156,0.409,0.287,0.148,3074,8043,5652,2903,
Cook Islands Maori,Level 1,Female,2015,11,68,0.002,54,0.002,255,0.078,0.212,0.224,0.486,20,54,57,124,
Cook Islands Maori,Level 1,Female,2016,11,74,0.002,65,0.002,303,0.099,0.228,0.211,0.462,30,69,64,140,
Cook Islands Maori,Level 1,Female,2017,11,82,0.002,75,0.003,365,0.082,0.225,0.211,0.482,30,82,77,176,
Cook Islands Maori,Level 1,Female,2018,11,67,0.002,58,0.002,258,0.12,0.124,0.248,0.508,31,32,64,131,
Cook Islands Maori,Level 1,Female,2019,10,82,0.002,72,0.003,320,0.094,0.266,0.231,0.409,30,85,74,131,
Cook Islands Maori,Level 1,Female,2020,12,69,0.001,59,0.002,264,0.125,0.284,0.341,0.25,33,75,90,66,
Cook Islands Maori,Level 1,Female,2021,11,79,0.002,73,0.003,330,0.085,0.406,0.261,0.248,28,134,86,82,
Cook Islands Maori,Level 1,Female,2022,6,25,0.001,21,0.001,95,0.032,0.411,0.284,0.274,3,39,27,26,
Cook Islands Maori,Level 1,Female,2023,2,3,0,0,0,5,0.2,0.6,0.2,0,1,3,1,0,Small Cohort
Cook Islands Maori,Level 1,Male,2015,12,55,0.001,47,0.002,210,0.1,0.338,0.267,0.295,21,71,56,62,
Cook Islands Maori,Level 1,Male,2016,9,56,0.002,49,0.002,225,0.116,0.396,0.236,0.253,26,89,53,57,
Cook Islands Maori,Level 1,Male,2017,9,62,0.002,50,0.002,243,0.152,0.374,0.247,0.226,37,91,60,55,
Cook Islands Maori,Level 1,Male,2018,11,77,0.002,63,0.002,292,0.144,0.284,0.257,0.315,42,83,75,92,
Cook Islands Maori,Level 1,Male,2019,11,80,0.002,62,0.002,284,0.225,0.317,0.25,0.208,64,90,71,59,
Cook Islands Maori,Level 1,Male,2020,12,64,0.001,48,0.002,230,0.13,0.426,0.287,0.157,30,98,66,36,
Cook Islands Maori,Level 1,Male,2021,10,55,0.001,39,0.001,206,0.112,0.544,0.214,0.131,23,112,44,27,
Cook Islands Maori,Level 1,Male,2022,4,25,0.001,19,0.001,87,0.115,0.333,0.391,0.161,10,29,34,14,
Cook Islands Maori,Level 1,Male,2023,1,4,0,0,0,6,0.333,0.667,0,0,2,4,0,0,Small Cohort
Cook Islands Maori,Level 2,Female,2015,8,62,0.002,51,0.002,237,0.063,0.181,0.186,0.57,15,43,44,135,
Cook Islands Maori,Level 2,Female,2016,7,56,0.002,35,0.001,187,0.064,0.112,0.128,0.695,12,21,24,130,
Cook Islands Maori,Level 2,Female,2017,8,39,0.001,36,0.001,172,0.064,0.105,0.215,0.616,11,18,37,106,
Cook Islands Maori,Level 2,Female,2018,7,59,0.002,50,0.002,227,0.093,0.079,0.15,0.678,21,18,34,154,
Cook Islands Maori,Level 2,Female,2019,8,52,0.001,43,0.002,193,0.145,0.145,0.202,0.508,28,28,39,98,
Cook Islands Maori,Level 2,Female,2020,8,47,0.001,39,0.002,174,0.103,0.264,0.253,0.379,18,46,44,66,
Cook Islands Maori,Level 2,Female,2021,9,55,0.002,42,0.002,197,0.142,0.284,0.279,0.294,28,56,55,58,
Cook Islands Maori,Level 2,Female,2022,8,64,0.002,45,0.002,224,0.232,0.263,0.281,0.223,52,59,63,50,
Cook Islands Maori,Level 2,Female,2023,6,52,0.001,43,0.002,189,0.169,0.354,0.201,0.275,32,67,38,52,
Cook Islands Maori,Level 2,Female,2024,8,42,0.001,31,0.001,155,0.084,0.265,0.329,0.323,13,41,51,50,
Cook Islands Maori,Level 2,Male,2015,5,40,0.001,32,0.001,153,0.085,0.176,0.242,0.497,13,27,37,76,
Cook Islands Maori,Level 2,Male,2016,7,53,0.001,37,0.001,177,0.073,0.311,0.215,0.401,13,55,38,71,
Cook Islands Maori,Level 2,Male,2017,5,40,0.001,32,0.001,165,0.03,0.212,0.206,0.552,5,35,34,91,
Cook Islands Maori,Level 2,Male,2018,8,31,0.001,29,0.001,129,0.085,0.163,0.318,0.434,11,21,41,56,
Cook Islands Maori,Level 2,Male,2019,8,50,0.001,43,0.002,200,0.11,0.24,0.23,0.42,22,48,46,84,
Cook Islands Maori,Level 2,Male,2020,9,37,0.001,30,0.001,132,0.182,0.28,0.326,0.212,24,37,43,28,
Cook Islands Maori,Level 2,Male,2021,8,35,0.001,22,0.001,112,0.286,0.357,0.188,0.17,32,40,21,19,
Cook Islands Maori,Level 2,Male,2022,7,38,0.001,28,0.001,139,0.309,0.331,0.245,0.115,43,46,34,16,
Cook Islands Maori,Level 2,Male,2023,6,38,0.001,30,0.001,137,0.277,0.372,0.219,0.131,38,51,30,18,
Cook Islands Maori,Level 2,Male,2024,8,39,0.001,25,0.001,113,0.15,0.345,0.212,0.292,17,39,24,33,
Cook Islands Maori,Level 3,Female,2015,4,28,0.001,23,0.001,122,0.057,0.057,0.164,0.721,7,7,20,88,
Cook Islands Maori,Level 3,Female,2016,8,64,0.002,30,0.001,188,0.059,0.16,0.133,0.649,11,30,25,122,
Cook Islands Maori,Level 3,Female,2017,6,34,0.001,29,0.001,137,0.066,0.095,0.146,0.693,9,13,20,95,
Cook Islands Maori,Level 3,Female,2018,6,31,0.001,28,0.001,123,0.057,0.098,0.098,0.748,7,12,12,92,
Cook Islands Maori,Level 3,Female,2019,7,49,0.002,33,0.002,167,0.03,0.114,0.114,0.743,5,19,19,124,
Cook Islands Maori,Level 3,Female,2020,8,42,0.001,38,0.002,161,0.093,0.242,0.224,0.441,15,39,36,71,
Cook Islands Maori,Level 3,Female,2021,7,42,0.001,31,0.001,144,0.09,0.201,0.208,0.5,13,29,30,72,
Cook Islands Maori,Level 3,Female,2022,6,32,0.001,23,0.001,104,0.135,0.24,0.317,0.308,14,25,33,32,
Cook Islands Maori,Level 3,Female,2023,7,45,0.002,27,0.001,140,0.171,0.343,0.25,0.236,24,48,35,33,
Cook Islands Maori,Level 3,Female,2024,5,31,0.001,25,0.001,124,0.137,0.266,0.29,0.306,17,33,36,38,
Cook Islands Maori,Level 3,Male,2015,5,25,0.001,21,0.001,108,0.046,0.222,0.231,0.5,5,24,25,54,
Cook Islands Maori,Level 3,Male,2016,3,36,0.001,22,0.001,124,0.024,0.121,0.298,0.556,3,15,37,69,
Cook Islands Maori,Level 3,Male,2017,6,25,0.001,18,0.001,97,0.052,0.134,0.258,0.557,5,13,25,54,
Cook Islands Maori,Level 3,Male,2018,5,35,0.001,25,0.001,116,0.086,0.224,0.172,0.517,10,26,20,60,
Cook Islands Maori,Level 3,Male,2019,5,22,0.001,16,0.001,74,0.068,0.095,0.23,0.608,5,7,17,45,
Cook Islands Maori,Level 3,Male,2020,6,34,0.001,27,0.002,122,0.131,0.221,0.172,0.475,16,27,21,58,
Cook Islands Maori,Level 3,Male,2021,6,23,0.001,14,0.001,73,0.219,0.274,0.219,0.288,16,20,16,21,
Cook Islands Maori,Level 3,Male,2022,5,20,0.001,15,0.001,64,0.297,0.313,0.281,0.109,19,20,18,7,
Cook Islands Maori,Level 3,Male,2023,5,20,0.001,9,0.001,58,0.293,0.31,0.241,0.155,17,18,14,9,
Cook Islands Maori,Level 3,Male,2024,5,22,0.001,17,0.001,79,0.228,0.443,0.203,0.127,18,35,16,10,
Dance,Level 1,Female,2015,158,2346,0.064,1359,0.046,7009,0.08,0.255,0.29,0.375,562,1787,2034,2626,
Dance,Level 1,Female,2016,163,2800,0.078,1580,0.054,8346,0.081,0.24,0.297,0.382,677,2001,2477,3191,
Dance,Level 1,Female,2017,180,2832,0.08,1513,0.052,7995,0.075,0.225,0.313,0.388,597,1795,2501,3102,
Dance,Level 1,Female,2018,188,3074,0.09,1676,0.06,8625,0.061,0.233,0.307,0.399,523,2009,2652,3441,
Dance,Level 1,Female,2019,188,3298,0.079,1483,0.052,8174,0.066,0.248,0.303,0.383,537,2030,2480,3127,
Dance,Level 1,Female,2020,181,3219,0.07,1474,0.055,8091,0.07,0.233,0.304,0.394,563,1884,2460,3184,
Dance,Level 1,Female,2021,192,2906,0.064,1460,0.055,7365,0.055,0.242,0.29,0.413,408,1782,2135,3040,
Dance,Level 1,Female,2022,175,2572,0.055,1220,0.047,6560,0.071,0.216,0.293,0.42,467,1416,1925,2752,
Dance,Level 1,Female,2023,182,3176,0.069,1369,0.05,7717,0.073,0.224,0.285,0.418,561,1729,2199,3228,
Dance,Level 1,Female,2024,151,2608,0.079,1203,0.057,5672,0.103,0.284,0.296,0.317,582,1613,1680,1797,
Dance,Level 1,Male,2015,104,740,0.02,226,0.008,1523,0.096,0.351,0.26,0.293,146,534,396,447,
Dance,Level 1,Male,2016,115,869,0.024,212,0.007,1726,0.115,0.297,0.258,0.329,199,513,446,568,
Dance,Level 1,Male,2017,125,985,0.028,192,0.007,1757,0.085,0.318,0.269,0.328,150,558,472,577,
Dance,Level 1,Male,2018,130,1006,0.028,188,0.007,1795,0.064,0.265,0.265,0.407,115,475,475,730,
Dance,Level 1,Male,2019,129,1058,0.025,191,0.007,1902,0.074,0.32,0.25,0.356,141,608,475,678,
Dance,Level 1,Male,2020,132,1180,0.024,194,0.007,2031,0.077,0.359,0.231,0.333,156,729,469,677,
Dance,Level 1,Male,2021,126,841,0.017,145,0.005,1459,0.054,0.267,0.269,0.409,79,390,393,597,
Dance,Level 1,Male,2022,116,732,0.015,139,0.005,1342,0.08,0.32,0.246,0.354,108,429,330,475,
Dance,Level 1,Male,2023,120,1137,0.023,139,0.005,1978,0.057,0.275,0.245,0.424,112,544,484,838,
Dance,Level 1,Male,2024,89,674,0.02,104,0.005,990,0.112,0.314,0.234,0.339,111,311,232,336,
Dance,Level 2,Female,2015,160,2075,0.059,922,0.036,5962,0.077,0.227,0.299,0.398,457,1351,1783,2371,
Dance,Level 2,Female,2016,164,2246,0.062,892,0.033,6117,0.066,0.19,0.297,0.447,406,1162,1816,2733,
Dance,Level 2,Female,2017,178,2453,0.068,1018,0.038,6943,0.06,0.217,0.296,0.426,419,1507,2057,2960,
Dance,Level 2,Female,2018,180,2683,0.075,997,0.038,6839,0.063,0.231,0.292,0.414,432,1579,1996,2832,
Dance,Level 2,Female,2019,192,2700,0.075,1126,0.044,7212,0.055,0.221,0.306,0.418,400,1594,2205,3013,
Dance,Level 2,Female,2020,171,2415,0.068,968,0.038,6321,0.062,0.191,0.314,0.433,389,1209,1983,2740,
Dance,Level 2,Female,2021,184,2320,0.067,937,0.038,5998,0.043,0.203,0.298,0.457,256,1216,1785,2741,
Dance,Level 2,Female,2022,182,2103,0.062,963,0.041,5881,0.059,0.198,0.281,0.461,349,1167,1653,2712,
Dance,Level 2,Female,2023,187,2891,0.081,1065,0.042,7059,0.061,0.222,0.284,0.433,429,1566,2007,3057,
Dance,Level 2,Female,2024,194,3268,0.083,1296,0.047,8254,0.057,0.212,0.283,0.447,472,1750,2339,3693,
Dance,Level 2,Male,2015,104,727,0.021,142,0.006,1339,0.09,0.239,0.302,0.37,120,320,404,495,
Dance,Level 2,Male,2016,121,946,0.026,168,0.007,1743,0.081,0.25,0.262,0.407,141,436,456,710,
Dance,Level 2,Male,2017,134,1049,0.029,161,0.006,1877,0.082,0.274,0.283,0.361,153,514,532,678,
Dance,Level 2,Male,2018,129,1147,0.032,149,0.006,1895,0.066,0.237,0.254,0.442,125,450,482,838,
Dance,Level 2,Male,2019,128,1029,0.029,145,0.006,1729,0.071,0.262,0.285,0.382,122,453,493,661,
Dance,Level 2,Male,2020,116,947,0.026,143,0.006,1761,0.066,0.24,0.311,0.382,117,423,548,673,
Dance,Level 2,Male,2021,135,974,0.028,135,0.006,1654,0.069,0.247,0.281,0.404,114,408,464,668,
Dance,Level 2,Male,2022,118,699,0.021,114,0.005,1302,0.059,0.25,0.277,0.413,77,326,361,538,
Dance,Level 2,Male,2023,131,1039,0.029,144,0.006,1864,0.057,0.231,0.284,0.428,107,431,529,797,
Dance,Level 2,Male,2024,119,1249,0.032,168,0.006,2081,0.059,0.227,0.279,0.435,122,473,581,905,
Dance,Level 3,Female,2015,145,1644,0.063,726,0.034,4407,0.068,0.217,0.273,0.442,300,957,1204,1946,
Dance,Level 3,Female,2016,158,1758,0.067,724,0.034,4515,0.054,0.186,0.27,0.489,245,842,1220,2208,
Dance,Level 3,Female,2017,162,1996,0.072,753,0.034,4825,0.052,0.189,0.292,0.468,249,912,1408,2256,
Dance,Level 3,Female,2018,176,2407,0.085,877,0.04,5675,0.062,0.189,0.251,0.498,352,1071,1425,2827,
Dance,Level 3,Female,2019,180,2151,0.076,819,0.038,5164,0.057,0.213,0.276,0.454,295,1098,1427,2344,
Dance,Level 3,Female,2020,173,2068,0.073,880,0.042,5308,0.06,0.203,0.263,0.474,320,1076,1397,2515,
Dance,Level 3,Female,2021,176,2099,0.073,926,0.043,5109,0.038,0.177,0.276,0.509,193,904,1410,2602,
Dance,Level 3,Female,2022,171,1678,0.06,813,0.041,4317,0.057,0.191,0.268,0.483,247,825,1159,2086,
Dance,Level 3,Female,2023,180,2206,0.081,913,0.045,5317,0.052,0.186,0.255,0.507,274,991,1355,2697,
Dance,Level 3,Female,2024,187,2398,0.08,1030,0.047,5877,0.046,0.175,0.272,0.507,272,1029,1597,2979,
Dance,Level 3,Male,2015,96,629,0.026,127,0.007,1136,0.1,0.22,0.252,0.428,114,250,286,486,
Dance,Level 3,Male,2016,107,759,0.031,171,0.009,1442,0.068,0.215,0.206,0.511,98,310,297,737,
Dance,Level 3,Male,2017,119,943,0.037,165,0.009,1610,0.04,0.217,0.3,0.443,64,350,483,713,
Dance,Level 3,Male,2018,124,1027,0.041,203,0.011,1811,0.076,0.198,0.252,0.474,138,358,456,859,
Dance,Level 3,Male,2019,112,897,0.035,202,0.011,1654,0.063,0.252,0.242,0.443,104,417,400,733,
Dance,Level 3,Male,2020,117,923,0.036,171,0.01,1703,0.05,0.262,0.27,0.417,86,447,459,711,
Dance,Level 3,Male,2021,118,847,0.033,164,0.009,1498,0.058,0.202,0.268,0.471,87,303,402,706,
Dance,Level 3,Male,2022,117,607,0.024,133,0.008,1119,0.057,0.224,0.268,0.45,64,251,300,504,
Dance,Level 3,Male,2023,124,919,0.037,199,0.011,1719,0.031,0.202,0.26,0.507,53,348,447,871,
Dance,Level 3,Male,2024,115,992,0.036,236,0.012,1858,0.044,0.226,0.229,0.502,82,419,425,932,
Design,Level 3,Female,2015,188,1678,0.065,1369,0.065,4771,0.072,0.311,0.328,0.288,344,1485,1566,1376,
Design,Level 3,Female,2016,188,1538,0.058,1279,0.061,4258,0.075,0.285,0.324,0.316,321,1213,1378,1346,
Design,Level 3,Female,2017,197,1604,0.058,1341,0.061,4390,0.074,0.265,0.315,0.346,323,1165,1383,1519,
Design,Level 3,Female,2018,190,1557,0.055,1299,0.06,4215,0.084,0.296,0.319,0.3,356,1247,1346,1266,
Design,Level 3,Female,2019,173,1406,0.049,1183,0.056,3768,0.073,0.317,0.311,0.3,274,1194,1170,1130,
Design,Level 3,Female,2020,189,1425,0.05,1175,0.056,3762,0.054,0.27,0.333,0.343,204,1015,1254,1289,
Design,Level 3,Female,2021,186,1434,0.05,1167,0.055,3800,0.048,0.248,0.336,0.368,183,943,1276,1398,
Design,Level 3,Female,2022,190,1540,0.055,1211,0.06,3914,0.081,0.292,0.321,0.307,317,1142,1255,1200,
Design,Level 3,Female,2023,191,1553,0.057,1221,0.06,3887,0.088,0.289,0.324,0.3,342,1122,1258,1165,
Design,Level 3,Female,2024,190,1618,0.054,1320,0.06,4205,0.077,0.284,0.313,0.326,322,1194,1317,1372,
Design,Level 3,Male,2015,165,1180,0.049,933,0.052,3356,0.148,0.381,0.262,0.208,497,1280,880,699,
Design,Level 3,Male,2016,168,1304,0.054,1007,0.056,3601,0.166,0.359,0.274,0.201,598,1293,986,724,
Design,Level 3,Male,2017,165,1288,0.051,992,0.054,3408,0.158,0.396,0.266,0.18,539,1351,906,612,
Design,Level 3,Male,2018,162,1176,0.047,884,0.048,3090,0.14,0.399,0.274,0.187,433,1232,848,577,
Design,Level 3,Male,2019,165,1012,0.04,754,0.042,2602,0.174,0.395,0.256,0.174,454,1028,666,454,
Design,Level 3,Male,2020,161,1096,0.042,804,0.045,2808,0.12,0.404,0.274,0.202,338,1135,769,566,
Design,Level 3,Male,2021,173,1063,0.041,764,0.043,2690,0.109,0.395,0.277,0.219,292,1063,746,589,
Design,Level 3,Male,2022,159,1019,0.04,727,0.042,2563,0.157,0.39,0.259,0.194,403,999,665,496,
Design,Level 3,Male,2023,169,999,0.04,689,0.039,2428,0.157,0.413,0.264,0.167,380,1002,640,406,
Design,Level 3,Male,2024,160,1008,0.036,719,0.037,2601,0.159,0.353,0.281,0.207,413,917,732,539,
Drama,Level 1,Female,2015,236,3935,0.108,3083,0.105,16090,0.101,0.308,0.323,0.268,1618,4961,5198,4313,
Drama,Level 1,Female,2016,240,3971,0.111,3010,0.103,15655,0.092,0.305,0.321,0.282,1437,4778,5024,4416,
Drama,Level 1,Female,2017,244,4029,0.114,3006,0.104,15746,0.098,0.284,0.324,0.295,1540,4464,5102,4640,
Drama,Level 1,Female,2018,250,3600,0.105,2763,0.099,14041,0.089,0.274,0.336,0.301,1256,3842,4715,4228,
Drama,Level 1,Female,2019,244,3701,0.089,2665,0.094,13649,0.093,0.288,0.302,0.317,1269,3932,4126,4322,
Drama,Level 1,Female,2020,246,3487,0.076,2113,0.079,11834,0.091,0.297,0.308,0.303,1079,3517,3649,3589,
Drama,Level 1,Female,2021,237,2819,0.062,1840,0.07,9686,0.076,0.263,0.322,0.339,738,2549,3116,3283,
Drama,Level 1,Female,2022,230,2835,0.061,1897,0.073,9650,0.093,0.283,0.317,0.307,897,2733,3057,2963,
Drama,Level 1,Female,2023,225,2631,0.057,1786,0.065,9067,0.082,0.285,0.327,0.306,741,2581,2966,2779,
Drama,Level 1,Female,2024,192,2093,0.063,1386,0.065,5581,0.094,0.305,0.347,0.254,527,1700,1936,1418,
Drama,Level 1,Male,2015,211,2150,0.057,1607,0.054,8484,0.164,0.362,0.273,0.201,1394,3069,2315,1706,
Drama,Level 1,Male,2016,213,2045,0.055,1527,0.051,8032,0.148,0.347,0.288,0.217,1186,2790,2313,1743,
Drama,Level 1,Male,2017,220,2030,0.057,1471,0.051,7853,0.143,0.335,0.288,0.234,1124,2633,2260,1836,
Drama,Level 1,Male,2018,224,2114,0.06,1510,0.053,7822,0.146,0.312,0.304,0.238,1139,2442,2381,1860,
Drama,Level 1,Male,2019,219,2157,0.051,1428,0.051,7549,0.156,0.323,0.277,0.244,1178,2437,2089,1845,
