Secondary Subject,Level,Gender,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Social Studies,Level 3,Female,2020,88,1607,0.057,1190,0.057,4733,0.139,0.295,0.237,0.329,659,1396,1123,1555,
Social Studies,Level 3,Female,2021,78,1818,0.063,1294,0.061,5210,0.112,0.284,0.225,0.379,584,1478,1172,1976,
Social Studies,Level 3,Female,2022,81,1832,0.065,1328,0.066,5352,0.145,0.294,0.212,0.349,777,1572,1133,1870,
Social Studies,Level 3,Female,2023,79,1616,0.059,1246,0.062,4913,0.148,0.292,0.216,0.344,726,1436,1061,1690,
Social Studies,Level 3,Female,2024,91,1644,0.055,1251,0.057,5066,0.154,0.29,0.217,0.338,782,1470,1100,1714,
Social Studies,Level 3,Male,2015,53,490,0.02,340,0.019,1474,0.333,0.4,0.157,0.11,491,590,231,162,
Social Studies,Level 3,Male,2016,52,511,0.021,371,0.02,1549,0.318,0.383,0.169,0.13,493,593,262,201,
Social Studies,Level 3,Male,2017,57,542,0.022,349,0.019,1524,0.304,0.36,0.174,0.162,464,548,265,247,
Social Studies,Level 3,Male,2018,62,635,0.025,387,0.021,1733,0.281,0.4,0.183,0.136,487,693,318,235,
Social Studies,Level 3,Male,2019,66,683,0.027,431,0.024,1824,0.288,0.37,0.19,0.152,525,675,346,278,
Social Studies,Level 3,Male,2020,71,595,0.023,380,0.021,1641,0.241,0.385,0.202,0.172,395,632,331,283,
Social Studies,Level 3,Male,2021,68,718,0.028,416,0.023,1836,0.211,0.414,0.182,0.193,387,761,334,354,
Social Studies,Level 3,Male,2022,72,640,0.025,377,0.022,1660,0.283,0.337,0.185,0.196,469,559,307,325,
Social Studies,Level 3,Male,2023,69,611,0.024,420,0.024,1755,0.235,0.377,0.186,0.202,412,661,327,355,
Social Studies,Level 3,Male,2024,70,735,0.026,490,0.025,2066,0.234,0.364,0.197,0.206,483,752,406,425,
Spanish,Level 1,Female,2015,85,878,0.024,772,0.026,3522,0.091,0.245,0.311,0.353,320,864,1094,1244,
Spanish,Level 1,Female,2016,105,926,0.026,807,0.027,3684,0.081,0.222,0.337,0.36,297,819,1240,1328,
Spanish,Level 1,Female,2017,91,889,0.025,787,0.027,3569,0.07,0.245,0.332,0.352,251,875,1185,1258,
Spanish,Level 1,Female,2018,89,948,0.028,805,0.029,3626,0.06,0.231,0.331,0.378,217,838,1199,1372,
Spanish,Level 1,Female,2019,99,1008,0.024,839,0.029,3700,0.079,0.228,0.313,0.38,293,843,1159,1405,
Spanish,Level 1,Female,2020,92,991,0.021,767,0.029,3410,0.06,0.218,0.326,0.395,206,744,1113,1347,
Spanish,Level 1,Female,2021,86,858,0.019,677,0.026,3011,0.035,0.196,0.303,0.467,105,589,912,1405,
Spanish,Level 1,Female,2022,79,713,0.015,566,0.022,2524,0.049,0.215,0.31,0.426,123,542,783,1076,
Spanish,Level 1,Female,2023,86,710,0.015,551,0.02,2438,0.058,0.235,0.305,0.401,142,574,744,978,
Spanish,Level 1,Female,2024,74,632,0.019,422,0.02,1840,0.082,0.252,0.326,0.341,150,463,600,627,
Spanish,Level 1,Male,2015,67,457,0.012,408,0.014,1854,0.131,0.32,0.281,0.268,243,594,521,496,
Spanish,Level 1,Male,2016,84,512,0.014,451,0.015,2058,0.142,0.288,0.316,0.254,293,592,650,523,
Spanish,Level 1,Male,2017,71,497,0.014,439,0.015,2001,0.121,0.304,0.311,0.263,243,609,623,526,
Spanish,Level 1,Male,2018,74,598,0.017,493,0.017,2218,0.13,0.32,0.299,0.251,289,710,663,556,
Spanish,Level 1,Male,2019,84,665,0.016,487,0.017,2276,0.151,0.309,0.277,0.263,343,704,631,598,
Spanish,Level 1,Male,2020,79,666,0.014,465,0.017,2207,0.14,0.332,0.283,0.245,308,733,625,541,
Spanish,Level 1,Male,2021,72,520,0.011,413,0.016,1885,0.071,0.293,0.295,0.341,133,553,556,643,
Spanish,Level 1,Male,2022,69,475,0.01,385,0.014,1771,0.122,0.325,0.302,0.251,216,575,535,445,
Spanish,Level 1,Male,2023,72,496,0.01,408,0.014,1886,0.1,0.313,0.296,0.291,188,591,558,549,
Spanish,Level 1,Male,2024,55,368,0.011,267,0.012,1121,0.122,0.366,0.295,0.217,137,410,331,243,
Spanish,Level 2,Female,2015,70,378,0.011,353,0.014,1561,0.069,0.241,0.291,0.398,108,376,455,622,
Spanish,Level 2,Female,2016,87,454,0.013,413,0.015,1879,0.077,0.239,0.321,0.362,145,450,604,680,
Spanish,Level 2,Female,2017,80,451,0.012,405,0.015,1822,0.076,0.227,0.323,0.374,138,413,589,682,
Spanish,Level 2,Female,2018,74,406,0.011,373,0.014,1668,0.066,0.239,0.322,0.373,110,399,537,622,
Spanish,Level 2,Female,2019,73,458,0.013,413,0.016,1807,0.08,0.223,0.32,0.376,145,403,579,680,
Spanish,Level 2,Female,2020,81,460,0.013,409,0.016,1767,0.057,0.239,0.293,0.411,101,423,517,726,
Spanish,Level 2,Female,2021,72,440,0.013,372,0.015,1648,0.049,0.189,0.314,0.448,81,311,518,738,
Spanish,Level 2,Female,2022,77,383,0.011,334,0.014,1453,0.042,0.206,0.332,0.421,61,299,482,611,
Spanish,Level 2,Female,2023,75,426,0.012,378,0.015,1631,0.059,0.25,0.296,0.396,96,407,482,646,
Spanish,Level 2,Female,2024,79,386,0.01,336,0.012,1425,0.062,0.237,0.297,0.404,88,338,423,576,
Spanish,Level 2,Male,2015,54,196,0.006,177,0.007,829,0.098,0.322,0.31,0.27,81,267,257,224,
Spanish,Level 2,Male,2016,65,239,0.007,222,0.009,992,0.14,0.309,0.29,0.26,139,307,288,258,
Spanish,Level 2,Male,2017,60,254,0.007,222,0.009,1005,0.1,0.269,0.287,0.344,101,270,288,346,
Spanish,Level 2,Male,2018,70,248,0.007,219,0.009,991,0.111,0.304,0.292,0.294,110,301,289,291,
Spanish,Level 2,Male,2019,62,282,0.008,244,0.01,1094,0.12,0.29,0.268,0.323,131,317,293,353,
Spanish,Level 2,Male,2020,64,249,0.007,216,0.009,975,0.139,0.299,0.271,0.29,136,292,264,283,
Spanish,Level 2,Male,2021,63,225,0.006,199,0.009,885,0.097,0.288,0.287,0.328,86,255,254,290,
Spanish,Level 2,Male,2022,67,260,0.008,218,0.01,984,0.133,0.283,0.266,0.318,131,278,262,313,
Spanish,Level 2,Male,2023,63,260,0.007,220,0.009,993,0.137,0.319,0.263,0.281,136,317,261,279,
Spanish,Level 2,Male,2024,66,303,0.008,261,0.01,1155,0.128,0.29,0.3,0.282,148,335,346,326,
Spanish,Level 3,Female,2015,59,276,0.011,253,0.012,1166,0.08,0.214,0.293,0.413,93,250,342,481,
Spanish,Level 3,Female,2016,69,241,0.009,222,0.011,1023,0.087,0.206,0.27,0.437,89,211,276,447,
Spanish,Level 3,Female,2017,63,297,0.011,264,0.012,1208,0.076,0.237,0.281,0.406,92,286,340,490,
Spanish,Level 3,Female,2018,67,306,0.011,275,0.013,1230,0.098,0.258,0.268,0.376,120,317,330,463,
Spanish,Level 3,Female,2019,66,286,0.01,245,0.011,1096,0.111,0.218,0.286,0.384,122,239,314,421,
Spanish,Level 3,Female,2020,71,301,0.011,216,0.01,1077,0.088,0.194,0.291,0.427,95,209,313,460,
Spanish,Level 3,Female,2021,64,280,0.01,239,0.011,1060,0.034,0.156,0.28,0.53,36,165,297,562,
Spanish,Level 3,Female,2022,64,293,0.01,247,0.012,1104,0.058,0.201,0.319,0.422,64,222,352,466,
Spanish,Level 3,Female,2023,62,265,0.01,226,0.011,1000,0.074,0.217,0.282,0.427,74,217,282,427,
Spanish,Level 3,Female,2024,71,288,0.01,232,0.011,1058,0.068,0.219,0.281,0.432,72,232,297,457,
Spanish,Level 3,Male,2015,49,165,0.007,141,0.008,680,0.113,0.281,0.301,0.304,77,191,205,207,
Spanish,Level 3,Male,2016,47,124,0.005,107,0.006,514,0.13,0.294,0.253,0.323,67,151,130,166,
Spanish,Level 3,Male,2017,41,158,0.006,142,0.008,652,0.115,0.285,0.275,0.325,75,186,179,212,
Spanish,Level 3,Male,2018,60,185,0.007,158,0.009,738,0.161,0.286,0.247,0.306,119,211,182,226,
Spanish,Level 3,Male,2019,51,170,0.007,143,0.008,662,0.151,0.273,0.273,0.302,100,181,181,200,
Spanish,Level 3,Male,2020,56,204,0.008,158,0.009,762,0.105,0.259,0.249,0.387,80,197,190,295,
Spanish,Level 3,Male,2021,54,154,0.006,123,0.007,581,0.055,0.224,0.305,0.417,32,130,177,242,
Spanish,Level 3,Male,2022,39,137,0.005,109,0.006,510,0.114,0.298,0.241,0.347,58,152,123,177,
Spanish,Level 3,Male,2023,53,163,0.007,131,0.007,609,0.144,0.281,0.263,0.312,88,171,160,190,
Spanish,Level 3,Male,2024,52,168,0.006,142,0.007,637,0.107,0.272,0.273,0.349,68,173,174,222,
Te Ao Haka,Level 1,Female,2023,135,1534,0.033,343,0.012,2587,0.058,0.346,0.236,0.359,151,896,610,930,
Te Ao Haka,Level 1,Female,2024,178,1392,0.042,325,0.015,2516,0.097,0.351,0.281,0.271,243,883,708,682,
Te Ao Haka,Level 1,Male,2023,130,1167,0.024,279,0.01,2034,0.069,0.351,0.237,0.343,140,714,483,697,
Te Ao Haka,Level 1,Male,2024,175,1339,0.04,337,0.015,2445,0.121,0.42,0.235,0.225,295,1026,574,550,
Te Ao Haka,Level 2,Female,2023,118,1209,0.034,251,0.01,1962,0.062,0.279,0.213,0.446,121,547,418,876,
Te Ao Haka,Level 2,Female,2024,153,1004,0.025,284,0.01,1894,0.138,0.286,0.222,0.354,262,541,421,670,
Te Ao Haka,Level 2,Male,2023,111,882,0.024,167,0.007,1389,0.084,0.278,0.207,0.431,117,386,287,599,
Te Ao Haka,Level 2,Male,2024,127,924,0.023,250,0.01,1726,0.127,0.316,0.242,0.315,219,546,418,543,
Te Ao Haka,Level 3,Female,2023,94,456,0.017,287,0.014,1251,0.059,0.208,0.29,0.443,74,260,363,554,
Te Ao Haka,Level 3,Female,2024,121,605,0.02,305,0.014,1467,0.091,0.279,0.254,0.375,134,410,373,550,
Te Ao Haka,Level 3,Male,2023,77,335,0.013,186,0.011,862,0.072,0.253,0.304,0.371,62,218,262,320,
Te Ao Haka,Level 3,Male,2024,110,461,0.017,242,0.012,1112,0.102,0.32,0.261,0.317,113,356,290,353,
Te Reo Maori,Level 1,Female,2015,272,1972,0.054,1501,0.051,7065,0.173,0.332,0.268,0.228,1221,2344,1890,1610,
Te Reo Maori,Level 1,Female,2016,272,1972,0.055,1410,0.048,6623,0.188,0.317,0.286,0.21,1242,2102,1891,1388,
Te Reo Maori,Level 1,Female,2017,277,2065,0.059,1450,0.05,6847,0.176,0.326,0.267,0.231,1204,2231,1830,1582,
Te Reo Maori,Level 1,Female,2018,269,1956,0.057,1305,0.047,6233,0.161,0.33,0.3,0.209,1006,2058,1869,1300,
Te Reo Maori,Level 1,Female,2019,284,2338,0.056,1479,0.052,6992,0.165,0.32,0.293,0.222,1156,2237,2047,1552,
Te Reo Maori,Level 1,Female,2020,288,2324,0.05,1229,0.046,6354,0.13,0.314,0.303,0.252,827,1996,1928,1603,
Te Reo Maori,Level 1,Female,2021,288,2381,0.052,1355,0.051,6778,0.13,0.315,0.284,0.271,882,2134,1927,1835,
Te Reo Maori,Level 1,Female,2022,278,2224,0.048,1202,0.046,6050,0.166,0.312,0.277,0.245,1002,1889,1678,1481,
Te Reo Maori,Level 1,Female,2023,279,2382,0.052,1373,0.05,6533,0.131,0.338,0.3,0.23,858,2211,1963,1501,
Te Reo Maori,Level 1,Female,2024,260,2253,0.068,1189,0.056,5698,0.169,0.378,0.277,0.176,965,2154,1578,1001,
Te Reo Maori,Level 1,Male,2015,236,1374,0.037,961,0.032,4488,0.263,0.39,0.217,0.129,1182,1752,976,578,
Te Reo Maori,Level 1,Male,2016,242,1445,0.039,903,0.03,4477,0.22,0.404,0.24,0.136,986,1809,1074,608,
Te Reo Maori,Level 1,Male,2017,253,1484,0.042,951,0.033,4595,0.217,0.388,0.237,0.158,999,1783,1088,725,
Te Reo Maori,Level 1,Male,2018,247,1448,0.041,937,0.033,4416,0.2,0.395,0.252,0.153,882,1745,1115,674,
Te Reo Maori,Level 1,Male,2019,241,1651,0.039,960,0.034,4691,0.243,0.388,0.239,0.13,1138,1819,1122,612,
Te Reo Maori,Level 1,Male,2020,255,1641,0.034,834,0.03,4401,0.177,0.397,0.243,0.183,778,1748,1068,807,
Te Reo Maori,Level 1,Male,2021,261,1742,0.036,967,0.036,4951,0.154,0.399,0.269,0.179,762,1975,1330,884,
Te Reo Maori,Level 1,Male,2022,261,1813,0.037,983,0.037,5036,0.205,0.386,0.252,0.157,1031,1946,1267,792,
Te Reo Maori,Level 1,Male,2023,255,2232,0.046,1055,0.037,5708,0.202,0.404,0.241,0.152,1155,2308,1376,869,
Te Reo Maori,Level 1,Male,2024,234,1968,0.058,870,0.04,4614,0.224,0.425,0.225,0.126,1033,1963,1038,580,
Te Reo Maori,Level 2,Female,2015,228,1208,0.035,822,0.032,3990,0.2,0.322,0.262,0.216,798,1283,1046,863,
Te Reo Maori,Level 2,Female,2016,243,1252,0.035,822,0.031,4033,0.184,0.327,0.27,0.218,744,1318,1090,881,
Te Reo Maori,Level 2,Female,2017,237,1225,0.034,841,0.032,4031,0.189,0.317,0.279,0.215,763,1277,1123,868,
Te Reo Maori,Level 2,Female,2018,248,1269,0.035,819,0.031,3955,0.181,0.296,0.296,0.227,715,1172,1170,898,
Te Reo Maori,Level 2,Female,2019,237,1334,0.037,865,0.034,4055,0.178,0.309,0.295,0.218,723,1251,1198,883,
Te Reo Maori,Level 2,Female,2020,241,1396,0.039,758,0.03,3962,0.166,0.305,0.281,0.248,659,1207,1115,981,
Te Reo Maori,Level 2,Female,2021,259,1411,0.041,854,0.035,4162,0.13,0.301,0.298,0.271,541,1251,1242,1128,
Te Reo Maori,Level 2,Female,2022,260,1494,0.044,827,0.035,4150,0.158,0.287,0.299,0.257,657,1189,1239,1065,
Te Reo Maori,Level 2,Female,2023,252,1520,0.043,919,0.036,4280,0.162,0.32,0.293,0.225,692,1370,1253,965,
Te Reo Maori,Level 2,Female,2024,267,1756,0.044,1035,0.038,4996,0.138,0.313,0.303,0.246,690,1564,1513,1229,
Te Reo Maori,Level 2,Male,2015,191,845,0.024,555,0.022,2736,0.22,0.379,0.238,0.162,603,1038,652,443,
Te Reo Maori,Level 2,Male,2016,197,834,0.023,497,0.02,2473,0.246,0.392,0.228,0.135,608,969,563,333,
Te Reo Maori,Level 2,Male,2017,188,836,0.023,537,0.021,2640,0.222,0.38,0.241,0.158,585,1002,637,416,
Te Reo Maori,Level 2,Male,2018,201,858,0.024,516,0.021,2574,0.242,0.37,0.24,0.148,622,953,617,382,
Te Reo Maori,Level 2,Male,2019,211,964,0.027,625,0.026,2888,0.241,0.372,0.24,0.146,697,1075,693,423,
Te Reo Maori,Level 2,Male,2020,196,999,0.028,527,0.022,2767,0.211,0.393,0.222,0.175,584,1087,613,483,
Te Reo Maori,Level 2,Male,2021,207,952,0.027,530,0.023,2702,0.17,0.397,0.247,0.187,459,1072,667,504,
Te Reo Maori,Level 2,Male,2022,212,1117,0.033,623,0.028,3097,0.227,0.367,0.246,0.16,702,1138,761,496,
Te Reo Maori,Level 2,Male,2023,222,1303,0.036,743,0.031,3663,0.216,0.381,0.24,0.162,792,1397,880,594,
Te Reo Maori,Level 2,Male,2024,229,1375,0.035,776,0.03,3897,0.203,0.384,0.243,0.17,793,1496,946,662,
Te Reo Maori,Level 3,Female,2015,197,837,0.032,584,0.028,2775,0.221,0.284,0.263,0.232,612,789,731,643,
Te Reo Maori,Level 3,Female,2016,204,850,0.032,582,0.028,2709,0.205,0.317,0.261,0.217,554,860,707,588,
Te Reo Maori,Level 3,Female,2017,197,865,0.031,628,0.029,2934,0.201,0.292,0.261,0.245,590,858,767,719,
Te Reo Maori,Level 3,Female,2018,197,825,0.029,518,0.024,2531,0.159,0.301,0.285,0.255,402,762,721,646,
Te Reo Maori,Level 3,Female,2019,224,1022,0.036,579,0.027,2967,0.152,0.288,0.288,0.272,452,854,854,807,
Te Reo Maori,Level 3,Female,2020,217,1059,0.037,581,0.028,2914,0.147,0.3,0.268,0.284,429,875,781,829,
Te Reo Maori,Level 3,Female,2021,215,993,0.035,640,0.03,2920,0.126,0.266,0.303,0.305,368,778,884,890,
Te Reo Maori,Level 3,Female,2022,227,1092,0.039,618,0.031,3029,0.171,0.288,0.271,0.27,518,871,821,819,
Te Reo Maori,Level 3,Female,2023,222,1107,0.041,677,0.033,3187,0.163,0.274,0.279,0.285,518,872,890,907,
Te Reo Maori,Level 3,Female,2024,224,1191,0.04,748,0.034,3462,0.15,0.276,0.282,0.292,518,955,977,1012,
Te Reo Maori,Level 3,Male,2015,154,563,0.024,362,0.02,1751,0.258,0.315,0.239,0.188,452,551,418,330,
Te Reo Maori,Level 3,Male,2016,158,598,0.025,374,0.021,1821,0.209,0.336,0.24,0.215,381,612,437,391,
Te Reo Maori,Level 3,Male,2017,162,567,0.023,348,0.019,1706,0.22,0.348,0.229,0.203,376,593,391,346,
Te Reo Maori,Level 3,Male,2018,161,597,0.024,339,0.018,1684,0.216,0.367,0.242,0.175,364,618,408,294,
Te Reo Maori,Level 3,Male,2019,166,639,0.025,348,0.019,1766,0.219,0.32,0.237,0.224,386,566,419,395,
Te Reo Maori,Level 3,Male,2020,172,734,0.028,307,0.017,1817,0.183,0.35,0.243,0.223,333,636,442,406,
Te Reo Maori,Level 3,Male,2021,154,705,0.027,387,0.022,1944,0.168,0.357,0.251,0.224,326,694,488,436,
Te Reo Maori,Level 3,Male,2022,171,663,0.026,319,0.018,1757,0.24,0.326,0.245,0.19,421,573,430,333,
Te Reo Maori,Level 3,Male,2023,165,737,0.03,437,0.025,2110,0.22,0.343,0.26,0.177,465,723,549,373,
Te Reo Maori,Level 3,Male,2024,186,928,0.033,536,0.027,2597,0.191,0.364,0.232,0.213,496,945,602,554,
Te Reo Maori Kuki Airani,Level 1,Female,2024,11,95,0.003,51,0.002,255,0.098,0.31,0.306,0.286,25,79,78,73,
Te Reo Maori Kuki Airani,Level 1,Male,2024,10,74,0.002,37,0.002,194,0.211,0.418,0.222,0.149,41,81,43,29,
Te Reo Rangatira,Level 1,Female,2015,36,239,0.007,137,0.005,1165,0.152,0.315,0.34,0.193,177,367,396,225,
Te Reo Rangatira,Level 1,Female,2016,35,218,0.006,145,0.005,1127,0.124,0.382,0.324,0.169,140,431,365,191,
Te Reo Rangatira,Level 1,Female,2017,39,239,0.007,125,0.004,1144,0.162,0.321,0.312,0.205,185,367,357,235,
Te Reo Rangatira,Level 1,Female,2018,40,218,0.006,108,0.004,930,0.138,0.318,0.327,0.217,128,296,304,202,
Te Reo Rangatira,Level 1,Female,2019,39,203,0.005,91,0.003,833,0.1,0.351,0.286,0.264,83,292,238,220,
Te Reo Rangatira,Level 1,Female,2020,36,220,0.005,103,0.004,943,0.179,0.308,0.255,0.259,169,290,240,244,
Te Reo Rangatira,Level 1,Female,2021,37,222,0.005,128,0.005,949,0.118,0.248,0.28,0.354,112,235,266,336,
Te Reo Rangatira,Level 1,Female,2022,36,242,0.005,132,0.005,1029,0.182,0.277,0.292,0.25,187,285,300,257,
Te Reo Rangatira,Level 1,Female,2023,34,208,0.005,57,0.002,750,0.225,0.293,0.249,0.232,169,220,187,174,
Te Reo Rangatira,Level 1,Female,2024,22,134,0.004,82,0.004,384,0.206,0.292,0.242,0.26,79,112,93,100,
Te Reo Rangatira,Level 1,Male,2015,32,203,0.005,132,0.004,991,0.204,0.408,0.283,0.106,202,404,280,105,
Te Reo Rangatira,Level 1,Male,2016,30,181,0.005,129,0.004,947,0.174,0.439,0.273,0.113,165,416,259,107,
Te Reo Rangatira,Level 1,Male,2017,34,196,0.005,118,0.004,933,0.21,0.407,0.25,0.133,196,380,233,124,
Te Reo Rangatira,Level 1,Male,2018,37,174,0.005,75,0.003,700,0.301,0.351,0.24,0.107,211,246,168,75,
Te Reo Rangatira,Level 1,Male,2019,30,152,0.004,65,0.002,579,0.161,0.399,0.256,0.185,93,231,148,107,
Te Reo Rangatira,Level 1,Male,2020,33,165,0.003,72,0.003,629,0.167,0.369,0.246,0.218,105,232,155,137,
Te Reo Rangatira,Level 1,Male,2021,32,162,0.003,78,0.003,660,0.179,0.324,0.329,0.168,118,214,217,111,
Te Reo Rangatira,Level 1,Male,2022,33,194,0.004,101,0.004,795,0.223,0.421,0.243,0.113,177,335,193,90,
Te Reo Rangatira,Level 1,Male,2023,30,169,0.003,58,0.002,607,0.26,0.364,0.208,0.168,158,221,126,102,
Te Reo Rangatira,Level 1,Male,2024,24,120,0.004,71,0.003,335,0.272,0.358,0.191,0.179,91,120,64,60,
Te Reo Rangatira,Level 2,Female,2015,40,167,0.005,116,0.004,819,0.098,0.383,0.297,0.222,80,314,243,182,
Te Reo Rangatira,Level 2,Female,2016,41,187,0.005,145,0.005,963,0.162,0.384,0.248,0.206,156,370,239,198,
Te Reo Rangatira,Level 2,Female,2017,38,206,0.006,144,0.005,977,0.168,0.336,0.286,0.211,164,328,279,206,
Te Reo Rangatira,Level 2,Female,2018,36,186,0.005,131,0.005,821,0.174,0.365,0.224,0.236,143,300,184,194,
Te Reo Rangatira,Level 2,Female,2019,39,182,0.005,95,0.004,649,0.134,0.27,0.354,0.242,87,175,230,157,
Te Reo Rangatira,Level 2,Female,2020,44,181,0.005,93,0.004,669,0.115,0.362,0.302,0.221,77,242,202,148,
Te Reo Rangatira,Level 2,Female,2021,44,176,0.005,100,0.004,692,0.146,0.262,0.311,0.282,101,181,215,195,
Te Reo Rangatira,Level 2,Female,2022,43,215,0.006,112,0.005,813,0.073,0.245,0.374,0.309,59,199,304,251,
Te Reo Rangatira,Level 2,Female,2023,43,211,0.006,101,0.004,799,0.19,0.323,0.272,0.215,152,258,217,172,
Te Reo Rangatira,Level 2,Female,2024,47,233,0.006,126,0.005,929,0.112,0.281,0.341,0.266,104,261,317,247,
Te Reo Rangatira,Level 2,Male,2015,40,169,0.005,117,0.005,854,0.143,0.444,0.242,0.171,122,379,207,146,
Te Reo Rangatira,Level 2,Male,2016,32,153,0.004,130,0.005,816,0.168,0.412,0.266,0.154,137,336,217,126,
Te Reo Rangatira,Level 2,Male,2017,32,167,0.005,125,0.005,795,0.174,0.399,0.268,0.16,138,317,213,127,
Te Reo Rangatira,Level 2,Male,2018,31,172,0.005,108,0.004,722,0.237,0.373,0.213,0.177,171,269,154,128,
Te Reo Rangatira,Level 2,Male,2019,42,171,0.005,76,0.003,564,0.174,0.369,0.264,0.193,98,208,149,109,
Te Reo Rangatira,Level 2,Male,2020,33,142,0.004,84,0.004,564,0.098,0.39,0.28,0.232,55,220,158,131,
Te Reo Rangatira,Level 2,Male,2021,36,120,0.003,73,0.003,484,0.143,0.335,0.302,0.221,69,162,146,107,
Te Reo Rangatira,Level 2,Male,2022,36,153,0.004,67,0.003,537,0.119,0.318,0.305,0.257,64,171,164,138,
Te Reo Rangatira,Level 2,Male,2023,36,139,0.004,67,0.003,512,0.289,0.361,0.213,0.137,148,185,109,70,
Te Reo Rangatira,Level 2,Male,2024,38,205,0.005,109,0.004,776,0.171,0.351,0.276,0.202,133,272,214,157,
Te Reo Rangatira,Level 3,Female,2015,48,184,0.007,123,0.006,929,0.124,0.282,0.327,0.267,115,262,304,248,
Te Reo Rangatira,Level 3,Female,2016,39,162,0.006,104,0.005,721,0.126,0.276,0.387,0.211,91,199,279,152,
Te Reo Rangatira,Level 3,Female,2017,48,208,0.007,134,0.006,812,0.154,0.287,0.317,0.243,125,233,257,197,
Te Reo Rangatira,Level 3,Female,2018,43,198,0.007,142,0.007,805,0.118,0.294,0.335,0.252,95,237,270,203,
Te Reo Rangatira,Level 3,Female,2019,40,160,0.006,100,0.005,579,0.104,0.29,0.34,0.266,60,168,197,154,
Te Reo Rangatira,Level 3,Female,2020,41,171,0.006,110,0.005,644,0.127,0.262,0.328,0.283,82,169,211,182,
Te Reo Rangatira,Level 3,Female,2021,48,174,0.006,112,0.005,628,0.127,0.275,0.287,0.311,80,173,180,195,
Te Reo Rangatira,Level 3,Female,2022,45,192,0.007,109,0.005,703,0.121,0.24,0.277,0.361,85,169,195,254,
Te Reo Rangatira,Level 3,Female,2023,43,203,0.007,127,0.006,747,0.141,0.303,0.27,0.286,105,226,202,214,
Te Reo Rangatira,Level 3,Female,2024,54,259,0.009,145,0.007,907,0.164,0.302,0.28,0.254,149,274,254,230,
Te Reo Rangatira,Level 3,Male,2015,38,132,0.006,75,0.004,584,0.13,0.38,0.288,0.202,76,222,168,118,
Te Reo Rangatira,Level 3,Male,2016,34,142,0.006,100,0.006,679,0.143,0.371,0.271,0.215,97,252,184,146,
Te Reo Rangatira,Level 3,Male,2017,41,160,0.006,104,0.006,610,0.149,0.331,0.269,0.251,91,202,164,153,
Te Reo Rangatira,Level 3,Male,2018,44,165,0.007,102,0.006,645,0.195,0.357,0.237,0.211,126,230,153,136,
Te Reo Rangatira,Level 3,Male,2019,42,166,0.006,103,0.006,592,0.12,0.419,0.22,0.242,71,248,130,143,
Te Reo Rangatira,Level 3,Male,2020,42,135,0.005,89,0.005,494,0.154,0.364,0.273,0.209,76,180,135,103,
Te Reo Rangatira,Level 3,Male,2021,35,137,0.005,76,0.004,465,0.127,0.353,0.239,0.282,59,164,111,131,
Te Reo Rangatira,Level 3,Male,2022,48,167,0.007,84,0.005,551,0.165,0.29,0.272,0.272,91,160,150,150,
Te Reo Rangatira,Level 3,Male,2023,43,148,0.006,73,0.004,484,0.165,0.339,0.215,0.281,80,164,104,136,
Te Reo Rangatira,Level 3,Male,2024,47,214,0.008,105,0.005,667,0.259,0.291,0.246,0.204,173,194,164,136,
Technology,Level 1,Female,2015,265,5359,0.147,1613,0.055,11497,0.162,0.347,0.227,0.264,1862,3993,2612,3030,
Technology,Level 1,Female,2016,270,4793,0.133,1250,0.043,9830,0.156,0.333,0.225,0.287,1529,3269,2214,2818,
Technology,Level 1,Female,2017,278,4843,0.137,1266,0.044,9929,0.142,0.332,0.227,0.299,1412,3295,2253,2969,
Technology,Level 1,Female,2018,261,4234,0.124,1046,0.037,8392,0.126,0.338,0.24,0.296,1055,2838,2011,2488,
Technology,Level 1,Female,2019,243,4073,0.098,916,0.032,7915,0.124,0.347,0.232,0.296,985,2748,1839,2343,
Technology,Level 1,Female,2020,229,3451,0.075,694,0.026,6439,0.135,0.312,0.243,0.31,870,2006,1565,1998,
Technology,Level 1,Female,2021,235,3743,0.082,743,0.028,6945,0.12,0.308,0.241,0.331,835,2140,1673,2297,
Technology,Level 1,Female,2022,226,3857,0.083,744,0.029,7163,0.143,0.303,0.242,0.312,1025,2168,1732,2238,
Technology,Level 1,Female,2023,213,4027,0.087,953,0.035,7509,0.145,0.33,0.234,0.291,1088,2478,1758,2185,
Technology,Level 1,Female,2024,,,,,,1,,,,,,,,,Small Cohort
Technology,Level 1,Male,2015,252,7370,0.197,2165,0.072,14972,0.273,0.42,0.174,0.133,4088,6295,2603,1986,
Technology,Level 1,Male,2016,261,7406,0.2,1977,0.066,14673,0.256,0.408,0.18,0.156,3756,5985,2648,2284,
Technology,Level 1,Male,2017,257,7378,0.207,2130,0.074,15042,0.256,0.405,0.185,0.154,3856,6099,2777,2310,
Technology,Level 1,Male,2018,241,6490,0.183,1645,0.058,12790,0.228,0.431,0.184,0.157,2918,5514,2351,2007,
