"Year Level","Qualification","Ethnicity","Academic Year","Typical Level Flag","Cumulative Year Attainment Rate","Current Year Attainment Rate","Cumulative Year Attainment","Current Year Attainment","Total Student Count","Cohort Warning"
"13","NCEA Level 2","European","2016","0","0.898","0.053","27589","1643","30728",""
"13","NCEA Level 2","European","2017","0","0.91","0.051","28223","1578","31014",""
"13","NCEA Level 2","European","2018","0","0.909","0.047","27338","1413","30083",""
"13","NCEA Level 2","European","2019","0","0.911","0.051","26943","1510","29563",""
"13","NCEA Level 2","European","2020","0","0.907","0.056","26814","1648","29550",""
"13","NCEA Level 2","European","2021","0","0.904","0.04","27658","1224","30604",""
"13","NCEA Level 2","European","2022","0","0.893","0.039","26090","1131","29214",""
"13","NCEA Level 2","European","2023","0","0.894","0.045","25891","1291","28950",""
"13","NCEA Level 2","European","2024","0","0.882","0.056","27411","1749","31077",""
"13","NCEA Level 3","Maori","2015","1","0.477","0.452","4502","4261","9436",""
"13","NCEA Level 3","Maori","2016","1","0.502","0.472","4791","4503","9547",""
"13","NCEA Level 3","Maori","2017","1","0.526","0.5","5198","4945","9887",""
"13","NCEA Level 3","Maori","2018","1","0.529","0.502","5151","4895","9743",""
"13","NCEA Level 3","Maori","2019","1","0.551","0.525","5084","4847","9225",""
"13","NCEA Level 3","Maori","2020","1","0.607","0.58","5593","5350","9220",""
"13","NCEA Level 3","Maori","2021","1","0.585","0.555","5648","5358","9651",""
"13","NCEA Level 3","Maori","2022","1","0.557","0.526","5213","4922","9357",""
"13","NCEA Level 3","Maori","2023","1","0.563","0.527","5265","4921","9345",""
"13","NCEA Level 3","Maori","2024","1","0.59","0.552","5956","5566","10089",""
"13","NCEA Level 3","Pacific Peoples","2015","1","0.52","0.507","2944","2871","5663",""
"13","NCEA Level 3","Pacific Peoples","2016","1","0.542","0.529","3093","3020","5707",""
"13","NCEA Level 3","Pacific Peoples","2017","1","0.589","0.578","3452","3383","5857",""
"13","NCEA Level 3","Pacific Peoples","2018","1","0.589","0.58","3504","3453","5949",""
"13","NCEA Level 3","Pacific Peoples","2019","1","0.603","0.593","3535","3481","5867",""
"13","NCEA Level 3","Pacific Peoples","2020","1","0.689","0.68","4022","3969","5838",""
"13","NCEA Level 3","Pacific Peoples","2021","1","0.649","0.638","4010","3940","6176",""
